,branch,PT,TY,LAB,V_plc,L2-NORM,U(1),U(2),U(3),U(4),U(5),lambda3
1,3,1,0,0,0.0022760991693,1.8371754562,0.63536613826,0.13468285452,1.7024898999,0.23307828379,0.023749904873,0.10000000149
2,3,2,0,0,0.0022646406196,1.8371757931,0.63536620653,0.13468284794,1.7024902338,0.23307831875,0.02374990173,0.10199993343
3,3,3,0,0,0.0022531820769,1.8371761303,0.63536627485,0.13468284135,1.702490568,0.23307835373,0.023749898585,0.10399986542
4,3,4,0,0,0.0022302650127,1.8371768045,0.63536641145,0.13468282818,1.7024912361,0.23307842367,0.023749892297,0.10799972969
5,3,5,0,0,0.0021958894696,1.8371778155,0.63536661628,0.13468280842,1.702492238,0.23307852854,0.023749882868,0.11399952688
6,3,6,0,0,0.0021443262744,1.8371793311,0.63536692335,0.13468277881,1.7024937399,0.23307868576,0.023749868732,0.12299922442
7,3,7,0,0,0.0020870340034,1.8371810138,0.63536726428,0.13468274593,1.7024954074,0.23307886031,0.023749853037,0.1329988908
8,3,8,0,0,0.0020297419095,1.8371826951,0.63536760493,0.13468271307,1.7024970736,0.23307903473,0.023749837356,0.14299855975
9,3,9,0,0,0.0019724499924,1.837184375,0.63536794529,0.13468268025,1.7024987383,0.23307920899,0.023749821687,0.15299823126
10,3,10,0,0,0.0019151582521,1.8371860534,0.63536828535,0.13468264745,1.7025004016,0.2330793831,0.023749806033,0.16299790532
11,3,11,0,0,0.0018578666885,1.8371877303,0.63536862509,0.13468261469,1.7025020634,0.23307955705,0.023749790393,0.17299758191
12,3,12,0,0,0.0018005753015,1.8371894056,0.63536896452,0.13468258195,1.7025037235,0.23307973084,0.023749774768,0.18299726102
13,3,13,0,0,0.0017432840909,1.8371910792,0.63536930361,0.13468254925,1.7025053821,0.23307990446,0.023749759158,0.19299694265
14,3,14,0,0,0.0016859930566,1.8371927512,0.63536964236,0.13468251658,1.7025070389,0.2330800779,0.023749743564,0.20299662676
15,3,15,0,0,0.0016287021985,1.8371944214,0.63536998076,0.13468248394,1.7025086941,0.23308025116,0.023749727986,0.21299631335
16,3,16,0,0,0.0015714115165,1.8371960898,0.63537031879,0.13468245134,1.7025103474,0.23308042424,0.023749712425,0.22299600241
17,3,17,0,0,0.0015141210104,1.8371977563,0.63537065645,0.13468241878,1.702511999,0.23308059712,0.023749696882,0.23299569392
18,3,18,0,0,0.00145683068,1.837199421,0.63537099372,0.13468238625,1.7025136486,0.23308076981,0.023749681356,0.24299538786
19,3,19,0,0,0.0013995405251,1.8372010837,0.6353713306,0.13468235376,1.7025152963,0.2330809423,0.023749665848,0.25299508422
20,3,20,0,0,0.0013422505456,1.8372027444,0.63537166707,0.13468232131,1.702516942,0.23308111457,0.023749650359,0.26299478298
21,3,21,0,0,0.0012849607413,1.8372044031,0.63537200313,0.1346822889,1.7025185857,0.23308128664,0.023749634889,0.27299448412
22,3,22,0,0,0.0012276711119,1.8372060596,0.63537233876,0.13468225653,1.7025202273,0.23308145849,0.023749619439,0.28299418764
23,3,23,0,0,0.0011703816573,1.837207714,0.63537267395,0.1346822242,1.7025218668,0.23308163011,0.023749604009,0.2929938935
24,3,24,0,0,0.0011130923773,1.8372093662,0.6353730087,0.13468219192,1.702523504,0.23308180151,0.0237495886,0.30299360169
25,3,25,0,0,0.0010558032715,1.8372110161,0.63537334299,0.13468215968,1.7025251391,0.23308197267,0.023749573211,0.3129933122
26,3,26,0,0,0.00099851433986,1.8372126637,0.63537367681,0.13468212748,1.7025267718,0.23308214359,0.023749557845,0.322993025
27,3,27,0,0,0.00094122558199,1.8372143089,0.63537401016,0.13468209533,1.7025284022,0.23308231427,0.0237495425,0.33299274007
28,3,28,0,0,0.00088393699769,1.8372159517,0.63537434301,0.13468206323,1.7025300302,0.2330824847,0.023749527178,0.34299245741
29,3,29,0,0,0.00082664858671,1.8372175921,0.63537467536,0.13468203117,1.7025316558,0.23308265487,0.023749511878,0.35299217697
30,3,30,0,0,0.00076936034871,1.83721923,0.63537500721,0.13468199917,1.7025332789,0.23308282479,0.023749496603,0.36299189875
31,3,31,0,0,0.00071207228347,1.8372208653,0.63537533854,0.13468196721,1.7025348994,0.23308299443,0.023749481351,0.37299162272
32,3,32,0,0,0.00065478439065,1.8372224979,0.63537566934,0.13468193531,1.7025365173,0.23308316381,0.023749466123,0.38299134888
33,3,33,0,0,0.00059749666996,1.8372241279,0.6353759996,0.13468190346,1.7025381326,0.23308333291,0.023749450921,0.39299107718
34,3,34,0,0,0.0005402091211,1.8372257552,0.6353763293,0.13468187166,1.7025397453,0.23308350173,0.023749435744,0.40299080761
35,3,35,0,0,0.00048292174371,1.8372273798,0.63537665845,0.13468183991,1.7025413551,0.23308367027,0.023749420592,0.41299054015
36,3,36,0,0,0.00042563453751,1.8372290015,0.63537698703,0.13468180822,1.7025429622,0.23308383851,0.023749405467,0.42299027477
37,3,37,0,0,0.00036834750213,1.8372306203,0.63537731503,0.13468177659,1.7025445665,0.23308400645,0.023749390369,0.43299001145
38,3,38,-33,1,0.00031856028035,1.8372320249,0.63537759961,0.13468174914,1.7025459583,0.23308415217,0.023749377269,0.44168064423
39,3,39,-32,2,0.00026127356328,1.8372336382,0.6353779265,0.13468171762,1.7025475571,0.23308431954,0.023749362222,0.45168038471
40,3,40,0,0,0.00020398701601,1.8372352486,0.63537825278,0.13468168615,1.702549153,0.23308448661,0.023749347202,0.46168012719
41,3,41,0,0,0.00014670063813,1.8372368559,0.63537857844,0.13468165474,1.7025507458,0.23308465336,0.023749332212,0.47167987164
42,3,42,0,0,8.9414429261e-05,1.8372384601,0.63537890347,0.13468162339,1.7025523355,0.23308481979,0.02374931725,0.48167961803
43,3,43,0,0,3.212838903e-05,1.8372400612,0.63537922786,0.1346815921,1.7025539221,0.23308498589,0.023749302318,0.49167936635
