,branch,PT,TY,LAB,V_plc,L2-NORM,U(1),U(2),U(3),U(4),U(5),lambda3
1,2,1,0,0,0.00069049330051,3.3310868137,0.92296465692,0.093939071637,3.1494786387,0.56219993552,0.012842415495,0.10000000149
2,2,2,0,0,0.00068935153849,3.331075891,0.92296341413,0.09393933161,3.1494679286,0.56219721089,0.012842502357,0.10197809217
3,2,3,0,0,0.00068849524174,3.3310676712,0.92296247887,0.09393952725,3.1494598689,0.56219516048,0.012842567724,0.10346158909
4,2,4,0,0,0.00068721083659,3.3310552969,0.92296107088,0.093939821778,3.1494477354,0.56219207371,0.01284266613,0.10568671961
5,2,5,0,0,0.00068528431888,3.3310366344,0.92295894738,0.093940265976,3.1494294362,0.56218741833,0.012842814539,0.10902415573
6,2,6,0,0,0.00068239474593,3.331008412,0.92295573603,0.093940937727,3.1494017632,0.56218037814,0.012843038966,0.11402972059
7,2,7,0,0,0.00067806084769,3.3309655587,0.92295085972,0.093941957741,3.1493597443,0.56216968805,0.01284337973,0.12153672545
8,2,8,0,0,0.00067235450915,3.3309081619,0.92294432817,0.093943323969,3.1493034651,0.56215536963,0.012843836123,0.13141999203
9,2,9,0,0,0.0006666491513,3.3308496503,0.92293766939,0.093944716781,3.149246093,0.56214077271,0.012844301357,0.14130035364
10,2,10,0,0,0.00066094478606,3.3307900037,0.92293088105,0.093946136662,3.149187608,0.5621258922,0.012844775594,0.15117774306
11,2,11,0,0,0.00065524142519,3.3307292013,0.92292396078,0.093947584108,3.14912799,0.56211072294,0.012845258996,0.1610520921
12,2,12,0,0,0.00064953908004,3.3306672224,0.92291690617,0.093949059616,3.1490672185,0.5620952597,0.012845751726,0.17092333184
13,2,13,0,0,0.00064383776161,3.3306040458,0.92290971481,0.093950563694,3.1490052728,0.56207949718,0.012846253952,0.18079139263
14,2,14,0,0,0.00063813748047,3.3305396503,0.92290238425,0.09395209685,3.1489421321,0.56206343005,0.012846765841,0.19065620409
15,2,15,0,0,0.00063243824674,3.3304740141,0.92289491199,0.093953659604,3.1488777752,0.56204705289,0.012847287564,0.20051769526
16,2,16,0,0,0.00062674006995,3.3304071156,0.92288729554,0.093955252476,3.1488121806,0.56203036022,0.012847819291,0.21037579462
17,2,17,0,0,0.00062104295902,3.3303389328,0.92287953235,0.093956875996,3.1487453269,0.56201334654,0.012848361198,0.22023043028
18,2,18,0,0,0.0006153469223,3.3302694432,0.92287161986,0.093958530698,3.1486771922,0.56199600623,0.012848913457,0.23008152989
19,2,19,0,0,0.00060965196718,3.3301986246,0.92286355549,0.093960217119,3.1486077546,0.56197833369,0.012849476247,0.23992902097
20,2,20,0,0,0.00060395810029,3.3301264543,0.92285533664,0.0939619358,3.1485369919,0.56196032324,0.012850049745,0.24977283094
21,2,21,0,0,0.00059826532738,3.3300529096,0.92284696067,0.09396368729,3.1484648817,0.56194196916,0.012850634129,0.25961288711
22,2,22,0,0,0.00059257365306,3.3299779674,0.92283842494,0.093965472139,3.1483914016,0.56192326567,0.012851229581,0.2694491171
23,2,23,0,0,0.00058688308087,3.3299016048,0.92282972678,0.093967290901,3.148316529,0.561904207,0.012851836281,0.27928144869
24,2,24,0,0,0.00058119361302,3.3298237985,0.92282086352,0.093969144133,3.1482402411,0.56188478731,0.012852454412,0.28910981028
25,2,25,0,0,0.00057550525051,3.3297445251,0.92281183246,0.093971032397,3.148162515,0.56186500073,0.012853084157,0.29893413075
26,2,26,0,0,0.00056981799262,3.3296637614,0.92280263091,0.093972956251,3.148083328,0.56184484141,0.012853725698,0.30875434004
27,2,27,0,0,0.00056413183719,3.3295814839,0.92279325615,0.093974916262,3.148002657,0.56182430343,0.012854379221,0.31857036896
28,2,28,0,0,0.00055844678023,3.3294976691,0.92278370546,0.093976912994,3.147920479,0.5618033809,0.012855044908,0.32838214962
29,2,29,0,0,0.00055276281581,3.3294122935,0.92277397613,0.093978947012,3.147836771,0.5617820679,0.012855722945,0.33818961575
30,2,30,-32,1,0.0005502529158,3.3293740856,0.92276962172,0.093979857324,3.1477993094,0.56177252948,0.012856026369,0.34251955992
31,2,31,0,0,0.00054457051184,3.3292864186,0.92275963006,0.093981946088,3.1477133552,0.56175064319,0.012856722532,0.35232069286
32,2,32,0,0,0.00053888917693,3.3291971337,0.92274945313,0.093984073513,3.147625815,0.56172835204,0.012857431491,0.36211735729
33,2,33,0,0,0.00053320889734,3.3291062076,0.92273908823,0.093986240163,3.147536666,0.56170565017,0.012858153428,0.37190949411
34,2,34,0,0,0.0005275296566,3.3290136171,0.92272853266,0.093988446593,3.1474458854,0.56168253177,0.012858888525,0.381697047
35,2,35,0,0,0.00052185143542,3.3289193391,0.92271778376,0.093990693359,3.1473534508,0.561658991,0.012859636961,0.39147996281
36,2,36,0,0,0.00051617421129,3.3288233511,0.92270683887,0.09399298101,3.1472593399,0.56163502216,0.012860398913,0.40125819191
37,2,37,0,0,0.00051049795849,3.3287256303,0.92269569538,0.09399531009,3.1471635306,0.56161061955,0.012861174557,0.41103168846
38,2,38,0,0,0.00050482264772,3.3286261548,0.9226843507,0.093997681136,3.1470660012,0.56158577757,0.012861964066,0.42080041091
39,2,39,0,0,0.00049914824583,3.3285249025,0.92267280227,0.094000094673,3.1469667302,0.56156049071,0.012862767609,0.43056432244
40,2,40,0,0,0.00049347471573,3.328421852,0.92266104759,0.094002551227,3.1468656966,0.56153475352,0.012863585355,0.44032339127
41,2,41,0,0,0.00048780201593,3.3283169823,0.9226490842,0.0940050513,3.14676288,0.56150856071,0.012864417465,0.45007759131
42,2,42,0,0,0.00048213010037,3.328210273,0.9226369097,0.094007595392,3.1466582601,0.5614819071,0.012865264098,0.45982690252
43,2,43,0,0,0.00047645891817,3.3281017041,0.92262452174,0.094010183986,3.1465518175,0.56145478763,0.01286612541,0.46957131148
44,2,44,0,0,0.00047078841331,3.3279912562,0.92261191807,0.09401281755,3.1464435333,0.56142719741,0.012867001549,0.47931081178
45,2,45,0,0,0.00046511852416,3.3278789109,0.9225990965,0.094015496536,3.1463333894,0.56139913174,0.012867892657,0.48904540498
46,2,46,0,0,0.0004594491835,3.3277646504,0.92258605491,0.094018221379,3.1462213682,0.56137058609,0.012868798873,0.4987751006
47,2,47,0,0,0.0004537803179,3.3276484576,0.92257279131,0.094020992491,3.1461074533,0.56134155615,0.012869720326,0.5084999172
48,2,48,0,0,0.00044811184752,3.3275303167,0.92255930379,0.094023810263,3.1459916289,0.56131203785,0.012870657139,0.51821988283
49,2,49,0,0,0.00044244368583,3.3274102125,0.92254559056,0.094026675064,3.1458738803,0.56128202734,0.012871609426,0.52793503553
50,2,50,0,0,0.00043677573914,3.3272881311,0.92253164996,0.094029587236,3.145754194,0.56125152107,0.012872577294,0.53764542421
51,2,51,0,0,0.00043110790629,3.3271640599,0.92251748045,0.094032547091,3.1456325575,0.5612205158,0.012873560838,0.54735110926
52,2,52,0,0,0.00042544007841,3.3270379875,0.92250308065,0.094035554912,3.1455089598,0.56118900857,0.012874560143,0.55705216304
53,2,53,0,0,0.00041977213846,3.3269099039,0.92248844934,0.094038610951,3.1453833908,0.5611569968,0.012875575284,0.56674867085
54,2,54,0,0,0.00041410396093,3.3267798004,0.92247358544,0.094041715419,3.1452558425,0.56112447827,0.012876606325,0.5764407314
55,2,55,0,0,0.00040843541142,3.3266476702,0.92245848809,0.094044868495,3.1451263079,0.56109145115,0.012877653314,0.58612845774
56,2,56,0,0,0.0004027663465,3.3265135082,0.9224431566,0.094048070313,3.1449947822,0.56105791406,0.012878716287,0.59581197766
57,2,57,0,0,0.00039709661314,3.3263773109,0.92242759049,0.094051320966,3.1448612618,0.56102386604,0.012879795267,0.60549143465
