,branch,PT,TY,LAB,V_plc,L2-NORM,U(1),U(2),U(3),U(4),U(5),lambda3
1,2,1,0,0,0.00069049330051,3.3310868137,0.92296465692,0.093939071637,3.1494786387,0.56219993552,0.012842415495,0.10000000149
2,2,2,0,0,0.00069163510011,3.3310976945,0.92296589492,0.093938812664,3.1494893077,0.56220264967,0.012842328965,0.098021802935
3,2,3,0,0,0.00069249147452,3.3311058274,0.92296682028,0.093938619093,3.1494972823,0.5622046784,0.012842264287,0.09653808349
4,2,4,0,0,0.0006937760756,3.3311179828,0.92296820329,0.093938329785,3.1495092011,0.56220771048,0.012842167618,0.094312391572
5,2,5,0,0,0.00069570306592,3.3311361172,0.92297026653,0.093937898178,3.1495269825,0.56221223394,0.0128420234,0.090973601267
6,2,6,0,0,0.00069859374984,3.331163098,0.92297333622,0.09393725603,3.1495534383,0.56221896401,0.012841808823,0.085964852768
7,2,7,0,0,0.0007029302191,3.3312030776,0.92297788468,0.093936304527,3.1495926398,0.56222893632,0.012841490858,0.078450478975
8,2,8,0,0,0.00070864159914,3.331254838,0.92298377316,0.09393507268,3.1496433929,0.56224184687,0.012841079185,0.068552758209
9,2,9,0,0,0.00071435388003,3.3313056064,0.92298954851,0.093933864477,3.1496931735,0.5622545097,0.012840675383,0.058652537422
10,2,10,0,0,0.00072006704901,3.3313554011,0.92299521282,0.093932679483,3.1497419994,0.56226692938,0.012840279309,0.048749876432
11,2,11,0,0,0.00072578109325,3.3314042402,0.92300076816,0.093931517264,3.1497898884,0.56227911042,0.012839890821,0.038844834005
12,2,12,0,0,0.00073149599991,3.3314521413,0.92300621656,0.093930377398,3.1498368579,0.56229105726,0.012839509778,0.028937467845
13,2,13,0,0,0.00073721175631,3.331499122,0.92301156002,0.093929259468,3.1498829248,0.56230277426,0.012839136042,0.019027834454
14,2,14,0,0,0.00074292834972,3.3315451994,0.9230168005,0.093928163062,3.1499281061,0.56231426573,0.012838769479,0.0091159892909
