,branch,PT,TY,LAB,lambda3,L2-NORM,U(1),U(2),U(3),U(4),U(5),lambda4
67,3,67,0,0,0.0040439801334,1.8371678654,0.63536460033,0.13468300284,1.7024823776,0.23307749638,0.023749975672,-0.63598714747
68,3,68,0,0,0.0041079239952,1.8371679301,0.63536461344,0.13468300158,1.7024824417,0.2330775031,0.023749975068,-0.64598694207
69,3,69,0,0,0.0041718839805,1.8371679948,0.63536462655,0.13468300032,1.7024825058,0.23307750981,0.023749974465,-0.65598673657
70,3,70,0,0,0.0042358600996,1.8371680595,0.63536463966,0.13468299905,1.70248257,0.23307751652,0.023749973861,-0.66598653096
71,3,71,0,0,0.0042998523491,1.8371681243,0.63536465278,0.13468299779,1.7024826341,0.23307752324,0.023749973257,-0.67598632525
72,3,72,0,0,0.0043638607422,1.837168189,0.6353646659,0.13468299652,1.7024826983,0.23307752995,0.023749972653,-0.68598611944
73,3,73,0,0,0.0044278852795,1.8371682538,0.63536467902,0.13468299526,1.7024827625,0.23307753667,0.023749972049,-0.69598591352
74,3,74,0,0,0.0044919259765,1.8371683186,0.63536469215,0.13468299399,1.7024828267,0.23307754339,0.023749971445,-0.7059857075
75,3,75,0,0,0.0045559828281,1.8371683834,0.63536470528,0.13468299272,1.7024828909,0.23307755011,0.023749970841,-0.71598550137
76,3,76,0,0,0.0046200558478,1.8371684482,0.63536471841,0.13468299146,1.7024829551,0.23307755684,0.023749970236,-0.72598529513
77,3,77,0,0,0.004684145041,1.837168513,0.63536473154,0.13468299019,1.7024830194,0.23307756356,0.023749969631,-0.7359850888
78,3,78,0,0,0.0047482504075,1.8371685779,0.63536474468,0.13468298892,1.7024830836,0.23307757029,0.023749969027,-0.74598488235
79,3,79,0,0,0.0048123719625,1.8371686427,0.63536475782,0.13468298766,1.7024831479,0.23307757702,0.023749968422,-0.75598467581
80,3,80,0,0,0.0048765097067,1.8371687076,0.63536477097,0.13468298639,1.7024832122,0.23307758375,0.023749967817,-0.76598446916
81,3,81,0,0,0.0049406636501,1.8371687725,0.63536478411,0.13468298512,1.7024832765,0.23307759048,0.023749967211,-0.7759842624
82,3,82,0,0,0.0050048337915,1.8371688374,0.63536479727,0.13468298385,1.7024833408,0.23307759721,0.023749966606,-0.78598405554
83,3,83,0,0,0.0050690201429,1.8371689023,0.63536481042,0.13468298258,1.7024834052,0.23307760395,0.023749966,-0.79598384857
84,3,84,0,0,0.0051332227082,1.8371689673,0.63536482358,0.13468298131,1.7024834695,0.23307761068,0.023749965395,-0.8059836415
85,3,85,0,0,0.0051974414968,1.8371690322,0.63536483674,0.13468298004,1.7024835339,0.23307761742,0.023749964789,-0.81598343433
86,3,86,0,0,0.0052616765127,1.8371690972,0.6353648499,0.13468297878,1.7024835983,0.23307762416,0.023749964183,-0.82598322704
87,3,87,0,0,0.0053259277604,1.8371691622,0.63536486307,0.13468297751,1.7024836627,0.2330776309,0.023749963577,-0.83598301966
88,3,88,0,0,0.005390195247,1.8371692272,0.63536487624,0.13468297624,1.7024837271,0.23307763765,0.02374996297,-0.84598281217
89,3,89,0,0,0.00545447898,1.8371692922,0.63536488941,0.13468297496,1.7024837916,0.23307764439,0.023749962364,-0.85598260457
90,3,90,0,0,0.0055187789681,1.8371693573,0.63536490259,0.13468297369,1.702483856,0.23307765114,0.023749961757,-0.86598239687
91,3,91,0,0,0.0055830952074,1.8371694223,0.63536491577,0.13468297242,1.7024839205,0.23307765789,0.02374996115,-0.87598218906
92,3,92,0,0,0.005647427719,1.8371694874,0.63536492895,0.13468297115,1.7024839849,0.23307766464,0.023749960544,-0.88598198114
93,3,93,0,0,0.0057117764945,1.8371695525,0.63536494214,0.13468296988,1.7024840494,0.23307767139,0.023749959937,-0.89598177312
94,3,94,0,0,0.0057761415467,1.8371696176,0.63536495533,0.13468296861,1.702484114,0.23307767814,0.023749959329,-0.905981565
95,3,95,0,0,0.0058405228838,1.8371696827,0.63536496852,0.13468296734,1.7024841785,0.23307768489,0.023749958722,-0.91598135677
96,3,96,0,0,0.0059049205124,1.8371697478,0.63536498172,0.13468296606,1.702484243,0.23307769165,0.023749958115,-0.92598114843
97,3,97,0,0,0.0059693344316,1.837169813,0.63536499492,0.13468296479,1.7024843076,0.23307769841,0.023749957507,-0.93598093999
98,3,98,0,0,0.006033764654,1.8371698781,0.63536500812,0.13468296352,1.7024843722,0.23307770517,0.023749956899,-0.94598073144
99,3,99,0,0,0.0060982111818,1.8371699433,0.63536502132,0.13468296224,1.7024844368,0.23307771193,0.023749956291,-0.95598052279
100,3,100,0,0,0.0061626740266,1.8371700085,0.63536503453,0.13468296097,1.7024845014,0.23307771869,0.023749955683,-0.96598031402
101,3,101,0,0,0.0062271531864,1.8371700737,0.63536504774,0.13468295969,1.702484566,0.23307772546,0.023749955075,-0.97598010516
102,3,102,0,0,0.0062916486751,1.8371701389,0.63536506096,0.13468295842,1.7024846306,0.23307773222,0.023749954467,-0.98597989618
103,3,103,0,0,0.0063561604964,1.8371702042,0.63536507418,0.13468295715,1.7024846953,0.23307773899,0.023749953858,-0.99597968711
104,3,104,0,0,0.0064206886586,1.8371702694,0.6353650874,0.13468295587,1.7024847599,0.23307774576,0.02374995325,-1.0059794779
105,3,105,0,0,0.0064852331593,1.8371703347,0.63536510062,0.1346829546,1.7024848246,0.23307775253,0.023749952641,-1.0159792686
106,3,106,0,0,0.0065497940137,1.8371704,0.63536511385,0.13468295332,1.7024848893,0.2330777593,0.023749952032,-1.0259790592
107,3,107,0,0,0.006614371225,1.8371704653,0.63536512708,0.13468295204,1.702484954,0.23307776608,0.023749951423,-1.0359788497
108,3,108,0,0,0.0066789648001,1.8371705306,0.63536514032,0.13468295077,1.7024850188,0.23307777285,0.023749950813,-1.0459786401
109,3,109,0,0,0.0067435747462,1.8371705959,0.63536515355,0.13468294949,1.7024850835,0.23307777963,0.023749950204,-1.0559784304
110,3,110,0,0,0.0068082010661,1.8371706613,0.63536516679,0.13468294821,1.7024851483,0.23307778641,0.023749949595,-1.0659782206
111,3,111,0,0,0.0068728437647,1.8371707267,0.63536518004,0.13468294694,1.7024852131,0.23307779319,0.023749948985,-1.0759780106
112,3,112,0,0,0.006937502856,1.8371707921,0.63536519329,0.13468294566,1.7024852779,0.23307779997,0.023749948375,-1.0859778006
113,3,113,0,0,0.0070021783399,1.8371708575,0.63536520654,0.13468294438,1.7024853427,0.23307780676,0.023749947765,-1.0959775905
114,3,114,0,0,0.0070668702247,1.8371709229,0.63536521979,0.1346829431,1.7024854075,0.23307781354,0.023749947155,-1.1059773802
115,3,115,0,0,0.0071315785171,1.8371709883,0.63536523305,0.13468294182,1.7024854723,0.23307782033,0.023749946545,-1.1159771698
116,3,116,0,0,0.0071963032221,1.8371710537,0.63536524631,0.13468294055,1.7024855372,0.23307782712,0.023749945934,-1.1259769594
117,3,117,0,0,0.0072610443471,1.8371711192,0.63536525957,0.13468293927,1.7024856021,0.23307783391,0.023749945324,-1.1359767488
118,3,118,0,0,0.0073258018963,1.8371711847,0.63536527284,0.13468293799,1.7024856669,0.2330778407,0.023749944713,-1.1459765381
119,3,119,0,0,0.0073905758783,1.8371712502,0.63536528611,0.13468293671,1.7024857318,0.2330778475,0.023749944102,-1.1559763273
120,3,120,0,0,0.0074553662968,1.8371713157,0.63536529938,0.13468293543,1.7024857968,0.23307785429,0.023749943491,-1.1659761164
121,3,121,0,0,0.0075201731625,1.8371713812,0.63536531265,0.13468293415,1.7024858617,0.23307786109,0.02374994288,-1.1759759054
122,3,122,0,0,0.0075849964747,1.8371714468,0.63536532593,0.13468293287,1.7024859267,0.23307786789,0.023749942269,-1.1859756943
123,3,123,0,0,0.0076498362481,1.8371715123,0.63536533922,0.13468293158,1.7024859916,0.23307787469,0.023749941657,-1.1959754831
124,3,124,0,0,0.0077146924853,1.8371715779,0.6353653525,0.1346829303,1.7024860566,0.23307788149,0.023749941046,-1.2059752718
125,3,125,0,0,0.0077795651843,1.8371716435,0.63536536579,0.13468292902,1.7024861216,0.23307788829,0.023749940434,-1.2159750603
126,3,126,0,0,0.0078444543655,1.8371717091,0.63536537908,0.13468292774,1.7024861866,0.2330778951,0.023749939822,-1.2259748488
127,3,127,0,0,0.00790936003,1.8371717747,0.63536539238,0.13468292646,1.7024862516,0.23307790191,0.02374993921,-1.2359746371
128,3,128,0,0,0.0079742821764,1.8371718404,0.63536540568,0.13468292518,1.7024863167,0.23307790872,0.023749938598,-1.2459744254
129,3,129,0,0,0.0080392208223,1.837171906,0.63536541898,0.13468292389,1.7024863818,0.23307791553,0.023749937985,-1.2559742135
130,3,130,0,0,0.0081041759669,1.8371719717,0.63536543229,0.13468292261,1.7024864468,0.23307792234,0.023749937373,-1.2659740015
131,3,131,0,0,0.0081691476203,1.8371720374,0.63536544559,0.13468292133,1.7024865119,0.23307792915,0.02374993676,-1.2759737895
132,3,132,0,0,0.0082341357841,1.8371721031,0.63536545891,0.13468292004,1.702486577,0.23307793597,0.023749936147,-1.2859735773
133,3,133,0,0,0.008299140469,1.8371721688,0.63536547222,0.13468291876,1.7024866422,0.23307794279,0.023749935534,-1.295973365
134,3,134,0,0,0.008364161683,1.8371722345,0.63536548554,0.13468291747,1.7024867073,0.2330779496,0.023749934921,-1.3059731526
135,3,135,0,0,0.0084291994238,1.8371723003,0.63536549886,0.13468291619,1.7024867725,0.23307795642,0.023749934308,-1.31597294
136,3,136,0,0,0.0084942537089,1.837172366,0.63536551218,0.1346829149,1.7024868376,0.23307796325,0.023749933695,-1.3259727274
137,3,137,0,0,0.0085593245354,1.8371724318,0.63536552551,0.13468291362,1.7024869028,0.23307797007,0.023749933081,-1.3359725147
138,3,138,0,0,0.0086244119121,1.8371724976,0.63536553884,0.13468291233,1.702486968,0.2330779769,0.023749932467,-1.3459723018
139,3,139,0,0,0.0086895158483,1.8371725634,0.63536555218,0.13468291105,1.7024870333,0.23307798372,0.023749931853,-1.3559720889
140,3,140,0,0,0.0087546363468,1.8371726293,0.63536556552,0.13468290976,1.7024870985,0.23307799055,0.023749931239,-1.3659718758
141,3,141,0,0,0.008819773419,1.8371726951,0.63536557886,0.13468290847,1.7024871637,0.23307799738,0.023749930625,-1.3759716627
142,3,142,0,0,0.0088849270625,1.837172761,0.6353655922,0.13468290719,1.702487229,0.23307800422,0.023749930011,-1.3859714494
143,3,143,0,0,0.0089500972929,1.8371728269,0.63536560555,0.1346829059,1.7024872943,0.23307801105,0.023749929396,-1.395971236
144,3,144,0,0,0.0090152841125,1.8371728927,0.6353656189,0.13468290461,1.7024873596,0.23307801788,0.023749928782,-1.4059710225
145,3,145,0,0,0.0090804875277,1.8371729587,0.63536563225,0.13468290332,1.7024874249,0.23307802472,0.023749928167,-1.4159708089
146,3,146,0,0,0.0091457075414,1.8371730246,0.63536564561,0.13468290204,1.7024874903,0.23307803156,0.023749927552,-1.4259705952
147,3,147,0,0,0.0092109441665,1.8371730905,0.63536565897,0.13468290075,1.7024875556,0.2330780384,0.023749926937,-1.4359703813
148,3,148,0,0,0.0092761974049,1.8371731565,0.63536567233,0.13468289946,1.702487621,0.23307804524,0.023749926322,-1.4459701674
149,3,149,0,0,0.0093414672632,1.8371732225,0.6353656857,0.13468289817,1.7024876863,0.23307805209,0.023749925707,-1.4559699534
150,3,150,0,0,0.0094067537502,1.8371732885,0.63536569907,0.13468289688,1.7024877517,0.23307805893,0.023749925091,-1.4659697392
151,3,151,0,0,0.0094720568683,1.8371733545,0.63536571245,0.13468289559,1.7024878172,0.23307806578,0.023749924475,-1.475969525
152,3,152,0,0,0.0095373766312,1.8371734205,0.63536572582,0.1346828943,1.7024878826,0.23307807263,0.02374992386,-1.4859693106
153,3,153,0,0,0.009602713035,1.8371734865,0.6353657392,0.13468289301,1.702487948,0.23307807948,0.023749923244,-1.4959690961
154,3,154,0,0,0.0096680660944,1.8371735526,0.63536575259,0.13468289172,1.7024880135,0.23307808633,0.023749922628,-1.5059688815
155,3,155,0,0,0.0097334358135,1.8371736187,0.63536576597,0.13468289043,1.702488079,0.23307809318,0.023749922011,-1.5159686668
156,3,156,0,0,0.0097988221944,1.8371736847,0.63536577936,0.13468288914,1.7024881445,0.23307810004,0.023749921395,-1.525968452
157,3,157,0,0,0.00986422525,1.8371737509,0.63536579276,0.13468288784,1.70248821,0.2330781069,0.023749920778,-1.5359682371
158,3,158,0,0,0.0099296449824,1.837173817,0.63536580615,0.13468288655,1.7024882755,0.23307811376,0.023749920162,-1.545968022
159,3,159,0,0,0.0099950814026,1.8371738831,0.63536581955,0.13468288526,1.702488341,0.23307812062,0.023749919545,-1.5559678069
160,3,160,0,0,0.010060534508,1.8371739493,0.63536583296,0.13468288397,1.7024884066,0.23307812748,0.023749918928,-1.5659675917
161,3,161,0,0,0.010126004315,1.8371740154,0.63536584636,0.13468288267,1.7024884722,0.23307813434,0.023749918311,-1.5759673763
162,3,162,0,0,0.010191490826,1.8371740816,0.63536585977,0.13468288138,1.7024885377,0.23307814121,0.023749917693,-1.5859671608
163,3,163,0,0,0.010256994047,1.8371741478,0.63536587318,0.13468288009,1.7024886033,0.23307814808,0.023749917076,-1.5959669452
164,3,164,0,0,0.010322513981,1.837174214,0.6353658866,0.13468287879,1.702488669,0.23307815495,0.023749916458,-1.6059667295
165,3,165,0,0,0.010388050638,1.8371742803,0.63536590002,0.1346828775,1.7024887346,0.23307816182,0.023749915841,-1.6159665137
166,3,166,0,0,0.010453604029,1.8371743465,0.63536591344,0.13468287621,1.7024888003,0.23307816869,0.023749915223,-1.6259662978
167,3,167,0,0,0.01051917415,1.8371744128,0.63536592687,0.13468287491,1.7024888659,0.23307817556,0.023749914605,-1.6359660818
168,3,168,0,0,0.010584761018,1.8371744791,0.6353659403,0.13468287362,1.7024889316,0.23307818244,0.023749913986,-1.6459658657
169,3,169,0,0,0.01065036463,1.8371745454,0.63536595373,0.13468287232,1.7024889973,0.23307818932,0.023749913368,-1.6559656494
170,3,170,0,0,0.010715985002,1.8371746117,0.63536596717,0.13468287102,1.702489063,0.23307819619,0.023749912749,-1.6659654331
171,3,171,0,0,0.010781622132,1.837174678,0.6353659806,0.13468286973,1.7024891288,0.23307820308,0.023749912131,-1.6759652166
172,3,172,0,0,0.010847276029,1.8371747444,0.63536599405,0.13468286843,1.7024891945,0.23307820996,0.023749911512,-1.685965
173,3,173,0,0,0.010912946705,1.8371748107,0.63536600749,0.13468286714,1.7024892603,0.23307821684,0.023749910893,-1.6959647833
174,3,174,0,0,0.010978634156,1.8371748771,0.63536602094,0.13468286584,1.7024893261,0.23307822373,0.023749910274,-1.7059645665
175,3,175,0,0,0.011044338396,1.8371749435,0.63536603439,0.13468286454,1.7024893919,0.23307823062,0.023749909655,-1.7159643496
176,3,176,0,0,0.011110059429,1.8371750099,0.63536604785,0.13468286324,1.7024894577,0.2330782375,0.023749909035,-1.7259641326
177,3,177,0,0,0.011175797263,1.8371750763,0.63536606131,0.13468286194,1.7024895235,0.2330782444,0.023749908416,-1.7359639155
178,3,178,0,0,0.011241551905,1.8371751428,0.63536607477,0.13468286065,1.7024895893,0.23307825129,0.023749907796,-1.7459636982
179,3,179,0,0,0.011307323356,1.8371752092,0.63536608824,0.13468285935,1.7024896552,0.23307825818,0.023749907176,-1.7559634808
180,3,180,0,0,0.01137311163,1.8371752757,0.6353661017,0.13468285805,1.7024897211,0.23307826508,0.023749906556,-1.7659632634
181,3,181,0,0,0.011438916727,1.8371753422,0.63536611518,0.13468285675,1.702489787,0.23307827198,0.023749905936,-1.7759630458
182,3,182,0,0,0.011504738655,1.8371754087,0.63536612865,0.13468285545,1.7024898529,0.23307827888,0.023749905315,-1.7859628281
183,3,183,0,0,0.011570577423,1.8371754753,0.63536614213,0.13468285415,1.7024899188,0.23307828578,0.023749904695,-1.7959626103
184,3,184,0,0,0.01163643304,1.8371755418,0.63536615561,0.13468285285,1.7024899848,0.23307829268,0.023749904074,-1.8059623924
185,3,185,0,0,0.011702305504,1.8371756084,0.6353661691,0.13468285155,1.7024900507,0.23307829958,0.023749903454,-1.8159621743
186,3,186,0,0,0.011768194827,1.8371756749,0.63536618259,0.13468285025,1.7024901167,0.23307830649,0.023749902833,-1.8259619562
187,3,187,0,0,0.011834101015,1.8371757415,0.63536619608,0.13468284895,1.7024901827,0.2330783134,0.023749902211,-1.835961738
188,3,188,0,0,0.011900024072,1.8371758081,0.63536620957,0.13468284765,1.7024902487,0.23307832031,0.02374990159,-1.8459615196
189,3,189,0,0,0.01196596401,1.8371758748,0.63536622307,0.13468284634,1.7024903147,0.23307832722,0.023749900969,-1.8559613011
190,3,190,0,0,0.012031920829,1.8371759414,0.63536623657,0.13468284504,1.7024903808,0.23307833413,0.023749900347,-1.8659610825
191,3,191,0,0,0.01209789454,1.8371760081,0.63536625008,0.13468284374,1.7024904468,0.23307834105,0.023749899726,-1.8759608638
192,3,192,0,0,0.012163885148,1.8371760747,0.63536626359,0.13468284244,1.7024905129,0.23307834796,0.023749899104,-1.885960645
193,3,193,0,0,0.012229892654,1.8371761414,0.6353662771,0.13468284113,1.702490579,0.23307835488,0.023749898482,-1.8959604261
194,3,194,0,0,0.012295917078,1.8371762081,0.63536629062,0.13468283983,1.7024906451,0.2330783618,0.02374989786,-1.905960207
195,3,195,0,0,0.012361958413,1.8371762749,0.63536630413,0.13468283853,1.7024907112,0.23307836872,0.023749897237,-1.9159599879
196,3,196,0,0,0.012428016674,1.8371763416,0.63536631766,0.13468283722,1.7024907773,0.23307837564,0.023749896615,-1.9259597686
197,3,197,0,0,0.012494091865,1.8371764083,0.63536633118,0.13468283592,1.7024908435,0.23307838257,0.023749895992,-1.9359595492
198,3,198,0,0,0.012560183988,1.8371764751,0.63536634471,0.13468283461,1.7024909097,0.2330783895,0.023749895369,-1.9459593297
199,3,199,0,0,0.012626293057,1.8371765419,0.63536635824,0.13468283331,1.7024909759,0.23307839642,0.023749894746,-1.9559591101
200,3,200,0,0,0.012692419071,1.8371766087,0.63536637178,0.134682832,1.7024910421,0.23307840335,0.023749894123,-1.9659588904
201,3,201,0,0,0.012758562045,1.8371766755,0.63536638531,0.1346828307,1.7024911083,0.23307841029,0.0237498935,-1.9759586706
202,3,202,0,0,0.012824721977,1.8371767424,0.63536639886,0.13468282939,1.7024911745,0.23307841722,0.023749892877,-1.9859584506
203,3,203,0,0,0.012890898879,1.8371768092,0.6353664124,0.13468282808,1.7024912408,0.23307842415,0.023749892253,-1.9959582306
204,3,204,0,0,0.012957092761,1.8371768761,0.63536642595,0.13468282678,1.702491307,0.23307843109,0.023749891629,-2.0059580104
