,branch,PT,TY,LAB,V_plc,L2-NORM,U(1),U(2),U(3),U(4),U(5),lambda4
1,4,1,0,0,0.022013962357,0.48441096442,0.31488094848,0.14326970699,0.2669254339,0.19181883891,0.081178466618,0.0
2,4,2,0,0,0.02201450443,0.48441085002,0.31488085998,0.14326970699,0.2669253183,0.19181883891,0.081178505325,-0.0019999855155
3,4,3,0,0,0.022014900967,0.48441083101,0.31488084527,0.14326970699,0.26692529908,0.19181883891,0.081178511758,-0.0034999848675
4,4,4,0,0,0.022015694092,0.48441079292,0.3148808158,0.14326970699,0.26692526059,0.1918188389,0.081178524645,-0.0064999835714
5,4,5,0,0,0.022017280505,0.4844107168,0.31488075691,0.14326970699,0.26692518367,0.1918188389,0.081178550402,-0.012499980978
6,4,6,0,0,0.022019925034,0.48441058991,0.31488065875,0.14326970699,0.26692505544,0.19181883889,0.081178593336,-0.022499976654
7,4,7,0,0,0.022022570202,0.48441046296,0.31488056054,0.14326970699,0.26692492715,0.19181883889,0.081178636289,-0.032499972328
8,4,8,0,0,0.022025216005,0.48441033598,0.31488046231,0.143269707,0.26692479884,0.19181883888,0.081178679251,-0.042499967999
9,4,9,0,0,0.022027862441,0.484410209,0.31488036407,0.143269707,0.26692467051,0.19181883887,0.081178722217,-0.052499963667
10,4,10,0,0,0.02203050952,0.48441008193,0.31488026577,0.143269707,0.26692454211,0.19181883887,0.081178765209,-0.062499959333
11,4,11,0,0,0.02203315723,0.48440995488,0.31488016747,0.143269707,0.26692441371,0.19181883886,0.0811788082,-0.072499954996
12,4,12,0,0,0.022035805581,0.48440982776,0.31488006913,0.143269707,0.26692428525,0.19181883885,0.081178851211,-0.082499950657
13,4,13,0,0,0.022038454568,0.48440970061,0.31487997077,0.143269707,0.26692415677,0.19181883885,0.081178894231,-0.092499946315
14,4,14,0,0,0.022041104189,0.48440957346,0.3148798724,0.14326970701,0.26692402827,0.19181883884,0.081178937254,-0.10249994197
15,4,15,0,0,0.02204375445,0.48440944626,0.314879774,0.14326970701,0.26692389973,0.19181883883,0.081178980293,-0.11249993762
16,4,16,0,0,0.022046405349,0.48440931902,0.31487967556,0.14326970701,0.26692377115,0.19181883883,0.081179023346,-0.12249993327
17,4,17,0,0,0.022049056885,0.48440919176,0.3148795771,0.14326970701,0.26692364254,0.19181883882,0.081179066406,-0.13249992892
18,4,18,0,0,0.022051709064,0.48440906443,0.3148794786,0.14326970701,0.26692351387,0.19181883881,0.081179109488,-0.14249992457
19,4,19,0,0,0.022054361878,0.48440893709,0.31487938009,0.14326970701,0.26692338519,0.1918188388,0.081179152573,-0.15249992021
20,4,20,0,0,0.02205701533,0.48440880973,0.31487928156,0.14326970702,0.26692325648,0.1918188388,0.081179195669,-0.16249991585
21,4,21,0,0,0.022059669422,0.48440868233,0.31487918299,0.14326970702,0.26692312774,0.19181883879,0.081179238776,-0.17249991149
22,4,22,0,0,0.022062324154,0.48440855488,0.3148790844,0.14326970702,0.26692299895,0.19181883878,0.081179281899,-0.18249990712
23,4,23,0,0,0.022064979523,0.48440842742,0.31487898579,0.14326970702,0.26692287015,0.19181883878,0.081179325026,-0.19249990275
24,4,24,0,0,0.022067635534,0.48440829991,0.31487888714,0.14326970702,0.26692274129,0.19181883877,0.081179368172,-0.20249989838
25,4,25,0,0,0.022070292184,0.48440817237,0.31487878848,0.14326970702,0.26692261241,0.19181883876,0.081179411325,-0.21249989401
26,4,26,0,0,0.022072949474,0.4844080448,0.31487868979,0.14326970702,0.26692248349,0.19181883876,0.08117945449,-0.22249988964
27,4,27,0,0,0.022075607406,0.48440791719,0.31487859106,0.14326970703,0.26692235453,0.19181883875,0.08117949767,-0.23249988526
28,4,28,0,0,0.022078265977,0.48440778955,0.31487849232,0.14326970703,0.26692222555,0.19181883874,0.081179540857,-0.24249988088
29,4,29,0,0,0.02208092519,0.48440766187,0.31487839354,0.14326970703,0.26692209653,0.19181883874,0.081179584059,-0.25249987649
30,4,30,0,0,0.022083585043,0.48440753418,0.31487829475,0.14326970703,0.26692196748,0.19181883873,0.081179627267,-0.26249987211
31,4,31,0,0,0.02208624554,0.48440740642,0.31487819591,0.14326970703,0.26692183838,0.19181883872,0.081179670496,-0.27249986772
32,4,32,0,0,0.022088906675,0.48440727865,0.31487809707,0.14326970703,0.26692170927,0.19181883872,0.081179713726,-0.28249986333
33,4,33,0,0,0.022091568454,0.48440715084,0.31487799819,0.14326970704,0.26692158011,0.19181883871,0.081179756974,-0.29249985893
34,4,34,0,0,0.022094230873,0.48440702301,0.31487789929,0.14326970704,0.26692145093,0.1918188387,0.081179800228,-0.30249985454
35,4,35,0,0,0.022096893936,0.48440689513,0.31487780036,0.14326970704,0.26692132171,0.1918188387,0.081179843497,-0.31249985014
36,4,36,0,0,0.02209955764,0.48440676723,0.31487770141,0.14326970704,0.26692119246,0.19181883869,0.081179886774,-0.32249984574
37,4,37,0,0,0.022102221989,0.48440663928,0.31487760242,0.14326970704,0.26692106316,0.19181883868,0.081179930069,-0.33249984133
38,4,38,0,0,0.022104886978,0.48440651132,0.31487750342,0.14326970704,0.26692093384,0.19181883868,0.081179973369,-0.34249983693
39,4,39,0,0,0.022107552616,0.48440638328,0.31487740437,0.14326970704,0.26692080446,0.19181883867,0.081180016691,-0.35249983252
40,4,40,0,0,0.022110218892,0.48440625525,0.31487730532,0.14326970705,0.26692067508,0.19181883866,0.081180060014,-0.36249982811
41,4,41,0,0,0.022112885811,0.48440612718,0.31487720624,0.14326970705,0.26692054566,0.19181883866,0.081180103348,-0.37249982369
42,4,42,0,0,0.022115553376,0.48440599907,0.31487710713,0.14326970705,0.2669204162,0.19181883865,0.081180146696,-0.38249981927
43,4,43,0,0,0.022118221586,0.48440587092,0.31487700799,0.14326970705,0.2669202867,0.19181883864,0.081180190059,-0.39249981485
44,4,44,0,0,0.022120890436,0.48440574276,0.31487690884,0.14326970705,0.26692015719,0.19181883863,0.081180233424,-0.40249981043
45,4,45,0,0,0.022123559936,0.48440561454,0.31487680964,0.14326970705,0.26692002762,0.19181883863,0.08118027681,-0.41249980601
46,4,46,0,0,0.022126230076,0.48440548631,0.31487671044,0.14326970706,0.26691989804,0.19181883862,0.0811803202,-0.42249980158
47,4,47,0,0,0.022128900868,0.48440535801,0.31487661118,0.14326970706,0.26691976838,0.19181883861,0.081180363613,-0.43249979715
48,4,48,0,0,0.022131572301,0.4844052297,0.31487651191,0.14326970706,0.26691963872,0.19181883861,0.081180407031,-0.44249979272
49,4,49,0,0,0.022134244379,0.48440510135,0.31487641262,0.14326970706,0.26691950902,0.1918188386,0.08118045046,-0.45249978828
50,4,50,0,0,0.022136917103,0.48440497298,0.3148763133,0.14326970706,0.26691937929,0.19181883859,0.081180493898,-0.46249978384
51,4,51,0,0,0.022139590474,0.48440484456,0.31487621395,0.14326970706,0.26691924953,0.19181883859,0.081180537351,-0.4724997794
52,4,52,0,0,0.022142264492,0.48440471611,0.31487611457,0.14326970707,0.26691911972,0.19181883858,0.081180580818,-0.48249977496
53,4,53,0,0,0.022144939155,0.48440458762,0.31487601517,0.14326970707,0.26691898988,0.19181883857,0.081180624294,-0.49249977051
54,4,54,0,0,0.022147614463,0.48440445912,0.31487591575,0.14326970707,0.26691886002,0.19181883857,0.081180667776,-0.50249976606
55,4,55,0,0,0.022150290419,0.48440433058,0.3148758163,0.14326970707,0.26691873012,0.19181883856,0.081180711273,-0.51249976161
56,4,56,0,0,0.022152967024,0.48440420198,0.31487571682,0.14326970707,0.26691860018,0.19181883855,0.081180754785,-0.52249975716
57,4,57,0,0,0.022155644279,0.48440407335,0.3148756173,0.14326970707,0.26691847019,0.19181883855,0.081180798313,-0.5324997527
58,4,58,0,0,0.022158322177,0.4844039447,0.31487551777,0.14326970708,0.26691834018,0.19181883854,0.081180841844,-0.54249974824
59,4,59,0,0,0.022161000721,0.48440381603,0.31487541823,0.14326970708,0.26691821016,0.19181883853,0.081180885383,-0.55249974378
60,4,60,0,0,0.022163679918,0.48440368731,0.31487531864,0.14326970708,0.26691808007,0.19181883853,0.081180928942,-0.56249973932
61,4,61,0,0,0.022166359761,0.48440355855,0.31487521903,0.14326970708,0.26691794997,0.19181883852,0.081180972509,-0.57249973485
62,4,62,0,0,0.02216904025,0.48440342979,0.31487511941,0.14326970708,0.26691781984,0.19181883851,0.081181016081,-0.58249973038
63,4,63,0,0,0.022171721394,0.48440330095,0.31487501973,0.14326970708,0.26691768965,0.1918188385,0.081181059679,-0.59249972591
64,4,64,0,0,0.022174403183,0.48440317209,0.31487492004,0.14326970708,0.26691755943,0.1918188385,0.081181103281,-0.60249972143
65,4,65,0,0,0.022177085624,0.48440304319,0.31487482031,0.14326970709,0.26691742918,0.19181883849,0.081181146899,-0.61249971696
66,4,66,0,0,0.022179768712,0.48440291428,0.31487472058,0.14326970709,0.2669172989,0.19181883848,0.081181190521,-0.62249971248
67,4,67,0,0,0.022182452451,0.48440278531,0.3148746208,0.14326970709,0.26691716858,0.19181883848,0.081181234161,-0.63249970799
68,4,68,0,0,0.022185136837,0.48440265634,0.31487452102,0.14326970709,0.26691703825,0.19181883847,0.081181277804,-0.64249970351
