,branch,PT,TY,LAB,V_plc,L2-NORM,U(1),U(2),U(3),U(4),U(5),lambda3
1,4,1,0,0,0.019243637322,0.48450172474,0.31495114192,0.14326970587,0.26701715862,0.19181884376,0.081147775236,0.10000000149
2,4,2,0,0,0.019293803253,0.48450003105,0.3149498324,0.14326970589,0.2670154468,0.19181884367,0.081148347655,0.098000934158
3,4,3,0,0,0.019331419308,0.48449882613,0.31494890078,0.1432697059,0.26701422899,0.1918188436,0.081148754891,0.096501626353
4,4,4,0,0,0.019406652135,0.48449641923,0.3149470398,0.14326970593,0.26701179634,0.19181884347,0.081149568385,0.093503011014
5,4,5,0,0,0.019519503142,0.48449281638,0.31494425406,0.14326970598,0.26700815497,0.19181884328,0.081150786139,0.089005088687
6,4,6,0,0,0.019688783594,0.48448742904,0.31494008842,0.14326970605,0.26700271007,0.19181884299,0.081152607147,0.082258206706
7,4,7,0,0,0.019939578057,0.48447948517,0.31493394576,0.14326970614,0.26699468143,0.19181884257,0.081155292525,0.072262829275
8,4,8,0,0,0.020190382671,0.48447158599,0.31492783733,0.14326970624,0.26698669805,0.19181884215,0.081157963062,0.062267455707
9,4,9,0,0,0.020441197283,0.4844637316,0.31492176324,0.14326970634,0.26697876004,0.19181884173,0.081160618718,0.052272085912
10,4,10,0,0,0.020692021745,0.48445592207,0.31491572354,0.14326970643,0.26697086749,0.19181884131,0.081163259461,0.042276719813
11,4,11,0,0,0.020942855907,0.4844481575,0.3149097183,0.14326970653,0.26696302047,0.1918188409,0.081165885259,0.032281357323
12,4,12,0,0,0.021193699623,0.48444043794,0.31490374759,0.14326970663,0.26695521905,0.19181884049,0.081168496085,0.022285998356
13,4,13,0,0,0.021444552738,0.48443276352,0.31489781148,0.14326970672,0.26694746333,0.19181884008,0.081171091898,0.012290642836
14,4,14,0,0,0.021695415109,0.48442513425,0.31489191002,0.14326970681,0.26693975336,0.19181883967,0.081173672681,0.0022952906684
