,branch,PT,TY,LAB,V_plc,L2-NORM,U(1),U(2),U(3),U(4),U(5),lambda3
1,3,1,0,0,0.0022760991693,1.8371754562,0.63536613826,0.13468285452,1.7024898999,0.23307828379,0.023749904873,0.10000000149
2,3,2,0,0,0.0022875577263,1.8371751186,0.63536606987,0.13468286112,1.7024895654,0.23307824878,0.023749908021,0.098000069787
3,3,3,0,0,0.0022990162902,1.8371747813,0.63536600153,0.13468286771,1.7024892311,0.23307821379,0.023749911168,0.096000138117
4,3,4,0,0,0.0023219334395,1.8371741065,0.6353658648,0.1346828809,1.7024885624,0.23307814379,0.023749917462,0.092000275093
5,3,5,0,0,0.0023563092165,1.8371730939,0.63536565965,0.13468290068,1.7024875589,0.23307803875,0.023749926906,0.086000481341
6,3,6,0,0,0.0024078730016,1.8371715743,0.63536535177,0.13468293037,1.702486053,0.23307788111,0.023749941079,0.077000792484
7,3,7,0,0,0.0024651662645,1.8371698848,0.63536500947,0.13468296339,1.7024843788,0.23307770586,0.023749956837,0.067001140695
8,3,8,0,0,0.0025224597048,1.8371681942,0.63536466695,0.13468299642,1.7024827035,0.23307753049,0.023749972605,0.057001491544
9,3,9,0,0,0.0025797533223,1.8371665027,0.63536432424,0.13468302947,1.7024810272,0.23307735503,0.023749988382,0.047001845039
10,3,10,0,0,0.0026370471171,1.8371648102,0.63536398134,0.13468306254,1.70247935,0.23307717946,0.023750004167,0.037002201185
11,3,11,0,0,0.0026943410892,1.8371631169,0.63536363826,0.13468309563,1.7024776719,0.23307700381,0.023750019961,0.027002559991
12,3,12,0,0,0.0027516352385,1.8371614227,0.63536329501,0.13468312873,1.702475993,0.23307682807,0.023750035763,0.017002921468
13,3,13,0,0,0.0028089295651,1.8371597277,0.6353629516,0.13468316185,1.7024743133,0.23307665225,0.023750051572,0.0070032856186
