1.485645e+02 5.700655e-01 1.171418e+00 2.603772e-02 2.395000e-01
1.485732e+02 5.697578e-01 1.170523e+00 2.188891e-02 2.417290e-01
1.485820e+02 5.689745e-01 1.169628e+00 1.842368e-02 2.439383e-01
1.485908e+02 5.677790e-01 1.168734e+00 1.553594e-02 2.461279e-01
1.485995e+02 5.662280e-01 1.167841e+00 1.313272e-02 2.482977e-01
1.486083e+02 5.643716e-01 1.166949e+00 1.113395e-02 2.504478e-01
1.486171e+02 5.622537e-01 1.166060e+00 9.471505e-03 2.525782e-01
1.486258e+02 5.599125e-01 1.165173e+00 8.088029e-03 2.546889e-01
1.486346e+02 5.573811e-01 1.164288e+00 6.935571e-03 2.567801e-01
1.486434e+02 5.546880e-01 1.163405e+00 5.974279e-03 2.588517e-01
1.486522e+02 5.518576e-01 1.162525e+00 5.171169e-03 2.609039e-01
1.486609e+02 5.489107e-01 1.161648e+00 4.499016e-03 2.629367e-01
1.486697e+02 5.458654e-01 1.160774e+00 3.935392e-03 2.649502e-01
1.486785e+02 5.427368e-01 1.159903e+00 3.461835e-03 2.669446e-01
1.486872e+02 5.395381e-01 1.159035e+00 3.063157e-03 2.689200e-01
1.486960e+02 5.362806e-01 1.158171e+00 2.726857e-03 2.708763e-01
1.487048e+02 5.329738e-01 1.157310e+00 2.442636e-03 2.728138e-01
1.487136e+02 5.296260e-01 1.156452e+00 2.202004e-03 2.747326e-01
1.487223e+02 5.262443e-01 1.155598e+00 1.997949e-03 2.766327e-01
1.487311e+02 5.228349e-01 1.154748e+00 1.824673e-03 2.785143e-01
1.487399e+02 5.194030e-01 1.153901e+00 1.677369e-03 2.803775e-01
1.487486e+02 5.159534e-01 1.153058e+00 1.552046e-03 2.822224e-01
1.487574e+02 5.124900e-01 1.152219e+00 1.445384e-03 2.840491e-01
1.487662e+02 5.090164e-01 1.151384e+00 1.354611e-03 2.858577e-01
1.487749e+02 5.055357e-01 1.150553e+00 1.277414e-03 2.876483e-01
1.487837e+02 5.020505e-01 1.149726e+00 1.211851e-03 2.894211e-01
1.487925e+02 4.985634e-01 1.148903e+00 1.156293e-03 2.911762e-01
1.488013e+02 4.950765e-01 1.148085e+00 1.109368e-03 2.929135e-01
1.488100e+02 4.915916e-01 1.147270e+00 1.069917e-03 2.946334e-01
1.488188e+02 4.881107e-01 1.146460e+00 1.036961e-03 2.963358e-01
1.488276e+02 4.846351e-01 1.145654e+00 1.009667e-03 2.980209e-01
1.488363e+02 4.811664e-01 1.144853e+00 9.873317e-04 2.996888e-01
1.488451e+02 4.777058e-01 1.144056e+00 9.693503e-04 3.013396e-01
1.488539e+02 4.742546e-01 1.143263e+00 9.552095e-04 3.029734e-01
1.488626e+02 4.708137e-01 1.142475e+00 9.444690e-04 3.045903e-01
1.488714e+02 4.673844e-01 1.141692e+00 9.367510e-04 3.061904e-01
1.488802e+02 4.639675e-01 1.140913e+00 9.317307e-04 3.077737e-01
1.488890e+02 4.605638e-01 1.140139e+00 9.291280e-04 3.093405e-01
1.488977e+02 4.571743e-01 1.139369e+00 9.287010e-04 3.108907e-01
1.489065e+02 4.537997e-01 1.138605e+00 9.302405e-04 3.124246e-01
1.489153e+02 4.504409e-01 1.137845e+00 9.335649e-04 3.139421e-01
1.489240e+02 4.470984e-01 1.137090e+00 9.385162e-04 3.154435e-01
1.489328e+02 4.437730e-01 1.136340e+00 9.449570e-04 3.169287e-01
1.489416e+02 4.404654e-01 1.135595e+00 9.527673e-04 3.183978e-01
1.489504e+02 4.371761e-01 1.134855e+00 9.618420e-04 3.198511e-01
1.489591e+02 4.339059e-01 1.134119e+00 9.720893e-04 3.212885e-01
1.489679e+02 4.306552e-01 1.133389e+00 9.834282e-04 3.227101e-01
1.489767e+02 4.274247e-01 1.132664e+00 9.957876e-04 3.241160e-01
1.489854e+02 4.242150e-01 1.131944e+00 1.009105e-03 3.255064e-01
1.489942e+02 4.210265e-01 1.131229e+00 1.023324e-03 3.268813e-01
