,branch,PT,TY,LAB,V_plc,L2-NORM,PAR(5),PAR(6),PAR(7),PAR(8),PAR(40),PAR(41),PAR(42),PAR(43),PAR(80)
49,1,-49,0,0,0.0050453763741,4.1562379855,0.086326277792,4.1336035532,0.42447495717,0.0021544119953,0.086326277792,4.1336035532,0.42447495717,0.0021544119953,4.0
50,1,-50,0,0,0.005169612742,4.1560581959,0.086328100562,4.1334248318,0.42445432439,0.0022075152322,0.086328100562,4.1334248318,0.42445432439,0.0022075152322,4.0
51,1,-51,0,0,0.0053524250439,4.1557856654,0.08633086413,4.1331539209,0.42442304361,0.0022856631344,0.08633086413,4.1331539209,0.42442304361,0.0022856631344,4.0
52,1,-52,0,0,0.0055311906219,4.155509985,0.086333660322,4.1328798795,0.4243913952,0.0023620896361,0.086333660322,4.1328798795,0.4243913952,0.0023620896361,4.0
53,1,-53,0,0,0.0057061255032,4.1552314197,0.086336486474,4.1326029709,0.42435940936,0.0024368868154,0.086336486474,4.1326029709,0.42435940936,0.0024368868154,4.0
54,1,-54,0,0,0.005877430139,4.1549502046,0.086339340221,4.1323234289,0.4243271129,0.0025101401071,0.086339340221,4.1323234289,0.4243271129,0.0025101401071,4.0
55,1,-55,0,0,0.0060452905467,4.154666549,0.086342219459,4.1320414616,0.4242945297,0.0025819287909,0.086342219459,4.1320414616,0.4242945297,0.0025819287909,4.0
56,1,-56,0,0,0.0062098794217,4.15438064,0.086345122308,4.1317572548,0.42426168107,0.0026523264649,0.086345122308,4.1317572548,0.42426168107,0.0026523264649,4.0
57,1,-57,0,0,0.0063713571966,4.154092645,0.086348047083,4.1314709752,0.42422858612,0.0027214014984,0.086348047083,4.1314709752,0.42422858612,0.0027214014984,4.0
58,1,-58,0,0,0.0065298730347,4.1538027148,0.086350992271,4.1311827725,0.424195262,0.0027892174553,0.086350992271,4.1311827725,0.424195262,0.0027892174553,4.0
59,1,-59,0,0,0.0066855657548,4.1535109849,0.08635395651,4.1308927814,0.42416172417,0.0028558334888,0.08635395651,4.1308927814,0.42416172417,0.0028558334888,4.0
60,1,-60,0,0,0.0069140930727,4.1530702787,0.086358435944,4.1304547034,0.42411104671,0.0029536276669,0.086358435944,4.1304547034,0.42411104671,0.0029536276669,4.0
61,1,-61,0,0,0.0071369576002,4.1526261635,0.086362951809,4.1300132381,0.42405996138,0.0030490156864,0.086362951809,4.1300132381,0.42405996138,0.0030490156864,4.0
62,1,-62,0,0,0.0073545210185,4.1521789574,0.086367500912,4.1295687019,0.42400850438,0.0031421516415,0.086367500912,4.1295687019,0.42400850438,0.0031421516415,4.0
63,1,-63,0,0,0.0075671107932,4.1517289375,0.086372080468,4.1291213704,0.42395670732,0.0032331750402,0.086372080468,4.1291213704,0.42395670732,0.0032331750402,4.0
64,1,-64,0,0,0.0077750242039,4.1512763469,0.086376688038,4.128671485,0.42390459786,0.0033222125226,0.086376688038,4.128671485,0.42390459786,0.0033222125226,4.0
65,1,-65,0,0,0.00797853184,4.1508213996,0.086381321475,4.1282192586,0.42385220037,0.0034093793516,0.086381321475,4.1282192586,0.42385220037,0.0034093793516,4.0
66,1,-66,0,0,0.0081778806356,4.1503642848,0.086385978881,4.1277648792,0.42379953638,0.0034947807073,0.086385978881,4.1277648792,0.42379953638,0.0034947807073,4.0
67,1,-67,0,0,0.0083732965057,4.1499051705,0.086390658569,4.1273085141,0.42374662504,0.0035785128107,0.086390658569,4.1273085141,0.42374662504,0.0035785128107,4.0
68,1,-68,0,0,0.0086594957235,4.1492130711,0.086397716664,4.1266205619,0.42366683074,0.0037011726199,0.086397716664,4.1266205619,0.42366683074,0.0037011726199,4.0
69,1,-69,0,0,0.0089379384613,4.1485172487,0.086404817119,4.1259289127,0.42358656814,0.0038205419187,0.086404817119,4.1259289127,0.42358656814,0.0038205419187,4.0
70,1,-70,0,0,0.0092091832815,4.1478180799,0.086411956159,4.125233941,0.42350588009,0.0039368585534,0.086411956159,4.125233941,0.42350588009,0.0039368585534,4.0
71,1,-71,0,0,0.0094737272936,4.1471158885,0.086419130542,4.1245359687,0.4234248034,0.0040503341833,0.086419130542,4.1245359687,0.4234248034,0.0040503341833,4.0
72,1,-72,0,0,0.0097320149026,4.1464109547,0.086426337465,4.1238352742,0.42334336992,0.0041611580098,0.086426337465,4.1238352742,0.42334336992,0.0041611580098,4.0
73,1,-73,0,0,0.0099844450707,4.1457035221,0.086433574487,4.1231321,0.42326160735,0.0042694998717,0.086433574487,4.1231321,0.42326160735,0.0042694998717,4.0
74,1,-74,0,0,0.01023137738,4.1449938043,0.086440839476,4.122426658,0.42317953994,0.0043755128294,0.086440839476,4.122426658,0.42317953994,0.0043755128294,4.0
75,1,-75,0,0,0.010548713799,4.1440560221,0.086450446084,4.1214945318,0.42307103802,0.0045117976156,0.086450446084,4.1214945318,0.42307103802,0.0045117976156,4.0
76,1,-76,0,0,0.010857741954,4.1431149729,0.086460094236,4.120559165,0.42296208648,0.0046445654512,0.086460094236,4.120559165,0.42296208648,0.0046445654512,4.0
77,1,-77,0,0,0.011159050595,4.1421709758,0.086469780745,4.119620875,0.42285272155,0.0047740668661,0.086469780745,4.119620875,0.42285272155,0.0047740668661,4.0
78,1,-78,0,0,0.011453163622,4.141224306,0.086479502867,4.1186799355,0.42274297447,0.0049005247676,0.086479502867,4.1186799355,0.42274297447,0.0049005247676,4.0
79,1,-79,0,0,0.01174054947,4.1402752029,0.086489258218,4.1177365842,0.42263287235,0.0050241384407,0.086489258218,4.1177365842,0.42263287235,0.0050241384407,4.0
80,1,-80,0,0,0.012021628853,4.1393238752,0.086499044717,4.116791029,0.42252243888,0.005145086846,0.086499044717,4.116791029,0.42252243888,0.005145086846,4.0
81,1,-81,0,0,0.012296781182,4.1383705067,0.086508860538,4.1158434522,0.42241169486,0.0052635313568,0.086508860538,4.1158434522,0.42241169486,0.0052635313568,4.0
82,1,-82,0,0,0.012566349943,4.1374152593,0.086518704072,4.1148940151,0.42230065863,0.0053796180484,0.086518704072,4.1148940151,0.42230065863,0.0053796180484,4.0
83,1,-83,0,0,0.012830647208,4.1364582769,0.086528573889,4.1139428606,0.42218934648,0.0054934796221,0.086528573889,4.1139428606,0.42218934648,0.0054934796221,4.0
84,1,-84,0,0,0.013089957465,4.1354996877,0.086538468721,4.1129901161,0.4220777729,0.0056052370332,0.086538468721,4.1129901161,0.4220777729,0.0056052370332,4.0
85,1,-85,0,0,0.013344540859,4.1345396061,0.086548387431,4.1120358955,0.42196595084,0.0057150008768,0.086548387431,4.1120358955,0.42196595084,0.0057150008768,4.0
86,1,-86,0,0,0.013594635983,4.1335781353,0.086558329001,4.1110803013,0.42185389196,0.0058228725714,0.086558329001,4.1110803013,0.42185389196,0.0058228725714,4.0
87,1,-87,0,0,0.01384046226,4.1326153679,0.086568292514,4.1101234257,0.42174160673,0.0059289453774,0.086568292514,4.1101234257,0.42174160673,0.0059289453774,4.0
88,1,-88,0,0,0.01408222201,4.131651388,0.086578277141,4.1091653521,0.42162910462,0.0060333052752,0.086578277141,4.1091653521,0.42162910462,0.0060333052752,4.0
89,1,-89,0,0,0.014320102238,4.1306862716,0.086588282133,4.1082061562,0.42151639422,0.0061360317277,0.086588282133,4.1082061562,0.42151639422,0.0061360317277,4.0
90,1,-90,0,0,0.01455427619,4.129720088,0.086598306808,4.1072459069,0.42140348335,0.0062371983429,0.086598306808,4.1072459069,0.42140348335,0.0062371983429,4.0
91,1,-91,0,0,0.014784904717,4.1287529004,0.086608350545,4.106284667,0.42129037912,0.0063368734546,0.086608350545,4.106284667,0.42129037912,0.0063368734546,4.0
92,1,-92,0,0,0.01501213747,4.1277847667,0.086618412777,4.1053224941,0.42117708806,0.0064351206303,0.086618412777,4.1053224941,0.42117708806,0.0064351206303,4.0
93,1,-93,0,0,0.015236113947,4.1268157398,0.086628492984,4.1043594407,0.42106361612,0.0065319991195,0.086628492984,4.1043594407,0.42106361612,0.0065319991195,4.0
94,1,-94,0,0,0.015456964431,4.1258458684,0.086638590691,4.1033955554,0.42094996879,0.0066275642493,0.086638590691,4.1033955554,0.42094996879,0.0066275642493,4.0
95,1,-95,0,0,0.015674810802,4.1248751976,0.086648705458,4.1024308828,0.42083615112,0.006721867775,0.086648705458,4.1024308828,0.42083615112,0.006721867775,4.0
96,1,-96,0,0,0.01588976728,4.1239037687,0.086658836883,4.1014654641,0.42072216776,0.0068149581915,0.086658836883,4.1014654641,0.42072216776,0.0068149581915,4.0
97,1,-97,0,0,0.016101941072,4.12293162,0.086668984592,4.1004993374,0.42060802302,0.0069068810113,0.086668984592,4.1004993374,0.42060802302,0.0069068810113,4.0
98,1,-98,0,0,0.016311432954,4.1219587872,0.086679148241,4.0995325382,0.42049372089,0.006997679013,0.086679148241,4.0995325382,0.42049372089,0.006997679013,4.0
99,1,-99,0,0,0.016518337797,4.1209853032,0.08668932751,4.0985650991,0.42037926507,0.0070873924633,0.08668932751,4.0985650991,0.42037926507,0.0070873924633,4.0
100,1,-100,0,0,0.016722745037,4.1200111987,0.086699522103,4.0975970508,0.420264659,0.0071760593174,0.086699522103,4.0975970508,0.420264659,0.0071760593174,4.0
101,1,-101,0,0,0.016924739095,4.1190365023,0.086709731744,4.0966284216,0.42014990587,0.0072637153988,0.086709731744,4.0966284216,0.42014990587,0.0072637153988,4.0
102,1,-102,0,0,0.017124399761,4.1180612407,0.086719956177,4.0956592381,0.42003500868,0.0073503945621,0.086719956177,4.0956592381,0.42003500868,0.0073503945621,4.0
103,1,-103,0,0,0.017321802541,4.1170854389,0.086730195162,4.0946895251,0.41991997022,0.0074361288399,0.086730195162,4.0946895251,0.41991997022,0.0074361288399,4.0
104,1,-104,0,0,0.017517018966,4.1161091202,0.086740448476,4.0937193058,0.41980479309,0.0075209485761,0.086740448476,4.0937193058,0.41980479309,0.0075209485761,4.0
105,1,-105,0,0,0.01771011688,4.1151323065,0.086750715911,4.092748602,0.41968947973,0.007604882547,0.086750715911,4.092748602,0.41968947973,0.007604882547,4.0
106,1,-106,0,0,0.017901160701,4.1141550183,0.086760997271,4.0917774341,0.41957403244,0.0076879580716,0.086760997271,4.0917774341,0.41957403244,0.0076879580716,4.0
107,1,-107,0,0,0.01809021165,4.1131772749,0.086771292374,4.0908058213,0.41945845336,0.0077702011122,0.086771292374,4.0908058213,0.41945845336,0.0077702011122,4.0
108,1,-108,0,0,0.018277327974,4.1121990945,0.086781601047,4.0898337816,0.41934274453,0.0078516363662,0.086781601047,4.0898337816,0.41934274453,0.0078516363662,4.0
109,1,-109,0,0,0.018462565141,4.1112204942,0.08679192313,4.088861332,0.41922690783,0.0079322873497,0.08679192313,4.088861332,0.41922690783,0.0079322873497,4.0
110,1,-110,0,0,0.018645976021,4.1102414901,0.086802258471,4.0878884887,0.41911094507,0.0080121764752,0.086802258471,4.0878884887,0.41911094507,0.0080121764752,4.0
111,1,-111,0,0,0.01882761105,4.1092620975,0.086812606927,4.0869152667,0.41899485793,0.0080913251221,0.086812606927,4.0869152667,0.41899485793,0.0080913251221,4.0
112,1,-112,0,0,0.01900751839,4.1082823308,0.086822968365,4.0859416803,0.41887864802,0.0081697537014,0.086822968365,4.0859416803,0.41887864802,0.0081697537014,4.0
113,1,-113,0,0,0.019185744059,4.1073022035,0.086833342658,4.0849677431,0.41876231684,0.0082474817161,0.086833342658,4.0849677431,0.41876231684,0.0082474817161,4.0
114,1,-114,0,0,0.019362332071,4.1063217286,0.086843729686,4.083993468,0.41864586583,0.0083245278158,0.086843729686,4.083993468,0.41864586583,0.0083245278158,4.0
115,1,-115,0,0,0.019537324551,4.1053409183,0.086854129338,4.083018867,0.41852929632,0.0084009098486,0.086854129338,4.083018867,0.41852929632,0.0084009098486,4.0
116,1,-116,0,0,0.019710761846,4.1043597842,0.086864541505,4.0820439518,0.41841260962,0.0084766449074,0.086864541505,4.0820439518,0.41841260962,0.0084766449074,4.0
117,1,-117,0,0,0.019882682628,4.1033783374,0.086874966089,4.0810687333,0.41829580693,0.008551749374,0.086874966089,4.0810687333,0.41829580693,0.008551749374,4.0
118,1,-118,0,0,0.020053123992,4.1023965883,0.086885402994,4.0800932218,0.4181788894,0.0086262389596,0.086885402994,4.0800932218,0.4181788894,0.0086262389596,4.0
119,1,-119,0,0,0.020222121539,4.1014145468,0.086895852128,4.0791174273,0.41806185814,0.0087001287424,0.086895852128,4.0791174273,0.41806185814,0.0087001287424,4.0
120,1,-120,0,0,0.020389709464,4.1004322225,0.086906313408,4.0781413593,0.4179447142,0.0087734332024,0.086906313408,4.0781413593,0.4179447142,0.0087734332024,4.0
121,1,-121,0,0,0.020555920628,4.0994496243,0.086916786753,4.0771650267,0.41782745855,0.008846166254,0.086916786753,4.0771650267,0.41782745855,0.008846166254,4.0
122,1,-122,0,0,0.020720786632,4.098466761,0.086927272084,4.0761884381,0.41771009216,0.0089183412762,0.086927272084,4.0761884381,0.41771009216,0.0089183412762,4.0
123,1,-123,0,0,0.020884337881,4.0974836407,0.08693776933,4.0752116016,0.41759261591,0.0089899711411,0.08693776933,4.0752116016,0.41759261591,0.0089899711411,4.0
124,1,-124,0,0,0.02104660365,4.0965002713,0.086948278421,4.0742345251,0.41747503068,0.00906106824,0.086948278421,4.0742345251,0.41747503068,0.00906106824,4.0
125,1,-125,0,0,0.021207612138,4.0955166603,0.086958799291,4.073257216,0.41735733729,0.0091316445081,0.086958799291,4.073257216,0.41735733729,0.0091316445081,4.0
126,1,-126,0,0,0.021367390522,4.0945328148,0.086969331878,4.0722796815,0.41723953651,0.0092017114474,0.086969331878,4.0722796815,0.41723953651,0.0092017114474,4.0
127,1,-127,0,0,0.021525965012,4.0935487417,0.086979876123,4.0713019284,0.4171216291,0.0092712801486,0.086979876123,4.0713019284,0.4171216291,0.0092712801486,4.0
128,1,-128,0,0,0.021683360895,4.0925644476,0.086990431969,4.0703239631,0.41700361577,0.0093403613111,0.086990431969,4.0703239631,0.41700361577,0.0093403613111,4.0
129,1,-129,0,0,0.02183960258,4.0915799389,0.087000999361,4.0693457921,0.41688549721,0.009408965262,0.087000999361,4.0693457921,0.41688549721,0.009408965262,4.0
130,1,-130,0,0,0.021994713641,4.0905952214,0.08701157825,4.0683674213,0.41676727408,0.0094771019739,0.08701157825,4.0683674213,0.41676727408,0.0094771019739,4.0
131,1,-131,0,0,0.022148716856,4.089610301,0.087022168585,4.0673888563,0.41664894701,0.0095447810815,0.087022168585,4.0673888563,0.41664894701,0.0095447810815,4.0
132,1,-132,0,0,0.022301634243,4.0886251834,0.087032770322,4.0664101029,0.41653051659,0.0096120118976,0.087032770322,4.0664101029,0.41653051659,0.0096120118976,4.0
133,1,-133,0,0,0.022453487095,4.0876398737,0.087043383414,4.0654311662,0.41641198341,0.0096788034275,0.087043383414,4.0654311662,0.41641198341,0.0096788034275,4.0
134,1,-134,0,0,0.022604296017,4.0866543771,0.08705400782,4.0644520514,0.41629334802,0.0097451643836,0.08705400782,4.0644520514,0.41629334802,0.0097451643836,4.0
135,1,-135,0,0,0.022754080949,4.0856686986,0.087064643501,4.0634727633,0.41617461096,0.0098111031977,0.087064643501,4.0634727633,0.41617461096,0.0098111031977,4.0
136,1,-136,0,0,0.022902861203,4.0846828429,0.087075290416,4.0624933067,0.41605577273,0.0098766280341,0.087075290416,4.0624933067,0.41605577273,0.0098766280341,4.0
137,1,-137,0,0,0.023050655484,4.0836968145,0.087085948531,4.0615136861,0.41593683383,0.0099417468009,0.087085948531,4.0615136861,0.41593683383,0.0099417468009,4.0
138,1,-138,0,0,0.023197481923,4.0827106178,0.087096617809,4.0605339058,0.41581779473,0.010006467161,0.087096617809,4.0605339058,0.41581779473,0.010006467161,4.0
139,1,-139,0,0,0.023343358093,4.0817242571,0.087107298217,4.0595539701,0.41569865588,0.010070796544,0.087107298217,4.0595539701,0.41569865588,0.010070796544,4.0
140,1,-140,0,0,0.023488301042,4.0807377365,0.087117989724,4.0585738831,0.41557941773,0.010134742152,0.087117989724,4.0585738831,0.41557941773,0.010134742152,4.0
141,1,-141,0,0,0.023632327307,4.0797510598,0.0871286923,4.0575936485,0.41546008068,0.010198310975,0.0871286923,4.0575936485,0.41546008068,0.010198310975,4.0
142,1,-142,0,0,0.023775452939,4.0787642308,0.087139405914,4.0566132703,0.41534064516,0.010261509794,0.087139405914,4.0566132703,0.41534064516,0.010261509794,4.0
143,1,-143,0,0,0.023917693521,4.0777772533,0.08715013054,4.0556327519,0.41522111154,0.010324345194,0.08715013054,4.0556327519,0.41522111154,0.010324345194,4.0
144,1,-144,0,0,0.024059064189,4.0767901306,0.087160866152,4.054652097,0.41510148021,0.010386823569,0.087160866152,4.054652097,0.41510148021,0.010386823569,4.0
145,1,-145,0,0,0.024199579646,4.0758028663,0.087171612722,4.0536713089,0.41498175153,0.01044895113,0.087171612722,4.0536713089,0.41498175153,0.01044895113,4.0
146,1,-146,0,0,0.024339254184,4.0748154636,0.087182370229,4.0526903908,0.41486192584,0.010510733913,0.087182370229,4.0526903908,0.41486192584,0.010510733913,4.0
147,1,-147,0,0,0.024478101696,4.0738279258,0.087193138648,4.051709346,0.4147420035,0.010572177786,0.087193138648,4.051709346,0.4147420035,0.010572177786,4.0
148,1,-148,0,0,0.024616135691,4.0728402557,0.087203917959,4.0507281775,0.41462198481,0.010633288455,0.087203917959,4.0507281775,0.41462198481,0.010633288455,4.0
149,1,-149,0,0,0.024753369314,4.0718524566,0.087214708138,4.0497468883,0.41450187011,0.010694071468,0.087214708138,4.0497468883,0.41450187011,0.010694071468,4.0
150,1,-150,0,0,0.024889815353,4.0708645311,0.087225509168,4.0487654812,0.41438165968,0.010754532227,0.087225509168,4.0487654812,0.41438165968,0.010754532227,4.0
151,1,-151,0,0,0.025025486256,4.0698764822,0.087236321028,4.0477839589,0.41426135384,0.010814675986,0.087236321028,4.0477839589,0.41426135384,0.010814675986,4.0
152,1,-152,0,0,0.025160394143,4.0688883124,0.0872471437,4.0468023242,0.41414095285,0.010874507862,0.0872471437,4.0468023242,0.41414095285,0.010874507862,4.0
153,1,-153,0,0,0.025294550817,4.0679000245,0.087257977168,4.0458205797,0.414020457,0.010934032838,0.087257977168,4.0458205797,0.414020457,0.010934032838,4.0
154,1,-154,0,0,0.025427967777,4.0669116209,0.087268821414,4.0448387278,0.41389986656,0.010993255765,0.087268821414,4.0448387278,0.41389986656,0.010993255765,4.0
155,1,-155,0,0,0.025560656227,4.0659231041,0.087279676422,4.043856771,0.41377918177,0.011052181374,0.087279676422,4.043856771,0.41377918177,0.011052181374,4.0
156,1,-156,0,0,0.025692627089,4.0649344764,0.087290542178,4.0428747117,0.41365840289,0.011110814272,0.087290542178,4.0428747117,0.41365840289,0.011110814272,4.0
157,1,-157,0,0,0.025823891009,4.0639457403,0.087301418666,4.0418925522,0.41353753017,0.011169158953,0.087301418666,4.0418925522,0.41353753017,0.011169158953,4.0
158,1,-158,0,0,0.025954458371,4.0629568978,0.087312305874,4.0409102946,0.41341656383,0.011227219798,0.087312305874,4.0409102946,0.41341656383,0.011227219798,4.0
