,branch,PT,TY,LAB,V_plc,L2-NORM,PERIOD,PAR(5),PAR(6),PAR(7),PAR(8),PAR(40),PAR(41),PAR(42),PAR(43),PAR(80)
1,-1,-1,9,1,0.45,0.8417731381,74.2324,0.5749515,1.2998485398,0.33962171707,0.40116444281,0.040400854435,0.35721419067,0.00089051509407,0.063689330479,4.0
2,-1,-2,0,0,0.45001063472,0.84177918273,74.233503052,0.5749481423,1.2998303737,0.3396196237,0.40117432781,0.040400873444,0.35720863343,0.00089065860237,0.063690869952,4.0
3,-1,-3,0,0,0.45004932186,0.84173710633,74.231448811,0.57494617784,1.2997604166,0.33961155424,0.4012100586,0.040400941519,0.3571882156,0.00089066661427,0.063696498702,4.0
4,-1,-4,0,0,0.45005451909,0.84173145377,74.23117306,0.57494591386,1.2997514602,0.33961048629,0.40121514103,0.040401002938,0.35718423583,0.00088990026636,0.06369723058,4.0
5,-1,-5,0,0,0.45006231481,0.84172297507,74.230759535,0.57494551785,1.2997373632,0.33960886048,0.40122234274,0.040401017471,0.35718013445,0.00088990210951,0.063698368157,4.0
6,-1,-6,0,0,0.45007400814,0.84171025729,74.230139476,0.57494492378,1.2997162186,0.33960642193,0.40123314505,0.040401039316,0.3571739826,0.00088990487547,0.063700074605,4.0
7,-1,-7,0,0,0.45009154753,0.84169118124,74.229209904,0.57494403254,1.2996843363,0.33960267937,0.40124934563,0.040401266282,0.35716747562,0.00088982198286,0.063703012086,4.0
8,-1,-8,0,0,0.45011785526,0.84166256858,74.227816708,0.57494269534,1.2996367713,0.3395971938,0.40127364374,0.040401320742,0.35715367748,0.00088982875044,0.063706869094,4.0
9,-1,-9,0,0,0.45015731383,0.84161965275,74.225729532,0.57494068882,1.2995654348,0.33958896729,0.40131008789,0.040401402954,0.35713298286,0.00088983891332,0.06371265561,4.0
10,-1,-10,0,0,0.45021649482,0.84155528611,74.222604664,0.5749376774,1.2994585527,0.33957670731,0.40136465402,0.040401395639,0.35710228946,0.00089003448233,0.063722902165,4.0
11,-1,-11,0,0,0.45030525074,0.84145875213,74.217930659,0.57493315658,1.2992981351,0.33955821428,0.4014466457,0.040401513302,0.35705575775,0.00089005877114,0.063736016506,4.0
12,-1,-12,0,0,0.45043834925,0.84131398708,74.210949663,0.57492636705,1.2990576342,0.33953049629,0.40156959819,0.040401695285,0.35698598999,0.00089009531253,0.063755667375,4.0
13,-1,-13,0,0,0.45057140477,0.84116926507,74.204004831,0.57491956758,1.2988173218,0.33950277908,0.40169266056,0.040401948085,0.3569138917,0.00089020930228,0.063774999468,4.0
14,-1,-14,0,0,0.45070441662,0.84102458607,74.197096331,0.57491275816,1.298577116,0.33947511388,0.40181552381,0.040402134193,0.3568436727,0.00089024657007,0.063794317047,4.0
15,-1,-15,0,0,0.45083738417,0.84087995,74.190224335,0.5749059388,1.2983370629,0.33944747542,0.40193834325,0.040402327028,0.35677349106,0.00089028395811,0.063813473757,4.0
16,-1,-16,0,0,0.45097030676,0.84073535681,74.183389015,0.57489910951,1.2980971747,0.33941990032,0.40206097453,0.040402772443,0.35670217261,0.0008903352537,0.06383124038,4.0
17,-1,-17,0,0,0.45110318375,0.84059080642,74.176590546,0.57489227028,1.2978574325,0.33939231582,0.40218370803,0.040403064157,0.35663226811,0.00089037295119,0.06385076538,4.0
18,-1,-18,0,0,0.45123601445,0.84044629877,74.169829106,0.57488542112,1.2976178452,0.33936475897,0.40230639587,0.04040336335,0.35656240182,0.0008904107647,0.063870304329,4.0
19,-1,-19,0,0,0.45136879821,0.8403018338,74.163104875,0.57487856203,1.2973783521,0.33933722534,0.4024289887,0.040403242246,0.35649470188,0.00089045783563,0.063889029832,4.0
20,-1,-20,0,0,0.45150153433,0.84015741143,74.156418033,0.57487169301,1.2971390704,0.33930972439,0.40255155711,0.040403510111,0.35642460192,0.00089049592214,0.063908452211,4.0
21,-1,-21,0,0,0.45163422212,0.84001303159,74.149768767,0.57486481405,1.296899946,0.33928225203,0.40267407783,0.040403785399,0.35635454162,0.00089053412079,0.063927887971,4.0
22,-1,-22,0,0,0.45176686089,0.83986869423,74.143157262,0.57485792516,1.2966610178,0.33925480392,0.40279667021,0.040403869903,0.35628294462,0.0008906284695,0.063947323213,4.0
23,-1,-23,0,0,0.45189944993,0.83972439928,74.136583708,0.57485102632,1.2964222125,0.33922738964,0.4029190963,0.040404118037,0.35621315413,0.00089066713136,0.063966659568,4.0
24,-1,-24,0,0,0.45203198853,0.83958014667,74.130048297,0.57484411755,1.2961835669,0.33920000492,0.40304147271,0.040404373564,0.35614340426,0.00089070589807,0.063986008835,4.0
25,-1,-25,0,0,0.45216447595,0.83943593633,74.123551223,0.57483719883,1.2959450951,0.33917264416,0.40316375942,0.040404612649,0.35607589463,0.0008907414538,0.064005381964,4.0
26,-1,-26,0,0,0.45229691148,0.83929176819,74.117092682,0.57483027015,1.2957067721,0.33914531947,0.40328606141,0.040404876346,0.35600595688,0.000890780414,0.064024748553,4.0
27,-1,-27,0,0,0.45242929435,0.8391476422,74.110672875,0.57482333151,1.2954686112,0.33911802534,0.40340831177,0.040405147635,0.35593606123,0.00089081947602,0.064044128346,4.0
28,-1,-28,0,0,0.45256162383,0.83900355828,74.104292003,0.57481638291,1.2952306488,0.3390907806,0.40353048067,0.040405536192,0.35586477525,0.00089082099622,0.064063731403,4.0
29,-1,-29,0,0,0.45269389915,0.83885951638,74.09795027,0.57480942432,1.294992817,0.33906354893,0.40365259858,0.040405838433,0.35579512381,0.00089086011779,0.064083200186,4.0
30,-1,-30,0,0,0.45282611954,0.83871551641,74.091647884,0.57480245575,1.29475515,0.33903634884,0.4037746626,0.040406148622,0.35572551565,0.00089089934072,0.064102682952,4.0
31,-1,-31,0,0,0.45295828422,0.83857155833,74.085385054,0.57479547718,1.294517687,0.33900918166,0.4038968382,0.040406291906,0.35565664312,0.00089088505028,0.064121843418,4.0
32,-1,-32,0,0,0.45309039241,0.83842764207,74.079161994,0.5747884886,1.2942803549,0.33898204581,0.40401881814,0.040406600252,0.35558726914,0.00089092427394,0.064141303887,4.0
33,-1,-33,0,0,0.4532224433,0.83828376755,74.072978918,0.57478149,1.2940431903,0.33895494259,0.40414074208,0.040406916693,0.35551793973,0.00089096360003,0.064160778394,4.0
34,-1,-34,0,0,0.45335443608,0.83813993472,74.066836045,0.57477448136,1.2938062089,0.3389278687,0.40426258219,0.04040694164,0.35545115545,0.00089098551477,0.064179731204,4.0
35,-1,-35,0,0,0.45348636994,0.83799614352,74.060733595,0.57476746267,1.2935693832,0.33890083167,0.40438439268,0.040407238993,0.3553814012,0.00089102497921,0.064199124113,4.0
36,-1,-36,0,0,0.45361824404,0.83785239388,74.054671794,0.57476043391,1.2933327281,0.33887382833,0.40450614486,0.040407544478,0.35531169331,0.00089106454447,0.064218530718,4.0
37,-1,-37,0,0,0.45375005754,0.83770868573,74.048650866,0.57475339506,1.2930962758,0.33884686444,0.40462761936,0.04040778743,0.35524097794,0.00089111764202,0.06423789494,4.0
38,-1,-38,0,0,0.4538818096,0.83756501902,74.042671043,0.5747463461,1.2928599665,0.33881992991,0.40474925818,0.040408100454,0.35517142869,0.00089115745074,0.064257315931,4.0
39,-1,-39,0,0,0.45401349935,0.83742139369,74.036732556,0.57473928702,1.2926238308,0.33879303019,0.40487083633,0.04040842183,0.35510192725,0.00089119735606,0.064276750927,4.0
40,-1,-40,0,0,0.45414512592,0.83727780967,74.030835641,0.57473221779,1.2923878949,0.33876616503,0.40499244848,0.040408445987,0.35503148759,0.00089125814234,0.064295829179,4.0
41,-1,-41,0,0,0.45427668842,0.83713426691,74.024980538,0.57472513839,1.2921521108,0.33873933593,0.40511390044,0.040408737127,0.35496231275,0.00089129829972,0.064315144856,4.0
42,-1,-42,0,0,0.45440818596,0.83699076534,74.019167488,0.5747180488,1.2919165034,0.33871254278,0.40523528923,0.040409036588,0.35489318721,0.00089133854889,0.064334473933,4.0
43,-1,-43,0,0,0.45453961763,0.83684730491,74.013396736,0.57471094899,1.2916811195,0.33868578438,0.40535666859,0.040409303959,0.35482382655,0.00089135610679,0.064353806478,4.0
44,-1,-44,0,0,0.45467098251,0.83670388556,74.00766853,0.57470383894,1.291445872,0.33865906421,0.40547792668,0.040409612559,0.35475471418,0.00089139647484,0.064373151584,4.0
45,-1,-45,0,0,0.45480227967,0.83656050723,74.001983121,0.57469671861,1.2912108044,0.33863238116,0.405599119,0.04040992972,0.35468565285,0.00089143693353,0.06439251042,4.0
46,-1,-46,0,0,0.45493350817,0.83641716987,73.996340766,0.57468958798,1.2909759147,0.33860573249,0.40571994041,0.040410110591,0.35461822133,0.00089145961001,0.064411776117,4.0
47,-1,-47,0,0,0.45506466704,0.83627387342,73.99074172,0.57468244702,1.2907412101,0.33857912479,0.40584100683,0.040410419205,0.35454943565,0.00089150020219,0.064431086588,4.0
48,-1,-48,0,0,0.45519575533,0.83613061782,73.985186247,0.5746752957,1.2905066888,0.33855255541,0.40596200483,0.040410736505,0.35448070275,0.00089154088356,0.064450410678,4.0
49,-1,-49,0,0,0.45532677205,0.83598740303,73.979674611,0.57466813398,1.2902724023,0.33852601556,0.40608297978,0.040410917533,0.3544112381,0.00089160487905,0.064469877953,4.0
50,-1,-50,0,0,0.4554577162,0.83584422899,73.974207079,0.57466096182,1.2900382549,0.3384995239,0.4062038371,0.040411212862,0.35434210563,0.00089164578729,0.064489110925,4.0
51,-1,-51,0,0,0.45558858679,0.83570109565,73.968783925,0.5746537792,1.2898042945,0.33847307181,0.40632462321,0.040411516912,0.35427302789,0.00089168677969,0.064508357098,4.0
