1.241758e+02        1 7.349995e-01 1.698430e+00 2.237962e-02 9.277393e-02
1.241831e+02        1 7.347877e-01 1.697564e+00 1.906308e-02 9.344677e-02
1.241904e+02        1 7.341314e-01 1.696699e+00 1.625199e-02 9.410978e-02
1.241978e+02        1 7.330940e-01 1.695834e+00 1.387347e-02 9.476306e-02
1.242051e+02        1 7.317303e-01 1.694970e+00 1.186316e-02 9.540673e-02
1.242124e+02        1 7.300876e-01 1.694106e+00 1.016500e-02 9.604091e-02
1.242198e+02        1 7.282064e-01 1.693243e+00 8.730676e-03 9.666571e-02
1.242271e+02        1 7.261214e-01 1.692380e+00 7.518869e-03 9.728126e-02
1.242345e+02        1 7.238622e-01 1.691519e+00 6.494467e-03 9.788766e-02
1.242418e+02        1 7.214541e-01 1.690659e+00 5.627772e-03 9.848504e-02
1.242491e+02        1 7.189188e-01 1.689800e+00 4.893753e-03 9.907351e-02
1.242565e+02        1 7.162747e-01 1.688942e+00 4.271367e-03 9.965320e-02
1.242638e+02        1 7.135376e-01 1.688085e+00 3.742952e-03 1.002242e-01
1.242711e+02        1 7.107209e-01 1.687229e+00 3.293705e-03 1.007867e-01
1.242785e+02        1 7.078361e-01 1.686375e+00 2.911223e-03 1.013407e-01
1.242858e+02        1 7.048932e-01 1.685522e+00 2.585115e-03 1.018864e-01
1.242931e+02        1 7.019006e-01 1.684670e+00 2.306675e-03 1.024239e-01
1.243005e+02        1 6.988655e-01 1.683820e+00 2.068606e-03 1.029533e-01
1.243078e+02        1 6.957941e-01 1.682971e+00 1.864784e-03 1.034747e-01
1.243151e+02        1 6.926920e-01 1.682124e+00 1.690067e-03 1.039882e-01
1.243225e+02        1 6.895637e-01 1.681278e+00 1.540130e-03 1.044940e-01
1.243298e+02        1 6.864132e-01 1.680434e+00 1.411334e-03 1.049921e-01
1.243371e+02        1 6.832441e-01 1.679591e+00 1.300609e-03 1.054826e-01
1.243445e+02        1 6.800594e-01 1.678750e+00 1.205365e-03 1.059657e-01
1.243518e+02        1 6.768617e-01 1.677911e+00 1.123409e-03 1.064414e-01
1.243591e+02        1 6.736534e-01 1.677073e+00 1.052886e-03 1.069099e-01
1.243665e+02        1 6.704364e-01 1.676236e+00 9.922193e-04 1.073712e-01
