,branch,PT,TY,LAB,V_plc,L2-NORM,PERIOD,V_pkc,switch,PAR(4),PAR(5),PAR(6),PAR(7),PAR(8),PAR(31),PAR(32),PAR(33),PAR(34),PAR(35),PAR(80)
1,-2,1,0,0,0.030374938733,3.5866140433,43.607269838,0.01,1.0,0.82547257716,0.087710830356,3.4321955541,0.62819924133,0.010075807685,0.82547257716,0.087710830356,3.4321955541,0.62819924133,0.010075807685,0.0
2,-2,-2,0,0,0.030374602243,3.5866245182,43.606679244,0.01,1.0,0.82547555958,0.087711109971,3.432206553,0.62820169969,0.010075759497,0.82547380975,0.087710152223,3.4322046676,0.62820102781,0.010075639584,5.0
3,-2,-3,5,1,0.030374602245,3.5866245181,43.606679404,0.01,1.0,0.82547599373,0.087711347627,3.4322070207,0.62820186633,0.010075789252,0.82547337551,0.087709914577,3.4322041996,0.62820086103,0.01007560983,5.0
4,-2,-4,0,0,0.030374602246,3.586624518,43.606679403,0.01,1.0,0.82547603474,0.087711370081,3.4322070648,0.62820188207,0.010075792063,0.82547333446,0.087709892133,3.4322041554,0.62820084527,0.01007560702,5.0
5,-2,-5,0,0,0.030374602246,3.586624518,43.606679395,0.01,1.0,0.82547611676,0.087711414976,3.4322071532,0.62820191355,0.010075797684,0.82547325243,0.087709847239,3.432204067,0.62820081376,0.010075601399,5.0
6,-2,-6,0,0,0.030374602247,3.5866245179,43.606679481,0.01,1.0,0.82547628078,0.087711504768,3.4322073298,0.6282019765,0.010075808926,0.82547308836,0.087709757453,3.4322038901,0.62820075073,0.010075590158,5.0
7,-2,-7,0,0,0.030374602249,3.5866245177,43.606679651,0.01,1.0,0.82547660884,0.087711684348,3.4322076831,0.6282021024,0.01007583141,0.82547276021,0.08770957788,3.4322035364,0.62820062467,0.010075567673,5.0
8,-2,-8,0,0,0.030374602252,3.5866245172,43.606680054,0.01,1.0,0.82547726493,0.087712043518,3.4322083897,0.62820235416,0.010075876376,0.8254721039,0.087709218738,3.4322028288,0.62820037252,0.010075522705,5.0
9,-2,-9,0,0,0.030374602262,3.5866245159,43.606681126,0.01,1.0,0.82547857699,0.087712761871,3.4322098022,0.62820285748,0.010075966311,0.82547079117,0.087708500466,3.4322014132,0.62819986802,0.01007543277,5.0
10,-2,-10,0,0,0.030374602294,3.5866245115,43.606684655,0.01,1.0,0.82548120066,0.087714198621,3.4322126256,0.62820386342,0.010076146177,0.8254681654,0.087707063999,3.4321985804,0.62819885833,0.010075252896,5.0
11,-2,-11,0,0,0.030374602376,3.5866245006,43.606693315,0.01,1.0,0.8254851352,0.087716353853,3.4322168559,0.62820537054,0.010076415975,0.82546422565,0.087704909382,3.4321943263,0.62819734198,0.010074983086,5.0
12,-2,-12,0,0,0.030374602569,3.5866244749,43.606713832,0.01,1.0,0.82549103474,0.087719586939,3.4322231911,0.62820762717,0.010076820662,0.8254583138,0.087701677721,3.432187935,0.62819506346,0.010074578368,5.0
13,-2,-13,0,0,0.030374603018,3.5866244152,43.606761556,0.01,1.0,0.82549987915,0.087724437159,3.4322326706,0.62821100301,0.010077427683,0.82544944075,0.087696830988,3.4321783247,0.62819163652,0.010073971286,5.0
14,-2,-14,0,0,0.03037460405,3.586624278,43.606871262,0.01,1.0,0.82551313377,0.087731713682,3.4322468374,0.62821604635,0.010078338153,0.82543612032,0.087689562229,3.4321638575,0.62818647598,0.010073060649,5.0
15,-2,-15,0,0,0.030374606406,3.5866239648,43.607121584,0.01,1.0,0.82553298896,0.087742630872,3.4322679691,0.62822356519,0.010079703705,0.82541611495,0.087678662488,3.4321420403,0.62817868972,0.010071694713,5.0
16,-2,-16,0,0,0.030374611754,3.5866232536,43.607689969,0.01,1.0,0.82556271108,0.087759011074,3.4322993987,0.62823473912,0.010081751658,0.82538605268,0.087662322059,3.4321090535,0.62816690854,0.010069645931,5.0
17,-2,-17,0,0,0.03037462386,3.5866216442,43.608976235,0.01,1.0,0.82560715303,0.087783588608,3.432345938,0.6282512643,0.010084822452,0.82534084018,0.087637832623,3.4320589913,0.62814900926,0.010066573394,5.0
18,-2,-18,0,0,0.030374651191,3.5866180114,43.611879689,0.01,1.0,0.82567348587,0.08782046879,3.4324143736,0.62827551785,0.010089424644,0.82527276804,0.087601158158,3.4319826035,0.62812165413,0.01006196679,5.0
19,-2,-19,0,0,0.03037471277,3.5866098311,43.618417702,0.01,1.0,0.82577219814,0.087875783039,3.4325139061,0.62831068477,0.010096316847,0.82517013531,0.087546301082,3.4318651712,0.62807950483,0.0100550655,5.0
20,-2,-20,0,0,0.03037485115,3.5865914719,43.633091961,0.01,1.0,0.82591838126,0.087958658758,3.432656094,0.62836067917,0.010106617382,0.8250151627,0.087464451126,3.4316827994,0.62801383942,0.010044744038,5.0
21,-2,-21,0,0,0.030375044023,3.5865659368,43.653503459,0.01,1.0,0.82606205994,0.088041253183,3.4327896122,0.6284073236,0.010116852599,0.82485926555,0.087383280308,3.4314933885,0.62794540132,0.010034479759,5.0
22,-2,-22,0,0,0.030375290256,3.5865334271,43.679492847,0.01,1.0,0.82620297921,0.088123385199,3.4329143627,0.62845060679,0.010127000763,0.82470276433,0.087302957187,3.4312974557,0.6278743832,0.010024294222,5.0
23,-2,-23,0,0,0.030375588519,3.586494182,43.710870866,0.01,1.0,0.82634099145,0.088204915389,3.4330304097,0.62849053924,0.010137044951,0.82454595809,0.087223612926,3.4310954936,0.62780097812,0.010014205784,5.0
24,-2,-24,0,0,0.030375937294,3.5864484741,43.747421752,0.01,1.0,0.8264759508,0.088285717896,3.4331378398,0.62852717597,0.010146970616,0.82438907869,0.08714535386,3.4308879941,0.62772537107,0.010004229023,5.0
25,-2,-25,0,0,0.030376334931,3.5863966004,43.788910341,0.01,1.0,0.82660779297,0.088365683968,3.4332368194,0.62856057932,0.010156766864,0.82423237609,0.087068277545,3.4306754272,0.62764775203,0.0099943763852,5.0
26,-2,-26,0,0,0.030376779694,3.5863388739,43.835088901,0.01,1.0,0.82673642917,0.088444727463,3.4333275431,0.628590861,0.010166421258,0.82407605171,0.086992441628,3.4304583017,0.62756829991,0.0099846591167,5.0
27,-2,-27,0,0,0.030377269804,3.5862756155,43.885703318,0.01,1.0,0.82686183378,0.088522773102,3.4334102657,0.62861811328,0.010175927156,0.82392027993,0.086917904524,3.4302370521,0.62748719396,0.009975085303,5.0
28,-2,-28,0,0,0.030377803479,3.5862071471,43.940498433,0.01,1.0,0.82698409725,0.088599761493,3.4334852713,0.6286424555,0.010185277322,0.82376520208,0.08684468609,3.4300121326,0.62740460382,0.0099656604185,5.0
