9.132145e+01        1 7.248277e-01 1.307533e+00 2.379031e-02 1.223322e-01
9.132810e+01        1 7.246682e-01 1.306755e+00 2.073030e-02 1.231467e-01
9.133476e+01        1 7.241587e-01 1.305977e+00 1.807469e-02 1.239504e-01
9.134141e+01        1 7.233430e-01 1.305199e+00 1.577340e-02 1.247435e-01
9.134807e+01        1 7.222594e-01 1.304421e+00 1.378120e-02 1.255260e-01
9.135472e+01        1 7.209417e-01 1.303644e+00 1.205766e-02 1.262980e-01
9.136137e+01        1 7.194194e-01 1.302868e+00 1.056698e-02 1.270598e-01
9.136803e+01        1 7.177182e-01 1.302092e+00 9.277728e-03 1.278113e-01
9.137468e+01        1 7.158607e-01 1.301317e+00 8.162421e-03 1.285527e-01
9.138134e+01        1 7.138664e-01 1.300542e+00 7.197174e-03 1.292842e-01
9.138799e+01        1 7.117527e-01 1.299769e+00 6.361292e-03 1.300058e-01
9.139465e+01        1 7.095344e-01 1.298996e+00 5.636897e-03 1.307177e-01
9.140130e+01        1 7.072246e-01 1.298225e+00 5.008583e-03 1.314200e-01
9.140795e+01        1 7.048348e-01 1.297454e+00 4.463091e-03 1.321128e-01
9.141461e+01        1 7.023748e-01 1.296685e+00 3.989021e-03 1.327962e-01
9.142126e+01        1 6.998536e-01 1.295916e+00 3.576587e-03 1.334704e-01
9.142792e+01        1 6.972786e-01 1.295149e+00 3.217383e-03 1.341354e-01
9.143457e+01        1 6.946566e-01 1.294382e+00 2.904195e-03 1.347914e-01
9.144123e+01        1 6.919935e-01 1.293617e+00 2.630826e-03 1.354385e-01
9.144788e+01        1 6.892944e-01 1.292853e+00 2.391956e-03 1.360768e-01
9.145453e+01        1 6.865639e-01 1.292091e+00 2.183014e-03 1.367063e-01
9.146119e+01        1 6.838060e-01 1.291329e+00 2.000066e-03 1.373273e-01
9.146784e+01        1 6.810243e-01 1.290569e+00 1.839729e-03 1.379398e-01
9.147450e+01        1 6.782219e-01 1.289810e+00 1.699089e-03 1.385440e-01
9.148115e+01        1 6.754015e-01 1.289053e+00 1.575631e-03 1.391399e-01
9.148781e+01        1 6.725656e-01 1.288296e+00 1.467186e-03 1.397276e-01
9.149446e+01        1 6.697164e-01 1.287541e+00 1.371881e-03 1.403072e-01
9.150111e+01        1 6.668559e-01 1.286788e+00 1.288093e-03 1.408789e-01
9.150777e+01        1 6.639857e-01 1.286036e+00 1.214416e-03 1.414428e-01
9.151442e+01        1 6.611075e-01 1.285285e+00 1.149633e-03 1.419988e-01
9.152108e+01        1 6.582227e-01 1.284536e+00 1.092685e-03 1.425473e-01
9.152773e+01        1 6.553324e-01 1.283788e+00 1.042652e-03 1.430881e-01
9.153439e+01        1 6.524378e-01 1.283042e+00 9.987331e-04 1.436215e-01
9.154104e+01        1 6.495401e-01 1.282297e+00 9.602288e-04 1.441475e-01
9.154769e+01        1 6.466399e-01 1.281553e+00 9.265295e-04 1.446663e-01
9.155435e+01        1 6.437383e-01 1.280812e+00 8.971021e-04 1.451778e-01
9.156100e+01        1 6.408359e-01 1.280071e+00 8.714795e-04 1.456823e-01
9.156766e+01        1 6.379335e-01 1.279333e+00 8.492527e-04 1.461797e-01
9.157431e+01        1 6.350318e-01 1.278595e+00 8.300625e-04 1.466702e-01
9.158097e+01        1 6.321311e-01 1.277860e+00 8.135930e-04 1.471539e-01
9.158762e+01        1 6.292323e-01 1.277126e+00 7.995666e-04 1.476308e-01
9.159427e+01        1 6.263356e-01 1.276393e+00 7.877383e-04 1.481011e-01
9.160093e+01        1 6.234416e-01 1.275662e+00 7.778921e-04 1.485648e-01
9.160758e+01        1 6.205507e-01 1.274933e+00 7.698373e-04 1.490220e-01
9.161424e+01        1 6.176633e-01 1.274206e+00 7.634048e-04 1.494728e-01
9.162089e+01        1 6.147798e-01 1.273480e+00 7.584454e-04 1.499172e-01
9.162755e+01        1 6.119005e-01 1.272756e+00 7.548264e-04 1.503554e-01
9.163420e+01        1 6.090257e-01 1.272033e+00 7.524301e-04 1.507874e-01
9.164085e+01        1 6.061558e-01 1.271312e+00 7.511519e-04 1.512133e-01
9.164751e+01        1 6.032911e-01 1.270593e+00 7.508987e-04 1.516332e-01
9.165416e+01        1 6.004318e-01 1.269876e+00 7.515878e-04 1.520471e-01
9.166082e+01        1 5.975782e-01 1.269161e+00 7.531451e-04 1.524551e-01
9.166747e+01        1 5.947306e-01 1.268447e+00 7.555046e-04 1.528574e-01
9.167412e+01        1 5.918891e-01 1.267735e+00 7.586075e-04 1.532539e-01
9.168078e+01        1 5.890541e-01 1.267025e+00 7.624009e-04 1.536447e-01
9.168743e+01        1 5.862258e-01 1.266316e+00 7.668377e-04 1.540300e-01
9.169409e+01        1 5.834043e-01 1.265610e+00 7.718755e-04 1.544097e-01
9.170074e+01        1 5.805899e-01 1.264905e+00 7.774765e-04 1.547840e-01
9.170740e+01        1 5.777829e-01 1.264203e+00 7.836065e-04 1.551529e-01
9.171405e+01        1 5.749833e-01 1.263502e+00 7.902349e-04 1.555164e-01
9.172070e+01        1 5.721914e-01 1.262803e+00 7.973342e-04 1.558747e-01
9.172736e+01        1 5.694074e-01 1.262106e+00 8.048796e-04 1.562278e-01
9.173401e+01        1 5.666315e-01 1.261410e+00 8.128488e-04 1.565758e-01
9.174067e+01        1 5.638638e-01 1.260717e+00 8.212217e-04 1.569188e-01
9.174732e+01        1 5.611046e-01 1.260026e+00 8.299802e-04 1.572567e-01
9.175398e+01        1 5.583540e-01 1.259337e+00 8.391079e-04 1.575896e-01
9.176063e+01        1 5.556122e-01 1.258649e+00 8.485899e-04 1.579177e-01
9.176728e+01        1 5.528794e-01 1.257964e+00 8.584130e-04 1.582410e-01
9.177394e+01        1 5.501557e-01 1.257281e+00 8.685650e-04 1.585595e-01
9.178059e+01        1 5.474413e-01 1.256599e+00 8.790349e-04 1.588733e-01
9.178725e+01        1 5.447364e-01 1.255920e+00 8.898129e-04 1.591824e-01
9.179390e+01        1 5.420411e-01 1.255243e+00 9.008901e-04 1.594869e-01
9.180056e+01        1 5.393557e-01 1.254568e+00 9.122581e-04 1.597869e-01
9.180721e+01        1 5.366802e-01 1.253895e+00 9.239096e-04 1.600824e-01
9.181386e+01        1 5.340149e-01 1.253224e+00 9.358380e-04 1.603735e-01
9.182052e+01        1 5.313599e-01 1.252555e+00 9.480370e-04 1.606602e-01
9.182717e+01        1 5.287153e-01 1.251888e+00 9.605012e-04 1.609426e-01
9.183383e+01        1 5.260814e-01 1.251223e+00 9.732255e-04 1.612207e-01
9.184048e+01        1 5.234582e-01 1.250561e+00 9.862052e-04 1.614945e-01
9.184714e+01        1 5.208460e-01 1.249901e+00 9.994361e-04 1.617642e-01
9.185379e+01        1 5.182449e-01 1.249242e+00 1.012914e-03 1.620298e-01
9.186044e+01        1 5.156551e-01 1.248586e+00 1.026637e-03 1.622913e-01
9.186710e+01        1 5.130766e-01 1.247933e+00 1.040599e-03 1.625487e-01
9.187375e+01        1 5.105098e-01 1.247281e+00 1.054800e-03 1.628022e-01
9.188041e+01        1 5.079547e-01 1.246632e+00 1.069235e-03 1.630517e-01
9.188706e+01        1 5.054114e-01 1.245985e+00 1.083902e-03 1.632974e-01
9.189372e+01        1 5.028802e-01 1.245340e+00 1.098800e-03 1.635392e-01
9.190037e+01        1 5.003612e-01 1.244697e+00 1.113926e-03 1.637772e-01
9.190702e+01        1 4.978545e-01 1.244057e+00 1.129277e-03 1.640115e-01
9.191368e+01        1 4.953604e-01 1.243419e+00 1.144852e-03 1.642420e-01
