,branch,PT,TY,LAB,V_plc,L2-NORM,PERIOD,PAR(4),PAR(5),PAR(6),PAR(7),PAR(8),PAR(31),PAR(32),PAR(33),PAR(34),PAR(35),PAR(80)
15,-1,-15,0,0,0.50089149653,1.2579679684,59.727591118,1.0,0.66289742985,1.1806075726,0.21254608746,0.14165861945,1.0,0.039097579546,0.3396374333,0.0014542740101,0.046893060419,5.0
16,-1,-16,0,0,0.50137816192,1.2577592586,59.706995975,1.0,0.66280694504,1.180054663,0.21250143457,0.1416973356,1.0,0.0390980745,0.33954077328,0.0014557878896,0.046928793847,5.0
17,-1,-17,0,0,0.50210825936,1.2574464537,59.676221063,1.0,0.66267109695,1.1792260925,0.21243475247,0.14175588936,1.0,0.039099099944,0.33940285949,0.0014580057139,0.046982823892,5.0
18,-1,-18,0,0,0.50289970131,1.2571077703,59.643025789,1.0,0.66252369501,1.1783289995,0.21236291665,0.14181920609,1.0,0.039100267916,0.33925350243,0.001460424708,0.04704145299,5.0
19,-1,-19,0,0,0.50369127058,1.2567694458,59.609997358,1.0,0.66237612317,1.1774331764,0.21229151799,0.14188125713,1.0,0.039102810395,0.33910513472,0.001462815954,0.047102933745,5.0
20,-1,-20,0,0,0.50448296009,1.256431476,59.577136227,1.0,0.66222838165,1.1765380909,0.21222062221,0.14194431278,1.0,0.039104750237,0.33895484655,0.0014652875453,0.047162302352,5.0
21,-1,-21,0,0,0.50527476265,1.2560938569,59.544442871,1.0,0.66208047067,1.1756439722,0.21215019163,0.14200763202,1.0,0.039105960249,0.33880470451,0.0014677751142,0.047220537685,5.0
22,-1,-22,0,0,0.50606667096,1.255756584,59.511917788,1.0,0.66193239044,1.1747509394,0.21208020773,0.14207001493,1.0,0.039107207543,0.33866409458,0.001470271146,0.047279790005,5.0
23,-1,-23,0,0,0.50685867758,1.2554196532,59.4795615,1.0,0.66178414114,1.1738587607,0.21201072812,0.14213307532,1.0,0.039109177913,0.33851593129,0.0014727872843,0.047339327457,5.0
24,-1,-24,0,0,0.50765077496,1.25508306,59.447374552,1.0,0.66163572294,1.1729675268,0.21194172467,0.14219598194,1.0,0.039110472068,0.33836696032,0.0014753195128,0.04739749704,5.0
25,-1,-25,0,0,0.50844295537,1.2547467999,59.415357516,1.0,0.661487136,1.1720774132,0.21187312548,0.14225824656,1.0,0.039110416495,0.33821192364,0.0014777869967,0.047453836674,5.0
26,-1,-26,0,0,0.50923521097,1.2544108684,59.383510988,1.0,0.66133838046,1.1711881002,0.21180510691,0.14232087613,1.0,0.039111763473,0.33806159256,0.0014803105279,0.047512547011,5.0
27,-1,-27,0,0,0.51002753376,1.2540752608,59.351835593,1.0,0.66118945647,1.1702997094,0.21173757625,0.14238335156,1.0,0.039113176329,0.33791143597,0.0014828502061,0.047571338096,5.0
28,-1,-28,0,0,0.51081991555,1.2537399726,59.320331982,1.0,0.66104036412,1.1694122757,0.2116705152,0.14244611805,1.0,0.039116021928,0.33776193104,0.0014854228805,0.047632001249,5.0
29,-1,-29,0,0,0.51161234802,1.2534049989,59.289000838,1.0,0.66089110353,1.1685257203,0.21160397787,0.14250824993,1.0,0.039117212588,0.33761374192,0.0014880016735,0.047690320242,5.0
30,-1,-30,0,0,0.51240482265,1.2530703348,59.257842872,1.0,0.66074167477,1.1676400636,0.21153794097,0.14257022731,1.0,0.039118467955,0.33746572043,0.0014905967472,0.047748715616,5.0
31,-1,-31,0,0,0.51319733075,1.2527359754,59.226858827,1.0,0.66059207792,1.1667553872,0.21147238253,0.14263181837,1.0,0.039120240873,0.33731159872,0.0014931371168,0.047807756739,5.0
32,-1,-32,0,0,0.51398986342,1.2524019157,59.196049479,1.0,0.66044231303,1.1658715251,0.21140736807,0.14269351061,1.0,0.03912153629,0.33716316581,0.0014957505287,0.04786616365,5.0
33,-1,-33,0,0,0.51478241159,1.2520681504,59.165415639,1.0,0.66029238014,1.1649885372,0.21134286754,0.14275504779,1.0,0.039122899445,0.33701491581,0.0014983803262,0.047924651106,5.0
34,-1,-34,0,0,0.51557496595,1.2517346744,59.13495815,1.0,0.66014227928,1.1641065819,0.21127870528,0.14281670551,1.0,0.039124562016,0.33686615809,0.0015010462322,0.047983434441,5.0
35,-1,-35,0,0,0.51636751699,1.2514014822,59.104677894,1.0,0.65999201045,1.1632253997,0.21121527829,0.14287788407,1.0,0.039125992136,0.33671731531,0.0015037116979,0.048041984103,5.0
36,-1,-36,0,0,0.51716005496,1.2510685685,59.07457579,1.0,0.65984157364,1.1623450667,0.21115238002,0.14293890703,1.0,0.039127493668,0.33656867252,0.0015063936805,0.048100619708,5.0
37,-1,-37,0,0,0.51795256988,1.2507359276,59.044652797,1.0,0.65969096884,1.161465561,0.21109004183,0.14299951039,1.0,0.039129523189,0.33642749142,0.001508989502,0.048159701292,5.0
38,-1,-38,0,0,0.51874505153,1.2504035539,59.014909914,1.0,0.65954019599,1.1605868903,0.21102821257,0.14306029415,1.0,0.039130975482,0.33627825523,0.0015116938244,0.048218179536,5.0
39,-1,-39,0,0,0.5195374894,1.2500714415,58.985348183,1.0,0.65938925503,1.159709042,0.21096692783,0.14312092144,1.0,0.039132501139,0.3361292362,0.0015144147794,0.048276745443,5.0
40,-1,-40,0,0,0.52032987274,1.2497395844,58.955968688,1.0,0.6592381459,1.1588319488,0.21090602015,0.14318144476,1.0,0.039134633209,0.33597632962,0.0015169924495,0.048337305904,5.0
41,-1,-41,0,0,0.52112219049,1.2494079767,58.926772562,1.0,0.65908686849,1.1579558243,0.21084579198,0.14324173575,1.0,0.03913664192,0.33582842733,0.0015197317484,0.048396688569,5.0
42,-1,-42,0,0,0.52191443131,1.249076612,58.897760984,1.0,0.6589354227,1.1570804948,0.21078612522,0.14330186942,1.0,0.039138735326,0.33568074043,0.001522487794,0.048456179212,5.0
43,-1,-43,0,0,0.52270658354,1.248745484,58.868935181,1.0,0.65878380839,1.1562058463,0.21072733473,0.14336183885,1.0,0.039141345384,0.33554107099,0.0015253494153,0.048514974916,5.0
44,-1,-44,0,0,0.5234986352,1.2484145862,58.840296434,1.0,0.65863202541,1.1553319941,0.2106688702,0.1434216527,1.0,0.039142903638,0.33539259092,0.0015281459201,0.048572735074,5.0
45,-1,-45,0,0,0.52429057398,1.2480839119,58.811846074,1.0,0.65848007359,1.1544589072,0.21061098646,0.14348130819,1.0,0.039144199576,0.33524434578,0.0015309593137,0.048630575755,5.0
46,-1,-46,0,0,0.52508238719,1.2477534543,58.783585492,1.0,0.65832795276,1.1535869307,0.21055357974,0.1435409637,1.0,0.039144835309,0.33509732329,0.0015334277544,0.048687247198,5.0
47,-1,-47,0,0,0.52587406178,1.2474232064,58.755516132,1.0,0.65817566269,1.1527154258,0.21049690744,0.14360037201,1.0,0.039146445618,0.33495136969,0.0015362504413,0.048745604284,5.0
48,-1,-48,0,0,0.52666558431,1.247093161,58.727639501,1.0,0.65802320316,1.1518446556,0.21044083697,0.14365962056,1.0,0.039148137547,0.33480563285,0.0015390901294,0.048804057117,5.0
49,-1,-49,0,0,0.52745694095,1.2467633108,58.69995717,1.0,0.65787057393,1.1509745938,0.21038538123,0.14371873399,1.0,0.03914996545,0.33466050896,0.0015418743701,0.048862549211,5.0
50,-1,-50,0,0,0.52824811741,1.2464336481,58.672470771,1.0,0.65771777471,1.1501052561,0.21033053568,0.14377767222,1.0,0.039151750674,0.33451283786,0.0015447435472,0.048921087124,5.0
51,-1,-51,0,0,0.52903909897,1.2461041653,58.645182008,1.0,0.65756480523,1.1492366202,0.2102763149,0.14383644921,1.0,0.039153622895,0.33436541851,0.0015476298616,0.04897972841,5.0
52,-1,-52,0,0,0.52982987044,1.2457748545,58.618092655,1.0,0.65741166516,1.1483688653,0.21022267375,0.1438950449,1.0,0.039155473431,0.33421364307,0.0015504308582,0.049037964548,5.0
53,-1,-53,0,0,0.53062041615,1.2454457073,58.591204558,1.0,0.65725835418,1.1475016401,0.21016974264,0.14395349396,1.0,0.039157378991,0.33406812438,0.0015533458315,0.049096565501,5.0
54,-1,-54,0,0,0.53141071988,1.2451167155,58.564519642,1.0,0.65710487192,1.1466350821,0.21011746185,0.14401178008,1.0,0.039159376216,0.33392284177,0.0015562780805,0.049155275524,5.0
55,-1,-55,0,0,0.53220076489,1.2447878705,58.538039914,1.0,0.656951218,1.1457691613,0.21006584397,0.14407017985,1.0,0.03916251366,0.33378159825,0.0015594634357,0.049214712758,5.0
56,-1,-56,0,0,0.53299053388,1.2444591633,58.511767463,1.0,0.65679739201,1.144903898,0.21001488985,0.14412817871,1.0,0.039164055061,0.33363514626,0.0015624415321,0.049272466541,5.0
