1.069594e+02        1 6.630632e-01 1.158777e+00 3.265028e-02 1.141279e-01
1.069654e+02        1 6.629944e-01 1.158102e+00 2.994141e-02 1.144970e-01
1.069714e+02        1 6.627152e-01 1.157428e+00 2.746345e-02 1.148617e-01
1.069774e+02        1 6.622437e-01 1.156754e+00 2.519922e-02 1.152221e-01
1.069833e+02        1 6.615965e-01 1.156081e+00 2.313210e-02 1.155782e-01
1.069893e+02        1 6.607886e-01 1.155407e+00 2.124629e-02 1.159300e-01
1.069953e+02        1 6.598340e-01 1.154734e+00 1.952682e-02 1.162776e-01
1.070013e+02        1 6.587454e-01 1.154062e+00 1.795963e-02 1.166210e-01
1.070073e+02        1 6.575344e-01 1.153390e+00 1.653162e-02 1.169603e-01
1.070132e+02        1 6.562115e-01 1.152718e+00 1.523061e-02 1.172955e-01
1.070192e+02        1 6.547864e-01 1.152047e+00 1.404534e-02 1.176267e-01
1.070252e+02        1 6.532678e-01 1.151377e+00 1.296545e-02 1.179538e-01
1.070312e+02        1 6.516639e-01 1.150708e+00 1.198143e-02 1.182771e-01
1.070371e+02        1 6.499820e-01 1.150039e+00 1.108458e-02 1.185964e-01
1.070431e+02        1 6.482287e-01 1.149371e+00 1.026694e-02 1.189118e-01
1.070491e+02        1 6.464101e-01 1.148704e+00 9.521251e-03 1.192235e-01
1.070551e+02        1 6.445318e-01 1.148038e+00 8.840923e-03 1.195313e-01
1.070610e+02        1 6.425989e-01 1.147373e+00 8.219954e-03 1.198354e-01
1.070670e+02        1 6.406161e-01 1.146709e+00 7.652898e-03 1.201359e-01
1.070730e+02        1 6.385876e-01 1.146045e+00 7.134816e-03 1.204326e-01
1.070790e+02        1 6.365172e-01 1.145383e+00 6.661227e-03 1.207258e-01
1.070850e+02        1 6.344086e-01 1.144722e+00 6.228077e-03 1.210154e-01
1.070909e+02        1 6.322650e-01 1.144061e+00 5.831691e-03 1.213014e-01
1.070969e+02        1 6.300893e-01 1.143402e+00 5.468743e-03 1.215840e-01
1.071029e+02        1 6.278843e-01 1.142744e+00 5.136221e-03 1.218631e-01
1.071089e+02        1 6.256526e-01 1.142087e+00 4.831400e-03 1.221387e-01
1.071148e+02        1 6.233964e-01 1.141431e+00 4.551813e-03 1.224111e-01
