7.769797e+01        1 6.806160e-01 1.287630e+00 2.986381e-02 1.044997e-01
7.770452e+01        1 6.804771e-01 1.286883e+00 2.687728e-02 1.049089e-01
7.771107e+01        1 6.800653e-01 1.286135e+00 2.419838e-02 1.053128e-01
7.771762e+01        1 6.794083e-01 1.285388e+00 2.179855e-02 1.057114e-01
7.772417e+01        1 6.785310e-01 1.284641e+00 1.965086e-02 1.061047e-01
7.773072e+01        1 6.774559e-01 1.283895e+00 1.773023e-02 1.064930e-01
7.773727e+01        1 6.762031e-01 1.283149e+00 1.601351e-02 1.068761e-01
7.774382e+01        1 6.747910e-01 1.282404e+00 1.447950e-02 1.072541e-01
7.775037e+01        1 6.732357e-01 1.281660e+00 1.310890e-02 1.076272e-01
7.775692e+01        1 6.715519e-01 1.280916e+00 1.188423e-02 1.079953e-01
7.776347e+01        1 6.697529e-01 1.280173e+00 1.078974e-02 1.083586e-01
7.777003e+01        1 6.678503e-01 1.279431e+00 9.811285e-03 1.087171e-01
7.777658e+01        1 6.658547e-01 1.278690e+00 8.936199e-03 1.090708e-01
7.778313e+01        1 6.637756e-01 1.277950e+00 8.153163e-03 1.094198e-01
7.778968e+01        1 6.616215e-01 1.277211e+00 7.452086e-03 1.097642e-01
7.779623e+01        1 6.594000e-01 1.276473e+00 6.823985e-03 1.101040e-01
7.780278e+01        1 6.571179e-01 1.275736e+00 6.260874e-03 1.104393e-01
7.780933e+01        1 6.547813e-01 1.275000e+00 5.755658e-03 1.107700e-01
7.781588e+01        1 6.523958e-01 1.274266e+00 5.302039e-03 1.110964e-01
7.782243e+01        1 6.499663e-01 1.273533e+00 4.894426e-03 1.114184e-01
7.782898e+01        1 6.474973e-01 1.272801e+00 4.527868e-03 1.117361e-01
7.783553e+01        1 6.449928e-01 1.272070e+00 4.197962e-03 1.120496e-01
7.784208e+01        1 6.424564e-01 1.271340e+00 3.900808e-03 1.123588e-01
7.784863e+01        1 6.398915e-01 1.270612e+00 3.632945e-03 1.126639e-01
7.785518e+01        1 6.373008e-01 1.269885e+00 3.391301e-03 1.129649e-01
7.786173e+01        1 6.346872e-01 1.269160e+00 3.173148e-03 1.132618e-01
7.786828e+01        1 6.320531e-01 1.268436e+00 2.976063e-03 1.135548e-01
7.787483e+01        1 6.294006e-01 1.267713e+00 2.797892e-03 1.138437e-01
7.788139e+01        1 6.267317e-01 1.266992e+00 2.636719e-03 1.141288e-01
7.788794e+01        1 6.240483e-01 1.266272e+00 2.490840e-03 1.144100e-01
7.789449e+01        1 6.213520e-01 1.265554e+00 2.358735e-03 1.146875e-01
7.790104e+01        1 6.186444e-01 1.264837e+00 2.239051e-03 1.149611e-01
7.790759e+01        1 6.159267e-01 1.264122e+00 2.130582e-03 1.152310e-01
7.791414e+01        1 6.132003e-01 1.263409e+00 2.032247e-03 1.154973e-01
7.792069e+01        1 6.104662e-01 1.262697e+00 1.943085e-03 1.157600e-01
7.792724e+01        1 6.077257e-01 1.261986e+00 1.862234e-03 1.160190e-01
7.793379e+01        1 6.049796e-01 1.261278e+00 1.788922e-03 1.162746e-01
7.794034e+01        1 6.022288e-01 1.260571e+00 1.722458e-03 1.165266e-01
7.794689e+01        1 5.994742e-01 1.259865e+00 1.662222e-03 1.167752e-01
7.795344e+01        1 5.967165e-01 1.259161e+00 1.607659e-03 1.170204e-01
7.795999e+01        1 5.939564e-01 1.258459e+00 1.558268e-03 1.172622e-01
7.796654e+01        1 5.911946e-01 1.257759e+00 1.513600e-03 1.175007e-01
7.797309e+01        1 5.884317e-01 1.257060e+00 1.473250e-03 1.177359e-01
7.797964e+01        1 5.856683e-01 1.256364e+00 1.436853e-03 1.179679e-01
7.798619e+01        1 5.829048e-01 1.255668e+00 1.404080e-03 1.181967e-01
7.799274e+01        1 5.801419e-01 1.254975e+00 1.374636e-03 1.184223e-01
7.799930e+01        1 5.773799e-01 1.254284e+00 1.348251e-03 1.186448e-01
7.800585e+01        1 5.746192e-01 1.253594e+00 1.324683e-03 1.188642e-01
7.801240e+01        1 5.718604e-01 1.252906e+00 1.303712e-03 1.190805e-01
7.801895e+01        1 5.691037e-01 1.252220e+00 1.285139e-03 1.192939e-01
