,branch,PT,TY,LAB,V_plc,L2-NORM,V_pkc,PAR(4),PAR(5),PAR(6),PAR(7),PAR(8),PAR(31),PAR(32),PAR(33),PAR(34),PAR(35),PAR(80)
58,1,-58,0,0,0.023103662304,3.7281832574,0.0,1.0,0.085817459114,3.5315076825,0.64834922584,0.0090848367119,1.0,0.085817459114,3.5315076825,0.64834922584,0.0090848367119,5.0
59,1,-59,0,0,0.023383599222,3.7185647113,0.0,1.0,0.085997898966,3.5216998036,0.64643135095,0.0092127601343,1.0,0.085997898966,3.5216998036,0.64643135095,0.0092127601343,5.0
60,1,-60,0,0,0.023656494621,3.7089481829,0.0,1.0,0.086179704772,3.5118947117,0.64449825973,0.0093385597906,1.0,0.086179704772,3.5118947117,0.64449825973,0.0093385597906,5.0
61,1,-61,0,0,0.023922602682,3.6993337261,0.0,1.0,0.086362881023,3.5020924447,0.64254995364,0.0094623238155,1.0,0.086362881023,3.5020924447,0.64254995364,0.0094623238155,5.0
62,1,-62,0,0,0.024182162184,3.6897213941,0.0,1.0,0.086547432093,3.4922930387,0.64058643798,0.0095841346834,1.0,0.086547432093,3.4922930387,0.64058643798,0.0095841346834,5.0
63,1,-63,0,0,0.024435397937,3.6801112396,0.0,1.0,0.086733362231,3.4824965281,0.63860772199,0.0097040697399,1.0,0.086733362231,3.4824965281,0.63860772199,0.0097040697399,5.0
64,1,-64,0,0,0.024682522053,3.6705033145,0.0,1.0,0.086920675554,3.4727029455,0.63661381893,0.0098222016715,1.0,0.086920675554,3.4727029455,0.63661381893,0.0098222016715,5.0
65,1,-65,0,0,0.024923735079,3.6608976705,0.0,1.0,0.087109376051,3.4629123221,0.63460474622,0.0099385989224,1.0,0.087109376051,3.4629123221,0.63460474622,0.0099385989224,5.0
66,1,-66,0,0,0.025159226998,3.6512943586,0.0,1.0,0.087299467569,3.4531246872,0.63258052546,0.010053326065,1.0,0.087299467569,3.4531246872,0.63258052546,0.010053326065,5.0
67,1,-67,0,0,0.025389178125,3.6416934296,0.0,1.0,0.087490953813,3.4433400687,0.63054118261,0.010166444131,1.0,0.087490953813,3.4433400687,0.63054118261,0.010166444131,5.0
68,1,-68,0,0,0.025613759911,3.6320949337,0.0,1.0,0.087683838346,3.4335584926,0.62848674801,0.010278010909,1.0,0.087683838346,3.4335584926,0.62848674801,0.010278010909,5.0
69,1,-69,3,2,0.025643394429,3.630811543,0.0,1.0,0.087709738396,3.4322506639,0.62821087245,0.01029281579,1.0,0.087709738396,3.4322506639,0.62821087245,0.01029281579,5.0
70,1,70,0,0,0.025862085959,3.6212158661,0.0,1.0,0.087904212321,3.4224725669,0.62613937029,0.010402689971,1.0,0.087904212321,3.4224725669,0.62613937029,0.010402689971,3.0
71,1,71,0,0,0.026075747555,3.6116227286,0.0,1.0,0.088100091619,3.412697563,0.62405285627,0.010511126505,1.0,0.088100091619,3.412697563,0.62405285627,0.010511126505,3.0
72,1,72,0,0,0.026284527226,3.6020321798,0.0,1.0,0.088297379367,3.4029256734,0.62195137507,0.010618174614,1.0,0.088297379367,3.4029256734,0.62195137507,0.010618174614,3.0
73,1,73,0,0,0.026488566655,3.5924442686,0.0,1.0,0.088496078476,3.3931569177,0.61983497616,0.010723881214,1.0,0.088496078476,3.3931569177,0.61983497616,0.010723881214,3.0
74,1,74,0,0,0.026688001679,3.5828590436,0.0,1.0,0.088696191691,3.3833913138,0.61770371383,0.010828291088,1.0,0.088696191691,3.3833913138,0.61770371383,0.010828291088,3.0
75,1,75,0,0,0.026882962707,3.5732765531,0.0,1.0,0.088897721585,3.373628878,0.61555764727,0.010931447048,1.0,0.088897721585,3.373628878,0.61555764727,0.010931447048,3.0
76,1,76,0,0,0.027073575116,3.5636968449,0.0,1.0,0.089100670555,3.3638696249,0.61339684066,0.011033390075,1.0,0.089100670555,3.3638696249,0.61339684066,0.011033390075,3.0
77,1,77,0,0,0.027259959602,3.5541199667,0.0,1.0,0.089305040822,3.3541135674,0.61122136324,0.011134159451,1.0,0.089305040822,3.3541135674,0.61122136324,0.011134159451,3.0
78,1,78,0,0,0.027442232501,3.5445459657,0.0,1.0,0.089510834421,3.3443607168,0.60903128936,0.011233792882,1.0,0.089510834421,3.3443607168,0.60903128936,0.011233792882,3.0
79,1,79,0,0,0.027620506086,3.5349748887,0.0,1.0,0.089718053202,3.3346110825,0.60682669858,0.0113323266,1.0,0.089718053202,3.3346110825,0.60682669858,0.0113323266,3.0
80,1,80,0,0,0.027794888837,3.5254067823,0.0,1.0,0.089926698824,3.3248646721,0.6046076757,0.011429795469,1.0,0.089926698824,3.3248646721,0.6046076757,0.011429795469,3.0
81,1,81,0,0,0.027965485686,3.5158416924,0.0,1.0,0.09013677275,3.3151214916,0.60237431084,0.011526233076,1.0,0.09013677275,3.3151214916,0.60237431084,0.011526233076,3.0
82,1,82,0,0,0.028132398248,3.5062796647,0.0,1.0,0.090348276247,3.3053815449,0.6001266995,0.011621671813,1.0,0.090348276247,3.3053815449,0.6001266995,0.011621671813,3.0
83,1,83,0,0,0.028295725024,3.4967207443,0.0,1.0,0.090561210378,3.2956448342,0.59786494262,0.011716142958,1.0,0.090561210378,3.2956448342,0.59786494262,0.011716142958,3.0
84,1,84,0,0,0.028455561596,3.487164976,0.0,1.0,0.090775575999,3.2859113598,0.59558914662,0.011809676743,1.0,0.090775575999,3.2859113598,0.59558914662,0.011809676743,3.0
85,1,85,0,0,0.028612000804,3.477612404,0.0,1.0,0.090991373757,3.2761811201,0.59329942346,0.011902302422,1.0,0.090991373757,3.2761811201,0.59329942346,0.011902302422,3.0
86,1,86,0,0,0.028765132908,3.4680630718,0.0,1.0,0.091208604083,3.2664541112,0.59099589068,0.011994048332,1.0,0.091208604083,3.2664541112,0.59099589068,0.011994048332,3.0
87,1,87,0,0,0.028915045736,3.4585170227,0.0,1.0,0.091427267191,3.2567303277,0.58867867146,0.012084941949,1.0,0.091427267191,3.2567303277,0.58867867146,0.012084941949,3.0
88,1,88,0,0,0.029061824829,3.4489742993,0.0,1.0,0.091647363073,3.2470097618,0.58634789463,0.012175009938,1.0,0.091647363073,3.2470097618,0.58634789463,0.012175009938,3.0
89,1,89,0,0,0.029205553561,3.4394349433,0.0,1.0,0.091868891492,3.2372924039,0.58400369477,0.012264278206,1.0,0.091868891492,3.2372924039,0.58400369477,0.012264278206,3.0
90,1,90,0,0,0.029346313266,3.4298989963,0.0,1.0,0.092091851984,3.2275782421,0.58164621216,0.012352771941,1.0,0.092091851984,3.2275782421,0.58164621216,0.012352771941,3.0
91,1,91,0,0,0.029484183342,3.4203664988,0.0,1.0,0.092316243848,3.2178672624,0.57927559288,0.012440515659,1.0,0.092316243848,3.2178672624,0.57927559288,0.012440515659,3.0
92,1,92,0,0,0.029619241357,3.4108374909,0.0,1.0,0.092542066145,3.2081594489,0.5768919888,0.012527533239,1.0,0.092542066145,3.2081594489,0.5768919888,0.012527533239,3.0
93,1,93,0,0,0.029751563143,3.4013120118,0.0,1.0,0.092769317692,3.1984547833,0.57449555763,0.01261384796,1.0,0.092769317692,3.1984547833,0.57449555763,0.01261384796,3.0
94,1,94,0,0,0.02988122288,3.3917901001,0.0,1.0,0.09299799706,3.1887532451,0.5720864629,0.012699482535,1.0,0.09299799706,3.1887532451,0.5720864629,0.012699482535,3.0
95,1,95,0,0,0.030008293185,3.3822717936,0.0,1.0,0.093228102568,3.1790548117,0.56966487404,0.012784459141,1.0,0.093228102568,3.1790548117,0.56966487404,0.012784459141,3.0
96,1,96,0,0,0.030132845182,3.3727571292,0.0,1.0,0.093459632279,3.1693594581,0.56723096632,0.012868799449,1.0,0.093459632279,3.1693594581,0.56723096632,0.012868799449,3.0
97,1,97,0,0,0.030254948575,3.3632461432,0.0,1.0,0.093692583996,3.1596671572,0.5647849209,0.012952524649,1.0,0.093692583996,3.1596671572,0.5647849209,0.012952524649,3.0
98,1,98,0,0,0.030374671715,3.3537388708,0.0,1.0,0.093926955258,3.1499778796,0.56232692486,0.013035655478,1.0,0.093926955258,3.1499778796,0.56232692486,0.013035655478,3.0
99,1,99,0,0,0.030492081659,3.3442353466,0.0,1.0,0.094162743331,3.1402915934,0.55985717112,0.013118212244,1.0,0.094162743331,3.1402915934,0.55985717112,0.013118212244,3.0
100,1,100,0,0,0.030607244228,3.3347356041,0.0,1.0,0.094399945212,3.1306082646,0.55737585853,0.013200214843,1.0,0.094399945212,3.1306082646,0.55737585853,0.013200214843,3.0
101,1,101,0,0,0.030720224062,3.3252396761,0.0,1.0,0.094638557617,3.1209278568,0.55488319179,0.013281682784,1.0,0.094638557617,3.1209278568,0.55488319179,0.013281682784,3.0
102,1,102,0,0,0.030831084667,3.3157475943,0.0,1.0,0.094878576979,3.1112503313,0.55237938147,0.013362635208,1.0,0.094878576979,3.1112503313,0.55237938147,0.013362635208,3.0
103,1,103,0,0,0.030939888463,3.3062593895,0.0,1.0,0.095119999443,3.1015756468,0.549864644,0.013443090904,1.0,0.095119999443,3.1015756468,0.549864644,0.013443090904,3.0
104,1,104,0,0,0.031046696829,3.2967750915,0.0,1.0,0.09536282086,3.09190376,0.54733920163,0.013523068326,1.0,0.09536282086,3.09190376,0.54733920163,0.013523068326,3.0
105,1,105,0,0,0.03115157014,3.2872947291,0.0,1.0,0.095607036785,3.082234625,0.54480328243,0.013602585609,1.0,0.095607036785,3.082234625,0.54480328243,0.013602585609,3.0
106,1,106,0,0,0.031254567807,3.2778183303,0.0,1.0,0.095852642468,3.0725681937,0.54225712024,0.013681660587,1.0,0.095852642468,3.0725681937,0.54225712024,0.013681660587,3.0
107,1,107,0,0,0.031355748313,3.2683459218,0.0,1.0,0.096099632854,3.0629044155,0.53970095462,0.0137603108,1.0,0.096099632854,3.0629044155,0.53970095462,0.0137603108,3.0
108,1,108,0,0,0.031455169245,3.2588775294,0.0,1.0,0.09634800257,3.0532432374,0.53713503088,0.013838553512,1.0,0.09634800257,3.0532432374,0.53713503088,0.013838553512,3.0
109,1,109,0,0,0.031552887325,3.2494131778,0.0,1.0,0.096597745929,3.0435846043,0.53455959997,0.013916405721,1.0,0.096597745929,3.0435846043,0.53455959997,0.013916405721,3.0
110,1,110,0,0,0.031648958441,3.2399528908,0.0,1.0,0.096848856916,3.0339284585,0.53197491845,0.013993884172,1.0,0.096848856916,3.0339284585,0.53197491845,0.013993884172,3.0
111,1,111,0,0,0.03174343767,3.230496691,0.0,1.0,0.097101329189,3.02427474,0.52938124846,0.014071005364,1.0,0.097101329189,3.02427474,0.52938124846,0.014071005364,3.0
112,1,112,0,0,0.03183637931,3.2210446,0.0,1.0,0.09735515607,3.0146233867,0.52677885764,0.014147785564,1.0,0.09735515607,3.0146233867,0.52677885764,0.014147785564,3.0
113,1,113,0,0,0.031927836896,3.2115966381,0.0,1.0,0.09761033054,3.004974334,0.52416801911,0.014224240812,1.0,0.09761033054,3.004974334,0.52416801911,0.014224240812,3.0
114,1,114,0,0,0.032017863231,3.2021528249,0.0,1.0,0.097866845233,2.9953275151,0.52154901135,0.014300386933,1.0,0.097866845233,2.9953275151,0.52154901135,0.014300386933,3.0
115,1,115,0,0,0.032106510401,3.1927131788,0.0,1.0,0.098124692429,2.9856828609,0.51892211817,0.014376239543,1.0,0.098124692429,2.9856828609,0.51892211817,0.014376239543,3.0
116,1,116,0,0,0.032193829795,3.1832777169,0.0,1.0,0.098383864053,2.9760403001,0.51628762861,0.014451814059,1.0,0.098383864053,2.9760403001,0.51628762861,0.014451814059,3.0
117,1,117,0,0,0.032279872127,3.1738464554,0.0,1.0,0.098644351662,2.9663997592,0.51364583692,0.014527125699,1.0,0.098644351662,2.9663997592,0.51364583692,0.014527125699,3.0
118,1,118,0,0,0.032364687453,3.1644194097,0.0,1.0,0.098906146443,2.9567611627,0.51099704238,0.0146021895,1.0,0.098906146443,2.9567611627,0.51099704238,0.0146021895,3.0
119,1,119,0,0,0.032448325183,3.1549965936,0.0,1.0,0.099169239205,2.9471244328,0.50834154932,0.014677020312,1.0,0.099169239205,2.9471244328,0.50834154932,0.014677020312,3.0
120,1,120,0,0,0.032530834103,3.1455780204,0.0,1.0,0.099433620375,2.9374894896,0.50567966696,0.014751632811,1.0,0.099433620375,2.9374894896,0.50567966696,0.014751632811,3.0
121,1,121,0,0,0.032612262382,3.136163702,0.0,1.0,0.099699279987,2.9278562513,0.50301170932,0.014826041503,1.0,0.099699279987,2.9278562513,0.50301170932,0.014826041503,3.0
122,1,122,0,0,0.032692657595,3.1267536495,0.0,1.0,0.09996620768,2.9182246341,0.50033799515,0.014900260727,1.0,0.09996620768,2.9182246341,0.50033799515,0.014900260727,3.0
123,1,123,0,0,0.032772066726,3.1173478729,0.0,1.0,0.10023439269,2.9085945521,0.49765884782,0.01497430466,1.0,0.10023439269,2.9085945521,0.49765884782,0.01497430466,3.0
124,1,124,0,0,0.032850536188,3.1079463813,0.0,1.0,0.10050382384,2.8989659178,0.49497459518,0.015048187323,1.0,0.10050382384,2.8989659178,0.49497459518,0.015048187323,3.0
125,1,125,0,0,0.032928111831,3.0985491829,0.0,1.0,0.10077448954,2.8893386417,0.49228556947,0.015121922582,1.0,0.10077448954,2.8893386417,0.49228556947,0.015121922582,3.0
126,1,126,0,0,0.033004838952,3.0891562847,0.0,1.0,0.10104637777,2.8797126325,0.48959210723,0.015195524152,1.0,0.10104637777,2.8797126325,0.48959210723,0.015195524152,3.0
127,1,127,0,0,0.033080762307,3.0797676933,0.0,1.0,0.10131947608,2.8700877972,0.48689454911,0.015269005602,1.0,0.10131947608,2.8700877972,0.48689454911,0.015269005602,3.0
128,1,128,0,0,0.033155926106,3.0703834131,0.0,1.0,0.10159377162,2.8604640405,0.4841932397,0.015342380361,1.0,0.10159377162,2.8604640405,0.4841932397,0.015342380361,3.0
129,1,129,0,0,0.033230374087,3.0610034499,0.0,1.0,0.10186925102,2.8508412672,0.48148852764,0.015415661711,1.0,0.10186925102,2.8508412672,0.48148852764,0.015415661711,3.0
130,1,130,0,0,0.033304149416,3.0516278074,0.0,1.0,0.10214590049,2.8412193797,0.47878076538,0.015488862792,1.0,0.10214590049,2.8412193797,0.47878076538,0.015488862792,3.0
131,1,131,0,0,0.033377294773,3.0422564888,0.0,1.0,0.1024237058,2.8315982789,0.47607030892,0.015561996611,1.0,0.1024237058,2.8315982789,0.47607030892,0.015561996611,3.0
132,1,132,0,0,0.033449852342,3.0328894964,0.0,1.0,0.10270265223,2.8219778644,0.47335751769,0.01563507604,1.0,0.10270265223,2.8219778644,0.47335751769,0.01563507604,3.0
133,1,133,0,0,0.033521863815,3.0235268319,0.0,1.0,0.1029827246,2.8123580346,0.47064275449,0.015708113817,1.0,0.1029827246,2.8123580346,0.47064275449,0.015708113817,3.0
134,1,134,0,0,0.033593370401,3.0141684966,0.0,1.0,0.10326390724,2.8027386866,0.46792638531,0.015781122547,1.0,0.10326390724,2.8027386866,0.46792638531,0.015781122547,3.0
135,1,135,0,0,0.033664412831,3.0048144908,0.0,1.0,0.10354618399,2.7931197166,0.46520877915,0.015854114708,1.0,0.10354618399,2.7931197166,0.46520877915,0.015854114708,3.0
136,1,136,0,0,0.033735031365,2.9954648147,0.0,1.0,0.10382953821,2.7835010195,0.4624903079,0.015927102644,1.0,0.10382953821,2.7835010195,0.4624903079,0.015927102644,3.0
137,1,137,0,0,0.033805265798,2.9861194678,0.0,1.0,0.10411395274,2.7738824897,0.45977134616,0.016000098574,1.0,0.10411395274,2.7738824897,0.45977134616,0.016000098574,3.0
138,1,138,0,0,0.033875155463,2.9767784491,0.0,1.0,0.10439940991,2.7642640205,0.45705227109,0.016073114586,1.0,0.10439940991,2.7642640205,0.45705227109,0.016073114586,3.0
139,1,139,0,0,0.033944739243,2.9674417576,0.0,1.0,0.10468589154,2.7546455045,0.4543334622,0.016146162643,1.0,0.10468589154,2.7546455045,0.4543334622,0.016146162643,3.0
140,1,140,0,0,0.034014055567,2.9581093917,0.0,1.0,0.10497337893,2.7450268338,0.45161530123,0.01621925458,1.0,0.10497337893,2.7450268338,0.45161530123,0.01621925458,3.0
141,1,141,0,0,0.034083142424,2.9487813496,0.0,1.0,0.10526185283,2.7354078999,0.44889817196,0.016292402107,1.0,0.10526185283,2.7354078999,0.44889817196,0.016292402107,3.0
