9.260917e+01 7.633099e-01 1.922959e+00 2.076156e-02 8.850713e-02
9.261741e+01 7.631185e-01 1.921969e+00 1.682991e-02 8.946296e-02
9.262566e+01 7.622825e-01 1.920979e+00 1.366150e-02 9.040310e-02
9.263390e+01 7.609169e-01 1.919989e+00 1.111392e-02 9.132771e-02
9.264215e+01 7.591175e-01 1.919000e+00 9.067859e-03 9.223700e-02
9.265040e+01 7.569629e-01 1.918012e+00 7.425016e-03 9.313115e-02
9.265864e+01 7.545178e-01 1.917025e+00 6.105333e-03 9.401038e-02
9.266689e+01 7.518351e-01 1.916039e+00 5.044185e-03 9.487489e-02
9.267513e+01 7.489581e-01 1.915054e+00 4.189710e-03 9.572489e-02
9.268338e+01 7.459222e-01 1.914070e+00 3.500462e-03 9.656058e-02
9.269162e+01 7.427563e-01 1.913088e+00 2.943404e-03 9.738218e-02
9.269987e+01 7.394840e-01 1.912108e+00 2.492247e-03 9.818990e-02
9.270811e+01 7.361246e-01 1.911128e+00 2.126074e-03 9.898393e-02
9.271636e+01 7.326940e-01 1.910151e+00 1.828240e-03 9.976450e-02
9.272460e+01 7.292053e-01 1.909175e+00 1.585488e-03 1.005318e-01
9.273285e+01 7.256693e-01 1.908200e+00 1.387246e-03 1.012860e-01
9.274109e+01 7.220947e-01 1.907228e+00 1.225073e-03 1.020274e-01
9.274934e+01 7.184891e-01 1.906257e+00 1.092211e-03 1.027561e-01
9.275759e+01 7.148584e-01 1.905288e+00 9.832391e-04 1.034724e-01
9.276583e+01 7.112079e-01 1.904320e+00 8.937999e-04 1.041763e-01
9.277408e+01 7.075417e-01 1.903355e+00 8.203850e-04 1.048682e-01
9.278232e+01 7.038635e-01 1.902391e+00 7.601556e-04 1.055481e-01
9.279057e+01 7.001763e-01 1.901429e+00 7.108143e-04 1.062164e-01
9.279881e+01 6.964826e-01 1.900469e+00 6.704947e-04 1.068731e-01
9.280706e+01 6.927847e-01 1.899511e+00 6.376774e-04 1.075184e-01
9.281530e+01 6.890843e-01 1.898555e+00 6.111213e-04 1.081526e-01
9.282355e+01 6.853832e-01 1.897601e+00 5.898103e-04 1.087758e-01
9.283179e+01 6.816826e-01 1.896649e+00 5.729104e-04 1.093881e-01
9.284004e+01 6.779838e-01 1.895699e+00 5.597349e-04 1.099897e-01
9.284829e+01 6.742879e-01 1.894751e+00 5.497172e-04 1.105808e-01
9.285653e+01 6.705957e-01 1.893805e+00 5.423885e-04 1.111616e-01
9.286478e+01 6.669080e-01 1.892861e+00 5.373600e-04 1.117322e-01
9.287302e+01 6.632257e-01 1.891920e+00 5.343082e-04 1.122928e-01
9.288127e+01 6.595492e-01 1.890980e+00 5.329638e-04 1.128435e-01
9.288951e+01 6.558793e-01 1.890043e+00 5.331016e-04 1.133844e-01
9.289776e+01 6.522165e-01 1.889108e+00 5.345332e-04 1.139158e-01
9.290600e+01 6.485612e-01 1.888175e+00 5.371004e-04 1.144378e-01
9.291425e+01 6.449139e-01 1.887245e+00 5.406704e-04 1.149504e-01
9.292249e+01 6.412750e-01 1.886317e+00 5.451303e-04 1.154539e-01
9.293074e+01 6.376449e-01 1.885391e+00 5.503874e-04 1.159485e-01
9.293898e+01 6.340240e-01 1.884467e+00 5.563606e-04 1.164341e-01
9.294723e+01 6.304126e-01 1.883546e+00 5.629821e-04 1.169110e-01
9.295548e+01 6.268111e-01 1.882627e+00 5.701951e-04 1.173793e-01
9.296372e+01 6.232198e-01 1.881711e+00 5.779507e-04 1.178391e-01
9.297197e+01 6.196389e-01 1.880797e+00 5.862076e-04 1.182906e-01
9.298021e+01 6.160689e-01 1.879886e+00 5.949307e-04 1.187338e-01
9.298846e+01 6.125099e-01 1.878977e+00 6.040900e-04 1.191690e-01
9.299670e+01 6.089623e-01 1.878070e+00 6.136601e-04 1.195962e-01
9.300495e+01 6.054263e-01 1.877166e+00 6.236193e-04 1.200155e-01
9.301319e+01 6.019022e-01 1.876265e+00 6.339492e-04 1.204270e-01
9.302144e+01 5.983903e-01 1.875366e+00 6.446340e-04 1.208310e-01
9.302968e+01 5.948909e-01 1.874470e+00 6.556605e-04 1.212274e-01
9.303793e+01 5.914042e-01 1.873577e+00 6.670173e-04 1.216164e-01
9.304618e+01 5.879304e-01 1.872686e+00 6.786948e-04 1.219982e-01
9.305442e+01 5.844699e-01 1.871798e+00 6.906849e-04 1.223727e-01
9.306267e+01 5.810229e-01 1.870913e+00 7.029809e-04 1.227401e-01
9.307091e+01 5.775896e-01 1.870030e+00 7.155767e-04 1.231006e-01
9.307916e+01 5.741703e-01 1.869150e+00 7.284680e-04 1.234542e-01
9.308740e+01 5.707653e-01 1.868273e+00 7.416506e-04 1.238010e-01
