,branch,PT,TY,LAB,V_plc,L2-NORM,Kplc,PAR(3),PAR(4),PAR(5),PAR(6),PAR(7),PAR(31),PAR(32),PAR(33),PAR(34),PAR(80)
18,1,-18,0,0,0.0044473180754,3.9231650111,0.1099999994,0.0,0.080561629665,3.8587113557,0.7036189304,0.00077632072297,0.080561629665,3.8587113557,0.7036189304,0.00077632072297,4.0
19,1,-19,0,0,0.0050204719327,3.9225271294,0.1099999994,0.0,0.080570447983,3.8580792635,0.70352761996,0.00087649493088,0.080570447983,3.8580792635,0.70352761996,0.00087649493088,4.0
20,1,-20,0,0,0.0055580338625,3.9218581574,0.1099999994,0.0,0.080579701112,3.8574163736,0.70343180046,0.0009704897881,0.080579701112,3.8574163736,0.70343180046,0.0009704897881,4.0
21,1,-21,0,0,0.0063077615156,3.9208105571,0.1099999994,0.0,0.080594201687,3.8563783188,0.70328162788,0.0011016578957,0.080594201687,3.8563783188,0.70328162788,0.0011016578957,4.0
22,1,-22,0,0,0.0070005728423,3.9197234266,0.1099999994,0.0,0.08060926274,3.8553011213,0.70312563289,0.0012229555384,0.08060926274,3.8553011213,0.70312563289,0.0012229555384,4.0
23,1,-23,0,0,0.007646263941,3.9186068774,0.1099999994,0.0,0.080624745481,3.8541948031,0.70296525129,0.0013360874954,0.080624745481,3.8541948031,0.70296525129,0.0013360874954,4.0
24,1,-24,0,0,0.0085424490133,3.9168911513,0.1099999994,0.0,0.080648564685,3.8524948556,0.70271847697,0.001493258167,0.080648564685,3.8524948556,0.70271847697,0.001493258167,4.0
25,1,-25,0,0,0.0093678483988,3.915139295,0.1099999994,0.0,0.080672920412,3.850759182,0.70246609724,0.0016381849022,0.080672920412,3.850759182,0.70246609724,0.0016381849022,4.0
26,1,-26,0,0,0.010501325344,3.9124634091,0.1099999994,0.0,0.080710190971,3.8481081548,0.70207979965,0.0018375028158,0.080710190971,3.8481081548,0.70207979965,0.0018375028158,4.0
27,1,-27,0,0,0.011535629498,3.9097465235,0.1099999994,0.0,0.080748117077,3.8454166827,0.70168659457,0.0020197164866,0.080748117077,3.8454166827,0.70168659457,0.0020197164866,4.0
28,1,-28,0,0,0.01249141242,3.9070002118,0.1099999994,0.0,0.080786540627,3.8426962381,0.70128811662,0.0021884122329,0.080786540627,3.8426962381,0.70128811662,0.0021884122329,4.0
29,1,-29,0,0,0.01380840929,3.9028408463,0.1099999994,0.0,0.080844900427,3.8385763914,0.70068266533,0.0024214114775,0.080844900427,3.8385763914,0.70068266533,0.0024214114775,4.0
30,1,-30,0,0,0.015582491433,3.896539777,0.1099999994,0.0,0.080933692931,3.8323359779,0.69976098424,0.0027364068344,0.080933692931,3.8323359779,0.69976098424,0.0027364068344,4.0
31,1,-31,0,0,0.017174609564,3.8901887993,0.1099999994,0.0,0.081023656791,3.8260471016,0.69882652732,0.0030203443012,0.081023656791,3.8260471016,0.69882652732,0.0030203443012,4.0
32,1,-32,0,0,0.018627822973,3.883803537,0.1099999994,0.0,0.08111458191,3.8197252571,0.69788146294,0.0032806732488,0.08111458191,3.8197252571,0.69788146294,0.0032806732488,4.0
33,1,-33,0,0,0.020606722106,3.8741806442,0.1099999994,0.0,0.08125251545,3.8101998066,0.69644662203,0.0036371831145,0.08125251545,3.8101998066,0.69644662203,0.0036371831145,4.0
34,1,-34,0,0,0.022397716297,3.8645196787,0.1099999994,0.0,0.081392095102,3.8006389426,0.69499323976,0.0039620865356,0.081392095102,3.8006389426,0.69499323976,0.0039620865356,4.0
35,1,-35,0,0,0.024066303385,3.8546752265,0.1099999994,0.0,0.081535466643,3.7908988524,0.69349892078,0.0042669428216,0.081535466643,3.7908988524,0.69349892078,0.0042669428216,4.0
36,1,-36,0,0,0.025610896492,3.8448096983,0.1099999994,0.0,0.081680307334,3.7811403145,0.69198782657,0.004551206526,0.081680307334,3.7811403145,0.69198782657,0.004551206526,4.0
37,1,-37,0,0,0.027052007321,3.8349278041,0.1099999994,0.0,0.081826561558,3.771368017,0.6904605276,0.0048183931543,0.081826561558,3.771368017,0.6904605276,0.0048183931543,4.0
38,1,-38,0,0,0.028404914551,3.8250328331,0.1099999994,0.0,0.081974192787,3.7615852387,0.68891739848,0.0050711157104,0.081974192787,3.7615852387,0.68891739848,0.0050711157104,4.0
39,1,-39,0,0,0.029681364199,3.8151271742,0.1099999994,0.0,0.082123176543,3.7517943652,0.68735869074,0.0053113787041,0.082123176543,3.7517943652,0.68735869074,0.0053113787041,4.0
40,1,-40,0,0,0.030890619951,3.8052126184,0.1099999994,0.0,0.082273496308,3.7419971886,0.68578457507,0.0055407595925,0.082273496308,3.7419971886,0.68578457507,0.0055407595925,4.0
41,1,-41,0,0,0.032040143361,3.7952905444,0.1099999994,0.0,0.082425141026,3.7321950916,0.68419516717,0.0057605261742,0.082425141026,3.7321950916,0.68419516717,0.0057605261742,4.0
42,1,-42,0,0,0.033136051757,3.7853620373,0.1099999994,0.0,0.082578103498,3.7223891653,0.68259054434,0.0059717155453,0.082578103498,3.7223891653,0.68259054434,0.0059717155453,4.0
43,1,-43,0,0,0.034183436631,3.7754279677,0.1099999994,0.0,0.082732379321,3.7125802872,0.68097075647,0.0061751889496,0.082732379321,3.7125802872,0.68097075647,0.0061751889496,4.0
44,1,-44,0,0,0.035186591177,3.7654890457,0.1099999994,0.0,0.082887966161,3.7027691753,0.67933583362,0.0063716709417,0.082887966161,3.7027691753,0.67933583362,0.0063716709417,4.0
45,1,-45,0,0,0.036149176781,3.7555458593,0.1099999994,0.0,0.083044863237,3.6929564258,0.67768579132,0.0065617780176,0.083044863237,3.6929564258,0.67768579132,0.0065617780176,4.0
46,1,-46,0,0,0.037074347361,3.7455989014,0.1099999994,0.0,0.083203070957,3.6831425403,0.67602063447,0.0067460399769,0.083203070957,3.6831425403,0.67602063447,0.0067460399769,4.0
47,1,-47,0,0,0.037964843908,3.7356485906,0.1099999994,0.0,0.083362590641,3.6733279455,0.67434036017,0.0069249161518,0.083362590641,3.6733279455,0.67434036017,0.0069249161518,4.0
48,1,-48,0,0,0.038823067514,3.7256952858,0.1099999994,0.0,0.083523424318,3.6635130087,0.67264495988,0.0070988079329,0.083523424318,3.6635130087,0.67264495988,0.0070988079329,4.0
49,1,-49,0,0,0.039651136597,3.7157392979,0.1099999994,0.0,0.083685574574,3.6536980488,0.67093442107,0.0072680685746,0.083685574574,3.6536980488,0.67093442107,0.0072680685746,4.0
50,1,-50,0,0,0.0404509323,3.7057808987,0.1099999994,0.0,0.083849044428,3.6438833454,0.66920872852,0.0074330109688,0.083849044428,3.6438833454,0.66920872852,0.0074330109688,4.0
51,1,-51,0,0,0.041224134932,3.6958203278,0.1099999994,0.0,0.084013837238,3.6340691451,0.66746786535,0.0075939138786,0.084013837238,3.6340691451,0.66746786535,0.0075939138786,4.0
52,1,-52,0,0,0.041972253514,3.685857798,0.1099999994,0.0,0.084179956628,3.6242556676,0.66571181383,0.0077510269892,0.084179956628,3.6242556676,0.66571181383,0.0077510269892,4.0
53,1,-53,0,0,0.042696649968,3.6758934996,0.1099999994,0.0,0.084347406423,3.6144431094,0.66394055607,0.0079045750385,0.084347406423,3.6144431094,0.66394055607,0.0079045750385,4.0
54,1,-54,0,0,0.043398559084,3.6659276041,0.1099999994,0.0,0.084516190604,3.6046316475,0.6621540746,0.008054761226,0.084516190604,3.6046316475,0.6621540746,0.008054761226,4.0
55,1,-55,0,0,0.044079105145,3.655960267,0.1099999994,0.0,0.084686313266,3.5948214425,0.66035235282,0.0082017700462,0.084686313266,3.5948214425,0.66035235282,0.0082017700462,4.0
56,1,-56,0,0,0.044739315851,3.6459916301,0.1099999994,0.0,0.08485777858,3.5850126404,0.65853537543,0.0083457696624,0.08485777858,3.5850126404,0.65853537543,0.0083457696624,4.0
57,1,-57,0,0,0.045380134078,3.6360218234,0.1099999994,0.0,0.085030590772,3.5752053748,0.65670312874,0.0084869139085,0.085030590772,3.5752053748,0.65670312874,0.0084869139085,4.0
58,1,-58,0,0,0.046002427858,3.6260509668,0.1099999994,0.0,0.085204754091,3.5653997684,0.65485560103,0.0086253439874,0.085204754091,3.5653997684,0.65485560103,0.0086253439874,4.0
59,1,-59,0,0,0.046606998908,3.6160791713,0.1099999994,0.0,0.085380272792,3.5555959345,0.65299278277,0.0087611899208,0.085380272792,3.5555959345,0.65299278277,0.0087611899208,4.0
60,1,-60,0,0,0.047194589945,3.6061065402,0.1099999994,0.0,0.085557151117,3.5457939775,0.65111466689,0.0088945717927,0.085557151117,3.5457939775,0.65111466689,0.0088945717927,4.0
61,1,-61,0,0,0.047765891007,3.5961331703,0.1099999994,0.0,0.085735393282,3.5359939946,0.64922124897,0.0090256008226,0.085735393282,3.5359939946,0.64922124897,0.0090256008226,4.0
62,1,-62,0,0,0.048321544929,3.5861591523,0.1099999994,0.0,0.085915003457,3.5261960761,0.64731252749,0.0091543802948,0.085915003457,3.5261960761,0.64731252749,0.0091543802948,4.0
63,1,-63,0,0,0.048862152111,3.5761845716,0.1099999994,0.0,0.086095985757,3.5164003061,0.64538850395,0.0092810063675,0.086095985757,3.5164003061,0.64538850395,0.0092810063675,4.0
64,1,-64,0,0,0.049388274691,3.5662095089,0.1099999994,0.0,0.086278344233,3.5066067634,0.64344918308,0.0094055687798,0.086278344233,3.5066067634,0.64344918308,0.0094055687798,4.0
65,1,-65,0,0,0.049900440204,3.5562340412,0.1099999994,0.0,0.086462082857,3.4968155214,0.64149457299,0.0095281514722,0.086462082857,3.4968155214,0.64149457299,0.0095281514722,4.0
66,1,-66,0,0,0.05039914481,3.5462582411,0.1099999994,0.0,0.086647205517,3.4870266491,0.63952468529,0.0096488331328,0.086647205517,3.4870266491,0.63952468529,0.0096488331328,4.0
67,1,-67,0,0,0.05088485614,3.5362821784,0.1099999994,0.0,0.086833716004,3.4772402109,0.63753953526,0.0097676876801,0.086833716004,3.4772402109,0.63753953526,0.0097676876801,4.0
68,1,-68,0,0,0.051358015831,3.5263059197,0.1099999994,0.0,0.08702161801,3.4674562676,0.63553914199,0.0098847846914,0.08702161801,3.4674562676,0.63553914199,0.0098847846914,4.0
69,1,-69,0,0,0.051819041775,3.5163295288,0.1099999994,0.0,0.087210915116,3.4576748758,0.63352352844,0.010000189783,0.087210915116,3.4576748758,0.63352352844,0.010000189783,4.0
70,1,-70,0,0,0.05226833012,3.5063530671,0.1099999994,0.0,0.087401610786,3.4478960888,0.63149272163,0.01011396495,0.087401610786,3.4478960888,0.63149272163,0.01011396495,4.0
71,1,-71,3,2,0.052548940968,3.499989803,0.1099999994,0.0,0.08752397363,3.4416603006,0.63018949704,0.010185709524,0.08752397363,3.4416603006,0.63018949704,0.010185709524,4.0
72,1,72,0,0,0.052979809347,3.4900133518,0.1099999994,0.0,0.087716967064,3.4318858863,0.62813387558,0.010296940501,0.087716967064,3.4318858863,0.62813387558,0.010296940501,2.0
73,1,73,0,0,0.053399893572,3.4800369809,0.1099999994,0.0,0.087911367595,3.4221142018,0.6260631523,0.010406689872,0.087911367595,3.4221142018,0.6260631523,0.010406689872,2.0
74,1,74,0,0,0.053809524555,3.4700607443,0.1099999994,0.0,0.08810717821,3.4123452889,0.62397736981,0.0105150088,0.08810717821,3.4123452889,0.62397736981,0.0105150088,2.0
75,1,75,0,0,0.054209018399,3.4600846939,0.1099999994,0.0,0.088304401754,3.4025791866,0.62187657525,0.010621946001,0.088304401754,3.4025791866,0.62187657525,0.010621946001,2.0
76,1,76,0,0,0.054598677501,3.4501088802,0.1099999994,0.0,0.088503040921,3.3928159311,0.61976082034,0.010727547926,0.088503040921,3.3928159311,0.61976082034,0.010727547926,2.0
77,1,77,0,0,0.054978791556,3.4401333521,0.1099999994,0.0,0.088703098252,3.383055556,0.61763016155,0.010831858935,0.088703098252,3.383055556,0.61763016155,0.010831858935,2.0
78,1,78,0,0,0.055349638468,3.4301581569,0.1099999994,0.0,0.088904576127,3.3732980921,0.61548466011,0.010934921449,0.088904576127,3.3732980921,0.61548466011,0.010934921449,2.0
79,1,79,0,0,0.055711485179,3.4201833407,0.1099999994,0.0,0.089107476761,3.3635435679,0.61332438214,0.011036776092,0.089107476761,3.3635435679,0.61332438214,0.011036776092,2.0
80,1,80,0,0,0.056064588423,3.410208948,0.1099999994,0.0,0.089311802202,3.3537920091,0.61114939871,0.011137461816,0.089311802202,3.3537920091,0.61114939871,0.011137461816,2.0
81,1,81,0,0,0.056409195418,3.4002350223,0.1099999994,0.0,0.089517554324,3.3440434391,0.60895978593,0.011237016021,0.089517554324,3.3440434391,0.60895978593,0.011237016021,2.0
82,1,82,0,0,0.056745544497,3.3902616056,0.1099999994,0.0,0.08972473482,3.3342978788,0.60675562501,0.011335474662,0.08972473482,3.3342978788,0.60675562501,0.011335474662,2.0
83,1,83,0,0,0.057073865682,3.3802887387,0.1099999994,0.0,0.089933345202,3.3245553466,0.60453700235,0.011432872342,0.089933345202,3.3245553466,0.60453700235,0.011432872342,2.0
84,1,84,0,0,0.057394381217,3.3703164613,0.1099999994,0.0,0.090143386794,3.3148158585,0.60230400959,0.01152924241,0.090143386794,3.3148158585,0.60230400959,0.01152924241,2.0
85,1,85,0,0,0.057707306055,3.3603448118,0.1099999994,0.0,0.090354860729,3.3050794281,0.60005674367,0.011624617036,0.090354860729,3.3050794281,0.60005674367,0.011624617036,2.0
86,1,86,0,0,0.058012848302,3.3503738275,0.1099999994,0.0,0.090567767943,3.2953460667,0.59779530691,0.011719027291,0.090567767943,3.2953460667,0.59779530691,0.011719027291,2.0
87,1,87,0,0,0.058311209632,3.3404035446,0.1099999994,0.0,0.090782109172,3.285615783,0.59551980707,0.011812503219,0.090782109172,3.285615783,0.59551980707,0.011812503219,2.0
88,1,88,0,0,0.058602585665,3.3304339978,0.1099999994,0.0,0.090997884945,3.2758885834,0.59323035738,0.011905073897,0.090997884945,3.2758885834,0.59323035738,0.011905073897,2.0
89,1,89,0,0,0.058887166321,3.320465221,0.1099999994,0.0,0.091215095584,3.2661644719,0.59092707661,0.011996767496,0.091215095584,3.2661644719,0.59092707661,0.011996767496,2.0
90,1,90,0,0,0.059165136139,3.3104972468,0.1099999994,0.0,0.091433741197,3.2564434502,0.5886100891,0.01208761134,0.091433741197,3.2564434502,0.5886100891,0.01208761134,2.0
91,1,91,0,0,0.059436674578,3.3005301066,0.1099999994,0.0,0.091653821674,3.2467255174,0.58627952482,0.012177631952,0.091653821674,3.2467255174,0.58627952482,0.012177631952,2.0
92,1,92,0,0,0.059701956296,3.2905638307,0.1099999994,0.0,0.091875336682,3.2370106703,0.58393551944,0.012266855107,0.091875336682,3.2370106703,0.58393551944,0.012266855107,2.0
93,1,93,0,0,0.059961151407,3.2805984481,0.1099999994,0.0,0.092098285662,3.2272989032,0.58157821427,0.01235530587,0.092098285662,3.2272989032,0.58157821427,0.01235530587,2.0
94,1,94,0,0,0.060214425718,3.2706339867,0.1099999994,0.0,0.092322667824,3.217590208,0.57920775642,0.012443008642,0.092322667824,3.217590208,0.57920775642,0.012443008642,2.0
95,1,95,0,0,0.060461940948,3.2606704732,0.1099999994,0.0,0.092548482143,3.2078845741,0.57682429873,0.012529987193,0.092548482143,3.2078845741,0.57682429873,0.012529987193,2.0
96,1,96,0,0,0.060703854939,3.2507079329,0.1099999994,0.0,0.092775727353,3.1981819887,0.57442799984,0.012616264704,0.092775727353,3.1981819887,0.57442799984,0.012616264704,2.0
97,1,97,0,0,0.060940321843,3.2407463902,0.1099999994,0.0,0.093004401947,3.1884824361,0.5720190242,0.012701863792,0.093004401947,3.1884824361,0.5720190242,0.012701863792,2.0
98,1,98,0,0,0.061171492301,3.2307858677,0.1099999994,0.0,0.093234504166,3.1787858984,0.56959754209,0.012786806548,0.093234504166,3.1787858984,0.56959754209,0.012786806548,2.0
99,1,99,0,0,0.061397513607,3.2208263873,0.1099999994,0.0,0.093466031999,3.1690923553,0.56716372966,0.012871114561,0.093466031999,3.1690923553,0.56716372966,0.012871114561,2.0
100,1,100,0,0,0.061618529867,3.2108679693,0.1099999994,0.0,0.093698983179,3.1594017838,0.56471776887,0.012954808944,0.093698983179,3.1594017838,0.56471776887,0.012954808944,2.0
101,1,101,0,0,0.061834682137,3.2009106326,0.1099999994,0.0,0.093933355174,3.1497141584,0.56225984759,0.013037910363,0.093933355174,3.1497141584,0.56225984759,0.013037910363,2.0
102,1,102,0,0,0.06204610856,3.1909543951,0.1099999994,0.0,0.094169145187,3.1400294513,0.55979015953,0.013120439056,0.094169145187,3.1400294513,0.55979015953,0.013120439056,2.0
103,1,103,0,0,0.062252944493,3.180999273,0.1099999994,0.0,0.094406350149,3.130347632,0.55730890424,0.013202414859,0.094406350149,3.130347632,0.55730890424,0.013202414859,2.0
104,1,104,0,0,0.06245532262,3.1710452813,0.1099999994,0.0,0.094644966715,3.1206686676,0.55481628717,0.013283857221,0.094644966715,3.1206686676,0.55481628717,0.013283857221,2.0
105,1,105,0,0,0.062653373065,3.1610924336,0.1099999994,0.0,0.094884991258,3.1109925225,0.55231251958,0.013364785227,0.094884991258,3.1109925225,0.55231251958,0.013364785227,2.0
106,1,106,0,0,0.062847223493,3.1511407421,0.1099999994,0.0,0.095126419864,3.1013191589,0.54979781856,0.013445217613,0.095126419864,3.1013191589,0.54979781856,0.013445217613,2.0
107,1,107,0,0,0.063036999204,3.1411902175,0.1099999994,0.0,0.095369248331,3.0916485362,0.54727240702,0.013525172785,0.095369248331,3.0916485362,0.54727240702,0.013525172785,2.0
108,1,108,0,0,0.063222823227,3.1312408693,0.1099999994,0.0,0.095613472159,3.0819806114,0.54473651366,0.013604668834,0.095613472159,3.0819806114,0.54473651366,0.013604668834,2.0
109,1,109,0,0,0.063404816399,3.1212927053,0.1099999994,0.0,0.095859086545,3.0723153391,0.54219037292,0.013683723547,0.095859086545,3.0723153391,0.54219037292,0.013683723547,2.0
110,1,110,0,0,0.063583097447,3.1113457318,0.1099999994,0.0,0.096106086383,3.0626526711,0.53963422498,0.013762354425,0.096106086383,3.0626526711,0.53963422498,0.013762354425,2.0
111,1,111,0,0,0.063757783062,3.1013999539,0.1099999994,0.0,0.096354466252,3.0529925571,0.53706831569,0.013840578695,0.096354466252,3.0529925571,0.53706831569,0.013840578695,2.0
112,1,112,0,0,0.063928987964,3.091455375,0.1099999994,0.0,0.096604220416,3.0433349441,0.53449289656,0.013918413317,0.096604220416,3.0433349441,0.53449289656,0.013918413317,2.0
113,1,113,0,0,0.064096824974,3.0815119971,0.1099999994,0.0,0.096855342815,3.0336797766,0.53190822469,0.013995875002,0.096855342815,3.0336797766,0.53190822469,0.013995875002,2.0
114,1,114,0,0,0.064261405069,3.0715698206,0.1099999994,0.0,0.097107827062,3.0240269968,0.52931456276,0.014072980218,0.097107827062,3.0240269968,0.52931456276,0.014072980218,2.0
115,1,115,0,0,0.064422837441,3.0616288443,0.1099999994,0.0,0.097361666435,3.0143765444,0.5267121789,0.014149745201,0.097361666435,3.0143765444,0.5267121789,0.014149745201,2.0
116,1,116,0,0,0.064581229553,3.0516890659,0.1099999994,0.0,0.097616853872,3.0047283569,0.52410134671,0.014226185962,0.097616853872,3.0047283569,0.52410134671,0.014226185962,2.0
117,1,117,0,0,0.064736687189,3.041750481,0.1099999994,0.0,0.097873381967,2.9950823691,0.52148234514,0.014302318301,0.097873381967,2.9950823691,0.52148234514,0.014302318301,2.0
118,1,118,0,0,0.064889314497,3.0318130842,0.1099999994,0.0,0.09813124296,2.9854385136,0.51885545846,0.014378157808,0.09813124296,2.9854385136,0.51885545846,0.014378157808,2.0
119,1,119,0,0,0.065039214043,3.0218768683,0.1099999994,0.0,0.098390428735,2.9757967209,0.51622097616,0.014453719873,0.098390428735,2.9757967209,0.51622097616,0.014453719873,2.0
120,1,120,0,0,0.065186486846,3.0119418245,0.1099999994,0.0,0.098650930813,2.9661569191,0.51357919291,0.014529019696,0.098650930813,2.9661569191,0.51357919291,0.014529019696,2.0
121,1,121,0,0,0.065331232418,3.0020079428,0.1099999994,0.0,0.098912740343,2.9565190338,0.5109304084,0.014604072288,0.098912740343,2.9565190338,0.5109304084,0.014604072288,2.0
122,1,122,0,0,0.065473548809,2.9920752113,0.1099999994,0.0,0.099175848099,2.9468829888,0.50827492737,0.01467889248,0.099175848099,2.9468829888,0.50827492737,0.01467889248,2.0
123,1,123,0,0,0.065613532633,2.982143617,0.1099999994,0.0,0.099440244471,2.9372487056,0.5056130594,0.014753494931,0.099440244471,2.9372487056,0.5056130594,0.014753494931,2.0
124,1,124,0,0,0.065751279108,2.9722131451,0.1099999994,0.0,0.09970591946,2.9276161037,0.50294511891,0.014827894125,0.09970591946,2.9276161037,0.50294511891,0.014827894125,2.0
125,1,125,0,0,0.065886882085,2.9622837794,0.1099999994,0.0,0.099972862671,2.9179851002,0.500271425,0.014902104386,0.099972862671,2.9179851002,0.500271425,0.014902104386,2.0
126,1,126,0,0,0.066020434079,2.9523555024,0.1099999994,0.0,0.10024106331,2.9083556108,0.49759230137,0.014976139873,0.10024106331,2.9083556108,0.49759230137,0.014976139873,2.0
127,1,127,0,0,0.066152026296,2.9424282949,0.1099999994,0.0,0.10051051016,2.8987275487,0.49490807622,0.015050014591,0.10051051016,2.8987275487,0.49490807622,0.015050014591,2.0
128,1,128,0,0,0.066281748663,2.9325021366,0.1099999994,0.0,0.1007811916,2.8891008255,0.49221908213,0.015123742392,0.1007811916,2.8891008255,0.49221908213,0.015123742392,2.0
129,1,129,0,0,0.066409689848,2.9225770054,0.1099999994,0.0,0.10105309559,2.8794753511,0.48952565591,0.015197336976,0.10105309559,2.8794753511,0.48952565591,0.015197336976,2.0
130,1,130,0,0,0.066535937289,2.9126528781,0.1099999994,0.0,0.10132620964,2.8698510333,0.48682813854,0.0152708119,0.10132620964,2.8698510333,0.48682813854,0.0152708119,2.0
131,1,131,0,0,0.066660577215,2.9027297302,0.1099999994,0.0,0.10160052084,2.8602277786,0.48412687501,0.015344180573,0.10160052084,2.8602277786,0.48412687501,0.015344180573,2.0
132,1,132,0,0,0.066783694666,2.8928075357,0.1099999994,0.0,0.10187601584,2.8506054918,0.48142221418,0.015417456268,0.10187601584,2.8506054918,0.48142221418,0.015417456268,2.0
133,1,133,0,0,0.066905373516,2.8828862674,0.1099999994,0.0,0.1021526808,2.8409840759,0.47871450867,0.015490652115,0.1021526808,2.8409840759,0.47871450867,0.015490652115,2.0
134,1,134,0,0,0.067025696492,2.8729658968,0.1099999994,0.0,0.10243050147,2.8313634327,0.47600411472,0.015563781109,0.10243050147,2.8313634327,0.47600411472,0.015563781109,2.0
135,1,135,0,0,0.06714474519,2.8630463943,0.1099999994,0.0,0.10270946311,2.8217434627,0.47329139203,0.015636856112,0.10270946311,2.8217434627,0.47329139203,0.015636856112,2.0
136,1,136,0,0,0.067262600096,2.853127729,0.1099999994,0.0,0.10298955049,2.8121240648,0.47057670364,0.01570988985,0.10298955049,2.8121240648,0.47057670364,0.01570988985,2.0
137,1,137,0,0,0.067379340601,2.8432098691,0.1099999994,0.0,0.10327074793,2.8025051371,0.46786041575,0.01578289492,0.10327074793,2.8025051371,0.46786041575,0.01578289492,2.0
138,1,138,0,0,0.067495045,2.8332927811,0.1099999994,0.0,0.10355303925,2.7928865761,0.46514289767,0.015855883787,0.10355303925,2.7928865761,0.46514289767,0.015855883787,2.0
139,1,139,0,0,0.067609790578,2.8233764313,0.1099999994,0.0,0.10383640776,2.7832682778,0.4624245213,0.015928868788,0.10383640776,2.7832682778,0.4624245213,0.015928868788,2.0
140,1,140,0,0,0.067723653512,2.8134607846,0.1099999994,0.0,0.10412083628,2.7736501371,0.45970566157,0.016001862129,0.10412083628,2.7736501371,0.45970566157,0.016001862129,2.0
141,1,141,0,0,0.067836708964,2.8035458049,0.1099999994,0.0,0.10440630712,2.7640320478,0.45698669581,0.01607487589,0.10440630712,2.7640320478,0.45698669581,0.01607487589,2.0
142,1,142,0,0,0.067949031074,2.7936314554,0.1099999994,0.0,0.10469280208,2.7544139033,0.45426800374,0.016147922026,0.10469280208,2.7544139033,0.45426800374,0.016147922026,2.0
