,branch,PT,TY,LAB,V_plc,L2-NORM,R,c,ct,h,p,lambda1
1,5,1,0,0,0.019653714967,0.48452779007,0.31497129313,0.14326970555,0.26704350353,0.19181884515,0.081138967439,147.0
2,5,2,0,0,0.019653728849,0.48452768651,0.31497121308,0.14326970555,0.26704339886,0.19181884515,0.081139002426,146.998
3,5,3,0,0,0.019653728811,0.48452768679,0.31497121329,0.14326970555,0.26704339914,0.19181884515,0.081139002332,146.9965
4,5,4,0,0,0.019653728733,0.48452768737,0.31497121374,0.14326970555,0.26704339973,0.19181884515,0.081139002136,146.9935
5,5,5,0,0,0.019653728583,0.4845276885,0.31497121461,0.14326970555,0.26704340087,0.19181884515,0.081139001756,146.9875
6,5,6,0,0,0.019653728336,0.48452769034,0.31497121603,0.14326970555,0.26704340273,0.19181884515,0.081139001134,146.9775
7,5,7,0,0,0.019653728081,0.48452769224,0.3149712175,0.14326970555,0.26704340465,0.19181884515,0.081139000492,146.9675
8,5,8,0,0,0.019653727833,0.48452769409,0.31497121893,0.14326970555,0.26704340652,0.19181884515,0.081138999866,146.9575
9,5,9,0,0,0.019653727578,0.48452769599,0.3149712204,0.14326970555,0.26704340844,0.19181884515,0.081138999224,146.9475
10,5,10,0,0,0.019653727331,0.48452769783,0.31497122183,0.14326970555,0.2670434103,0.19181884515,0.081138998602,146.93749999
11,5,11,0,0,0.019653727078,0.48452769972,0.31497122329,0.14326970555,0.26704341221,0.19181884515,0.081138997963,146.92749999
12,5,12,0,0,0.019653726827,0.4845277016,0.31497122474,0.14326970555,0.2670434141,0.19181884515,0.08113899733,146.91749999
13,5,13,0,0,0.019653726577,0.48452770346,0.31497122618,0.14326970555,0.26704341599,0.19181884515,0.081138996701,146.90749999
14,5,14,0,0,0.019653726324,0.48452770534,0.31497122763,0.14326970555,0.26704341789,0.19181884515,0.081138996064,146.89749999
15,5,15,0,0,0.019653726074,0.48452770721,0.31497122907,0.14326970555,0.26704341978,0.19181884515,0.081138995434,146.88749999
16,5,16,0,0,0.01965372582,0.48452770911,0.31497123054,0.14326970555,0.2670434217,0.19181884515,0.081138994793,146.87749999
17,5,17,0,0,0.019653725566,0.484527711,0.31497123201,0.14326970555,0.26704342361,0.19181884515,0.081138994152,146.86749999
18,5,18,0,0,0.019653725314,0.48452771288,0.31497123346,0.14326970555,0.26704342551,0.19181884515,0.081138993518,146.85749999
19,5,19,0,0,0.019653725065,0.48452771474,0.3149712349,0.14326970555,0.26704342739,0.19181884515,0.08113899289,146.84749999
20,5,20,0,0,0.019653724809,0.48452771665,0.31497123637,0.14326970555,0.26704342932,0.19181884515,0.081138992244,146.83749999
21,5,21,0,0,0.019653724557,0.48452771853,0.31497123783,0.14326970555,0.26704343122,0.19181884515,0.08113899161,146.82749998
22,5,22,0,0,0.019653724304,0.48452772041,0.31497123928,0.14326970555,0.26704343313,0.19181884515,0.081138990972,146.81749998
23,5,23,0,0,0.019653724053,0.48452772229,0.31497124073,0.14326970555,0.26704343502,0.19181884515,0.081138990338,146.80749998
24,5,24,0,0,0.019653723797,0.4845277242,0.31497124221,0.14326970555,0.26704343695,0.19181884515,0.081138989694,146.79749998
25,5,25,0,0,0.019653723547,0.48452772606,0.31497124365,0.14326970555,0.26704343883,0.19181884515,0.081138989064,146.78749998
26,5,26,0,0,0.019653723291,0.48452772797,0.31497124513,0.14326970555,0.26704344076,0.19181884515,0.081138988419,146.77749998
27,5,27,0,0,0.019653723043,0.48452772982,0.31497124655,0.14326970555,0.26704344263,0.19181884515,0.081138987795,146.76749998
28,5,28,0,0,0.019653722786,0.48452773174,0.31497124804,0.14326970555,0.26704344457,0.19181884515,0.081138987147,146.75749998
29,5,29,0,0,0.019653722532,0.48452773363,0.3149712495,0.14326970555,0.26704344649,0.19181884515,0.081138986506,146.74749998
30,5,30,0,0,0.019653722279,0.48452773552,0.31497125097,0.14326970555,0.2670434484,0.19181884515,0.081138985867,146.73749998
31,5,31,0,0,0.019653722023,0.48452773743,0.31497125244,0.14326970555,0.26704345033,0.19181884515,0.081138985222,146.72749998
32,5,32,0,0,0.01965372177,0.48452773931,0.3149712539,0.14326970555,0.26704345223,0.19181884515,0.081138984587,146.71749997
33,5,33,0,0,0.019653721517,0.4845277412,0.31497125536,0.14326970555,0.26704345414,0.19181884515,0.081138983948,146.70749997
34,5,34,0,0,0.019653721265,0.48452774308,0.31497125681,0.14326970555,0.26704345604,0.19181884515,0.081138983313,146.69749997
35,5,35,0,0,0.01965372101,0.48452774499,0.31497125828,0.14326970555,0.26704345796,0.19181884515,0.08113898267,146.68749997
36,5,36,0,0,0.019653720753,0.48452774691,0.31497125976,0.14326970555,0.2670434599,0.19181884515,0.081138982022,146.67749997
37,5,37,0,0,0.019653720499,0.4845277488,0.31497126123,0.14326970555,0.26704346182,0.19181884515,0.081138981382,146.66749997
38,5,38,0,0,0.01965372025,0.48452775066,0.31497126266,0.14326970555,0.26704346369,0.19181884515,0.081138980755,146.65749997
39,5,39,0,0,0.019653719991,0.48452775259,0.31497126416,0.14326970555,0.26704346565,0.19181884515,0.081138980101,146.64749997
40,5,40,0,0,0.019653719736,0.48452775449,0.31497126563,0.14326970555,0.26704346757,0.19181884515,0.081138979458,146.63749997
41,5,41,0,0,0.019653719484,0.48452775637,0.31497126708,0.14326970555,0.26704346947,0.19181884515,0.081138978823,146.62749997
42,5,42,0,0,0.019653719228,0.48452775828,0.31497126856,0.14326970555,0.2670434714,0.19181884515,0.081138978179,146.61749997
43,5,43,0,0,0.019653718972,0.48452776019,0.31497127003,0.14326970555,0.26704347333,0.19181884515,0.081138977534,146.60749996
44,5,44,0,0,0.019653718716,0.4845277621,0.31497127151,0.14326970555,0.26704347526,0.19181884515,0.081138976888,146.59749996
45,5,45,0,0,0.019653718461,0.484527764,0.31497127298,0.14326970555,0.26704347718,0.19181884515,0.081138976246,146.58749996
46,5,46,0,0,0.019653718203,0.48452776593,0.31497127447,0.14326970555,0.26704347913,0.19181884515,0.081138975595,146.57749996
47,5,47,0,0,0.01965371795,0.48452776782,0.31497127593,0.14326970555,0.26704348104,0.19181884515,0.081138974957,146.56749996
48,5,48,0,0,0.019653717695,0.48452776971,0.3149712774,0.14326970555,0.26704348296,0.19181884515,0.081138974316,146.55749996
49,5,49,0,0,0.019653717437,0.48452777164,0.31497127889,0.14326970555,0.26704348491,0.19181884515,0.081138973664,146.54749996
50,5,50,0,0,0.019653717186,0.48452777352,0.31497128034,0.14326970555,0.2670434868,0.19181884515,0.081138973031,146.53749996
51,5,51,0,0,0.019653716926,0.48452777545,0.31497128183,0.14326970555,0.26704348876,0.19181884515,0.081138972377,146.52749996
52,5,52,0,0,0.019653716668,0.48452777738,0.31497128332,0.14326970555,0.2670434907,0.19181884515,0.081138971726,146.51749996
53,5,53,0,0,0.019653716412,0.48452777929,0.3149712848,0.14326970555,0.26704349263,0.19181884515,0.081138971081,146.50749996
54,5,54,0,0,0.019653716156,0.4845277812,0.31497128628,0.14326970555,0.26704349457,0.19181884515,0.081138970435,146.49749995
55,5,55,0,0,0.0196537159,0.48452778311,0.31497128775,0.14326970555,0.2670434965,0.19181884515,0.08113896979,146.48749995
56,5,56,0,0,0.019653715643,0.48452778502,0.31497128923,0.14326970555,0.26704349843,0.19181884515,0.081138969143,146.47749995
57,5,57,0,0,0.019653715385,0.48452778695,0.31497129072,0.14326970555,0.26704350037,0.19181884515,0.081138968494,146.46749995
58,5,58,0,0,0.019653715132,0.48452778884,0.31497129218,0.14326970555,0.26704350228,0.19181884515,0.081138967855,146.45749995
59,5,59,0,0,0.019653714873,0.48452779077,0.31497129367,0.14326970555,0.26704350424,0.19181884515,0.081138967202,146.44749995
60,5,60,0,0,0.019653714614,0.4845277927,0.31497129516,0.14326970555,0.26704350619,0.19181884515,0.08113896655,146.43749995
61,5,61,0,0,0.019653714359,0.4845277946,0.31497129663,0.14326970555,0.26704350811,0.19181884515,0.081138965907,146.42749995
62,5,62,0,0,0.019653714098,0.48452779655,0.31497129814,0.14326970555,0.26704351008,0.19181884515,0.08113896525,146.41749995
63,5,63,0,0,0.019653713841,0.48452779847,0.31497129962,0.14326970555,0.26704351202,0.19181884515,0.081138964601,146.40749995
64,5,64,0,0,0.019653713584,0.48452780039,0.31497130111,0.14326970555,0.26704351396,0.19181884515,0.081138963953,146.39749995
65,5,65,0,0,0.019653713326,0.48452780231,0.3149713026,0.14326970555,0.2670435159,0.19181884515,0.081138963302,146.38749994
66,5,66,0,0,0.019653713068,0.48452780423,0.31497130408,0.14326970555,0.26704351785,0.19181884515,0.081138962653,146.37749994
67,5,67,0,0,0.019653712811,0.48452780615,0.31497130556,0.14326970555,0.26704351978,0.19181884515,0.081138962006,146.36749994
68,5,68,0,0,0.019653712554,0.48452780807,0.31497130704,0.14326970555,0.26704352172,0.19181884515,0.081138961358,146.35749994
69,5,69,0,0,0.019653712292,0.48452781002,0.31497130856,0.14326970555,0.2670435237,0.19181884515,0.081138960697,146.34749994
70,5,70,0,0,0.019653712035,0.48452781194,0.31497131004,0.14326970555,0.26704352564,0.19181884515,0.081138960049,146.33749994
71,5,71,0,0,0.019653711776,0.48452781388,0.31497131153,0.14326970555,0.26704352759,0.19181884515,0.081138959396,146.32749994
72,5,72,0,0,0.019653711516,0.48452781581,0.31497131303,0.14326970555,0.26704352955,0.19181884515,0.081138958743,146.31749994
73,5,73,0,0,0.019653711257,0.48452781774,0.31497131452,0.14326970555,0.2670435315,0.19181884515,0.081138958089,146.30749994
74,5,74,0,0,0.019653710999,0.48452781967,0.31497131601,0.14326970555,0.26704353345,0.19181884515,0.081138957438,146.29749994
75,5,75,0,0,0.019653710741,0.4845278216,0.3149713175,0.14326970555,0.2670435354,0.19181884515,0.081138956787,146.28749993
76,5,76,0,0,0.01965371048,0.48452782354,0.314971319,0.14326970555,0.26704353736,0.19181884515,0.081138956131,146.27749993
77,5,77,0,0,0.019653710221,0.48452782547,0.3149713205,0.14326970555,0.26704353931,0.19181884515,0.081138955479,146.26749993
78,5,78,0,0,0.019653709962,0.4845278274,0.31497132199,0.14326970555,0.26704354126,0.19181884515,0.081138954825,146.25749993
79,5,79,0,0,0.019653709703,0.48452782934,0.31497132349,0.14326970555,0.26704354322,0.19181884515,0.081138954171,146.24749993
80,5,80,0,0,0.019653709441,0.48452783129,0.314971325,0.14326970555,0.2670435452,0.19181884515,0.081138953511,146.23749993
81,5,81,0,0,0.019653709184,0.48452783321,0.31497132648,0.14326970555,0.26704354713,0.19181884515,0.081138952864,146.22749993
82,5,82,0,0,0.019653708926,0.48452783514,0.31497132797,0.14326970555,0.26704354908,0.19181884515,0.081138952213,146.21749993
83,5,83,0,0,0.019653708664,0.48452783709,0.31497132948,0.14326970555,0.26704355105,0.19181884515,0.081138951553,146.20749993
84,5,84,0,0,0.019653708405,0.48452783902,0.31497133097,0.14326970555,0.26704355301,0.19181884515,0.081138950901,146.19749993
85,5,85,0,0,0.019653708143,0.48452784097,0.31497133248,0.14326970555,0.26704355498,0.19181884515,0.081138950241,146.18749993
86,5,86,0,0,0.019653707883,0.48452784292,0.31497133398,0.14326970555,0.26704355695,0.19181884515,0.081138949584,146.17749992
87,5,87,0,0,0.019653707622,0.48452784486,0.31497133549,0.14326970555,0.26704355891,0.19181884515,0.081138948926,146.16749992
88,5,88,0,0,0.019653707361,0.48452784681,0.31497133699,0.14326970555,0.26704356088,0.19181884516,0.081138948269,146.15749992
89,5,89,0,0,0.019653707098,0.48452784877,0.31497133851,0.14326970555,0.26704356286,0.19181884516,0.081138947607,146.14749992
90,5,90,0,0,0.019653706838,0.48452785071,0.31497134001,0.14326970555,0.26704356482,0.19181884516,0.081138946951,146.13749992
91,5,91,0,0,0.019653706579,0.48452785264,0.3149713415,0.14326970555,0.26704356677,0.19181884516,0.081138946299,146.12749992
92,5,92,0,0,0.019653706313,0.48452785462,0.31497134303,0.14326970555,0.26704356878,0.19181884516,0.081138945628,146.11749992
93,5,93,0,0,0.019653706055,0.48452785655,0.31497134452,0.14326970555,0.26704357072,0.19181884516,0.081138944978,146.10749992
94,5,94,0,0,0.019653705791,0.48452785852,0.31497134605,0.14326970555,0.26704357272,0.19181884516,0.081138944311,146.09749992
95,5,95,0,0,0.019653705535,0.48452786043,0.31497134752,0.14326970555,0.26704357465,0.19181884516,0.081138943667,146.08749992
96,5,96,0,0,0.019653705269,0.48452786241,0.31497134905,0.14326970555,0.26704357665,0.19181884516,0.081138942997,146.07749992
97,5,97,0,0,0.019653705009,0.48452786435,0.31497135056,0.14326970555,0.26704357861,0.19181884516,0.081138942341,146.06749991
98,5,98,0,0,0.019653704747,0.48452786631,0.31497135207,0.14326970555,0.26704358059,0.19181884516,0.081138941681,146.05749991
99,5,99,0,0,0.019653704483,0.48452786828,0.31497135359,0.14326970555,0.26704358258,0.19181884516,0.081138941016,146.04749991
100,5,100,0,0,0.019653704219,0.48452787025,0.31497135511,0.14326970555,0.26704358457,0.19181884516,0.081138940351,146.03749991
101,5,101,0,0,0.019653703959,0.48452787219,0.31497135661,0.14326970555,0.26704358653,0.19181884516,0.081138939695,146.02749991
102,5,102,0,0,0.019653703698,0.48452787413,0.31497135811,0.14326970555,0.2670435885,0.19181884516,0.081138939037,146.01749991
103,5,103,0,0,0.019653703438,0.48452787607,0.31497135962,0.14326970555,0.26704359046,0.19181884516,0.081138938381,146.00749991
104,5,104,0,0,0.019653703173,0.48452787805,0.31497136115,0.14326970555,0.26704359246,0.19181884516,0.081138937712,145.99749991
105,5,105,0,0,0.019653702908,0.48452788003,0.31497136267,0.14326970555,0.26704359445,0.19181884516,0.081138937046,145.98749991
106,5,106,0,0,0.019653702646,0.48452788198,0.31497136418,0.14326970555,0.26704359643,0.19181884516,0.081138936386,145.97749991
107,5,107,0,0,0.019653702384,0.48452788394,0.31497136569,0.14326970555,0.26704359841,0.19181884516,0.081138935725,145.96749991
108,5,108,0,0,0.01965370212,0.48452788591,0.31497136722,0.14326970555,0.2670436004,0.19181884516,0.081138935059,145.9574999
109,5,109,0,0,0.019653701859,0.48452788785,0.31497136872,0.14326970555,0.26704360237,0.19181884516,0.081138934401,145.9474999
110,5,110,0,0,0.019653701593,0.48452788984,0.31497137025,0.14326970555,0.26704360437,0.19181884516,0.081138933732,145.9374999
111,5,111,0,0,0.019653701331,0.48452789179,0.31497137177,0.14326970555,0.26704360635,0.19181884516,0.081138933071,145.9274999
112,5,112,0,0,0.019653701066,0.48452789377,0.31497137329,0.14326970555,0.26704360834,0.19181884516,0.081138932403,145.9174999
113,5,113,0,0,0.019653700804,0.48452789572,0.31497137481,0.14326970555,0.26704361032,0.19181884516,0.081138931743,145.9074999
114,5,114,0,0,0.019653700538,0.48452789771,0.31497137634,0.14326970555,0.26704361233,0.19181884516,0.081138931072,145.8974999
115,5,115,0,0,0.019653700275,0.48452789967,0.31497137785,0.14326970555,0.26704361431,0.19181884516,0.08113893041,145.8874999
